Date,ACWI,AGG,BIL,DBC,EEM,EWJ,GLD,GYLD,IEF,IEV,IVV,IYR,RWX,SHY,TLT,GAL
11/17/2006,,69.514572,,22.992573,28.227499,45.628288,61.779999,,60.935638,35.211231,110.561386,49.509071,,67.871758,61.168072,
11/20/2006,,69.563042,,22.908178,28.116688,44.675568,61.77,,60.972279,35.259361,110.632095,51.076046,,67.88868,61.263245,
11/21/2006,,69.653152,,23.123852,28.565208,44.709602,62.27,,61.060333,35.386547,110.726463,51.947937,,67.905624,61.412872,
11/22/2006,,69.750183,,23.208244,28.765722,45.117901,62.5,,61.15564,35.616871,110.946609,52.094273,,67.956406,61.51487,
11/24/2006,,69.77092,,23.527065,28.760435,44.947765,63.5,,61.221642,35.486237,110.490608,52.34425,,67.964867,61.623672,
11/27/2006,,69.736298,,23.592705,28.216944,44.913754,63.700001,,61.280346,35.042789,108.973381,50.923615,,68.007233,61.848095,
11/28/2006,,69.923431,,23.658344,28.38052,45.662319,63.57,,61.390316,35.348732,109.429344,51.06385,,68.041092,61.977268,
11/29/2006,,69.81942,,23.95841,28.839592,46.546974,63.16,,61.316998,35.579048,110.561386,51.825993,,68.041092,61.834473,
11/30/2006,,70.034264,,24.174082,28.968868,46.989311,64.389999,,61.63966,35.733738,110.647881,52.405243,,68.117317,62.242481,
12/1/2006,,70.165047,,24.164707,28.850147,47.057354,64.120003,,61.782471,35.585922,110.388405,52.283276,,68.250748,62.400837,
12/4/2006,,70.234673,,24.052183,29.451674,47.601772,64.120003,,61.775108,35.799057,111.261032,52.953979,,68.242233,62.51004,
12/5/2006,,70.192848,,24.127195,29.966162,47.635796,63.810001,,61.694149,36.046566,111.716972,52.569859,,68.242233,62.216537,
12/6/2006,,70.13723,,23.808378,29.760365,47.942028,62.689999,,61.598461,35.898739,111.638382,52.514973,,68.233734,62.093712,
12/7/2006,,70.074585,,23.723982,29.654835,47.976051,62.73,,61.576382,35.991562,111.19812,51.947937,,68.216736,62.045887,
12/8/2006,,69.928528,,23.536442,29.522917,47.7719,62.049999,,61.296654,35.933121,111.323952,51.972332,,68.131783,61.595425,
12/11/2006,,69.914619,,23.57395,29.53611,47.839951,62.57,,61.488049,36.256264,111.701241,52.252785,,68.140244,61.861618,
12/12/2006,,70.109413,,23.536442,29.17993,47.908001,62.52,,61.598461,36.352509,111.536224,52.015007,,68.233734,61.99131,
12/13/2006,,69.893738,,23.54582,29.338236,47.669823,62.48,,61.281975,36.569077,111.709122,51.728451,,68.140244,61.438396,
12/14/2006,,69.796341,,23.817755,29.839518,48.146183,62.119999,,61.186234,36.651588,112.597466,51.825993,,68.106285,61.2132,
12/15/2006,,69.782417,,23.930281,29.97143,48.146183,61,,61.201,36.476265,112.613159,51.521126,,68.131783,61.247284,
12/18/2006,,69.824165,,23.507584,29.763002,47.839951,61.040001,,61.230392,36.490021,112.385185,51.368694,,68.131783,61.26778,
12/19/2006,,69.872849,,23.78618,29.575682,47.635796,61.799999,,61.21574,36.685955,112.518837,50.972397,34.789433,68.140244,61.185898,
12/20/2006,,69.845062,,23.834213,29.902937,47.975056,61.619999,,61.201,36.472824,112.558105,51.396168,34.85828,68.182777,61.179012,
12/21/2006,,69.984192,,23.594046,29.849426,48.249187,61.380001,,61.421776,36.491409,112.153656,50.901951,34.898426,68.233734,61.486217,
12/22/2006,,69.921577,,23.776571,29.956457,48.420532,61.650002,,61.142124,36.256477,111.395187,50.506611,35.225445,68.225243,61.015232,
12/26/2006,,69.900673,,23.411518,30.234755,48.386261,61.98,,61.186234,36.284531,112.106216,51.013161,35.340172,68.225243,61.199532,
12/27/2006,,69.711479,,23.344271,30.665573,48.591869,62.220001,,61.023163,36.677242,112.761993,51.457935,35.598354,68.187729,60.749527,
12/28/2006,,69.620682,,23.517191,30.606701,48.626133,62.900002,,60.882904,36.771927,112.580276,51.612354,36.108948,68.145126,60.612602,
12/29/2006,,69.613716,,23.613258,30.550499,48.694679,63.209999,,60.853355,36.806992,112.185249,51.488819,36.292534,68.162155,60.564629,
1/3/2007,,69.760353,,22.863935,30.810068,48.660412,62.279999,,61.030548,37.027893,111.885033,51.810047,36.258106,68.230324,60.996098,
1/4/2007,,69.906967,,22.26832,30.384602,49.174423,61.650002,,61.251991,36.817497,112.185249,51.797707,35.988464,68.298561,61.365955,
1/5/2007,,69.858101,,22.191469,29.496212,47.906513,60.169998,,61.052689,36.274014,111.32412,50.994633,35.540974,68.255951,61.098846,
1/8/2007,,69.900024,,22.306747,29.710272,48.180656,60.48,,61.096954,36.333626,111.790245,50.982262,35.420506,68.213287,61.208412,
1/9/2007,,69.900024,,22.114614,29.046654,48.489071,60.849998,,61.082191,36.196869,111.695442,51.581497,35.477879,68.238884,61.208412,
1/10/2007,,69.823227,,21.787987,28.979771,47.76944,60.59,,60.978836,35.993492,111.995636,52.403072,35.277077,68.221878,60.934471,
1/11/2007,,69.690514,,21.759165,29.346361,47.52956,60.630001,,60.81646,36.382702,112.580276,53.002277,35.391819,68.170677,60.578342,
1/12/2007,,69.592766,,22.26832,29.943079,48.146385,62.169998,,60.69099,36.712311,113.425621,53.187618,35.627033,68.128044,60.297527,
1/16/2007,,69.683533,,21.759165,30.050119,48.317722,61.970001,,60.809101,36.712311,113.196495,53.799168,35.718819,68.196266,60.427666,
1/17/2007,,69.64164,,21.951302,29.924353,48.317722,62.639999,,60.69099,36.691269,113.196495,53.959801,35.971256,68.170677,60.242733,
1/18/2007,,69.739433,,21.720739,29.608595,48.283459,62.259998,,60.772179,36.579075,112.856758,53.774448,35.931091,68.196266,60.427666,
1/19/2007,,69.711479,,22.047369,30.141098,48.626133,63,,60.676216,36.97179,113.149071,54.250137,36.281067,68.187729,60.26326,
1/22/2007,,69.746399,,22.06658,30.106316,48.626133,62.720001,,60.786911,36.712311,112.74617,54.08334,36.653954,68.213287,60.407124,
1/23/2007,,69.613716,,22.76787,30.79133,48.90028,64.230003,,60.609749,37.041924,113.133255,54.237785,36.929344,68.179222,60.009895,
1/24/2007,,69.592766,,22.575735,31.058916,49.551373,64.330002,,60.617146,37.231258,113.939133,54.979073,36.963757,68.213287,60.003029,
1/25/2007,,69.502007,,22.373995,30.103622,48.728943,64.059998,,60.380955,36.656208,112.698746,55.306484,36.745762,68.162155,59.571537,
1/26/2007,,69.495071,,22.65259,30.28826,48.763203,64.169998,,60.373577,36.757893,112.556572,55.473263,36.51627,68.170677,59.523598,
1/29/2007,,69.404259,,22.191469,29.886887,48.934544,63.77,,60.329277,36.842049,112.477539,55.633877,36.740021,68.179222,59.393436,
1/30/2007,,69.508965,,22.806295,30.349817,49.242958,64.220001,,60.388321,37.03841,113.03846,55.825382,36.889194,68.196266,59.461952,
1/31/2007,,69.564804,,23.046463,30.585285,49.037357,64.830002,,60.609749,37.227757,113.789032,56.461647,36.889194,68.272995,59.961868,
2/1/2007,,69.601997,,22.960003,30.959925,49.688442,65.220001,,60.566063,37.518791,114.48423,56.430775,37.307987,68.264389,59.889706,
2/2/2007,,69.70015,,23.257811,30.866261,49.380032,64.279999,,60.617939,37.483723,114.610626,56.832306,37.721054,68.290085,59.965393,
2/5/2007,,69.812279,,23.180956,30.8957,49.003086,64.309998,,60.684566,37.361008,114.792374,56.795219,37.835793,68.273018,60.047871,
2/6/2007,,69.945503,,23.065678,31.200735,49.414299,64.790001,,60.855026,37.606457,114.665932,57.573578,38.225918,68.349976,60.377979,
2/7/2007,,70.029655,,22.787083,31.080326,49.380032,64.629997,,60.988419,37.746704,114.950394,58.419891,38.38081,68.384209,60.556767,
2/8/2007,,70.071671,,23.315451,30.914423,48.763203,65.519997,,61.003242,37.659046,114.744972,57.975117,38.357864,68.409904,60.604897,
2/9/2007,,69.910423,,23.459551,30.545145,48.90028,66.120003,,60.81797,37.434639,113.962799,57.153515,38.38081,68.3414,60.26107,
2/12/2007,,69.840355,,23.017643,30.336433,48.866016,65.669998,,60.736504,37.311916,113.6073,56.196011,38.065277,68.3414,60.123497,
2/13/2007,,69.833313,,23.440338,30.81809,49.894054,65.839996,,60.692001,37.676575,114.476349,57.196751,38.375065,68.33287,59.992855,
2/14/2007,,70.099731,,23.123316,31.481712,50.716484,66.370003,,61.040318,38.160469,115.234764,56.844639,39.011887,68.486885,60.563644,
2/15/2007,,70.197845,,23.123316,31.500448,51.127697,66.410004,,61.136612,38.083321,115.424355,57.314148,39.126633,68.521103,60.742424,
2/16/2007,,70.246864,,23.526798,31.572697,51.093422,66.360001,,61.20332,38.072807,115.463913,57.116451,39.097942,68.538223,60.955601,
2/20/2007,,70.281937,,23.267416,31.655647,50.922092,65.309998,,61.277351,38.206047,115.629814,57.598286,39.17252,68.529694,61.093151,
2/21/2007,,70.274994,,23.766966,31.7493,50.956348,67.349998,,61.269951,37.925537,115.54287,57.295593,39.298744,68.572449,60.990017,
2/22/2007,,70.134796,,24.093594,31.669014,51.093422,67.150002,,61.114395,38.034245,115.440216,57.005253,39.545441,68.529694,60.659927,
2/23/2007,,70.302971,,24.247301,31.441572,51.538906,67.720001,,61.358883,38.132416,115.076767,56.196011,39.815086,68.606674,61.093151,
2/26/2007,,70.457237,,24.314547,31.42819,51.881596,68.099998,,61.551563,38.325272,114.974113,55.831532,39.493793,68.658051,61.498898,
2/27/2007,,70.744629,,23.853426,28.872725,50.647938,65.410004,,62.070259,36.256477,110.455078,54.021572,38.036591,68.820618,62.275986,
2/28/2007,,70.695564,,24.218479,29.595209,50.579418,66.480003,,61.855293,36.747379,111.632225,54.44162,37.824318,68.769264,61.993992,
3/1/2007,,70.684296,,24.045561,29.169744,50.339531,65.82,,61.911072,36.263493,111.237206,54.101883,37.365364,68.864555,61.954681,
3/2/2007,,70.832069,,23.824604,28.899485,49.517101,63.709999,,62.111767,35.790119,109.870453,52.983765,36.659687,68.941826,62.265305,
3/5/2007,,70.789841,,23.469158,28.15827,48.797474,62.93,,62.148991,35.064293,108.71698,51.105827,35.822094,68.967567,62.368824,
3/6/2007,,70.740585,,23.690113,29.394526,49.962593,64.150002,,62.067215,36.032066,110.62886,52.866394,36.831814,68.907524,62.182499,
3/7/2007,,70.796906,,24.016739,29.215239,49.859791,64.300003,,62.178677,36.102196,110.407684,52.112743,37.267834,68.976189,62.42408,
3/8/2007,,70.733574,,24.055168,29.969835,50.305256,64.480003,,62.171288,36.477379,111.395187,52.946678,37.405518,68.976189,62.368824,
3/9/2007,,70.536522,,23.738146,30.023359,50.339531,64.25,,61.821869,36.582573,111.395187,53.595325,37.824318,68.856018,61.713074,
3/12/2007,,70.754692,,23.517191,30.17053,50.750748,64.370003,,61.992901,36.722832,111.648041,53.867115,38.09396,68.916069,61.954681,
3/13/2007,,70.937653,,23.334667,29.292835,49.825516,63.720001,,62.267925,35.825191,109.475426,52.446335,37.365364,69.010483,62.327438,
3/14/2007,,70.853188,,23.382698,29.533672,49.380032,63.939999,,62.186172,35.958439,110.320732,52.693409,36.631008,69.027702,62.044411,
3/15/2007,,70.775795,,23.238598,29.77449,49.414299,63.98,,62.119251,36.130245,110.407684,53.088768,37.061287,69.010483,62.037498,
3/16/2007,,70.782883,,23.296238,29.520292,49.380032,64.620003,,62.111767,36.256477,110.075867,52.792244,36.932907,69.001961,62.023682,
3/19/2007,,70.733574,,23.411518,30.167858,49.928322,64.739998,,62.030045,36.79998,111.4189,53.323509,37.652561,68.941826,61.892536,
3/20/2007,,70.803932,,23.440338,30.365868,50.373802,65.269997,,62.119251,37.161133,112.027206,53.496471,38.22253,69.001961,61.927071,
3/21/2007,,70.89547,,23.478765,31.275661,50.922092,65.82,,62.208439,38.072807,113.860146,54.250137,39.091892,69.113556,61.954681,
3/22/2007,,70.761703,,23.863033,31.14187,50.99062,65.760002,,62.000313,37.823853,113.860146,54.206871,38.861599,69.044838,61.464531,
3/23/2007,,70.663208,,23.872639,31.286369,51.059158,65.150002,,61.903667,38.020206,114.018143,54.192554,38.844326,69.001961,61.292,
3/26/2007,,70.620964,,23.978312,31.267641,50.785007,65.839996,,61.955723,38.048264,113.812599,53.352142,38.711899,69.070587,61.367874,
3/27/2007,,70.63504,,24.045561,31.12849,50.579418,65.699997,,61.940815,37.816833,113.471397,52.910133,38.458584,69.079201,61.264366,
3/28/2007,,70.670235,,24.276121,30.571913,50.202454,66.050003,,61.933376,37.469696,112.717484,52.293797,38.170734,69.113556,61.140091,
3/29/2007,,70.557571,,24.746849,31.179338,50.270992,65.650002,,61.844154,37.858913,112.828613,52.573948,38.487366,69.079201,61.057301,
3/30/2007,,70.557571,,24.381792,31.173973,49.928322,65.739998,,61.769821,37.988651,112.955536,53.065754,38.976738,69.079201,60.939919,
4/2/2007,,70.648766,,24.141626,31.388046,49.654171,65.849998,,61.838478,38.125412,113.003136,53.69453,39.184006,69.092117,61.041058,
4/3/2007,,70.578125,,24.045561,31.901823,50.065392,65.830002,,61.786255,38.619804,114.241119,54.161461,39.408539,69.092117,60.964825,
4/4/2007,,70.655846,,24.314547,32.102512,50.442333,66.809998,,61.883316,38.717983,114.272842,53.806595,39.373997,69.135208,61.027214,
4/5/2007,,70.592247,,24.362581,32.13195,50.305256,66.860001,,61.726536,38.889805,114.701385,53.850151,39.546711,69.109375,60.798569,
4/9/2007,,70.323746,,24.112806,32.316593,50.236725,66.529999,,61.442959,38.851242,114.844193,53.812828,39.552464,68.954277,60.396725,
4/10/2007,,70.429733,,24.449043,32.469109,50.40807,67.160004,,61.569851,39.131744,114.97123,53.949783,39.794277,69.040428,60.576836,
4/11/2007,,70.38736,,24.410614,32.169411,50.202454,67.080002,,61.495159,38.977478,114.391884,53.227615,39.350967,69.040428,60.53529,
4/12/2007,,70.472099,,24.554714,32.707253,50.133919,66.989998,,61.554916,39.254471,115.066437,52.947479,39.569756,69.031845,60.54916,
4/13/2007,,70.359085,,24.689211,32.867825,49.722713,67.839996,,61.450436,39.545506,115.447289,53.526443,39.437336,68.997337,60.362072,
4/16/2007,,70.500397,,24.497076,33.258492,50.442333,68.400002,,61.517605,40.008362,116.597954,53.513992,40.059101,68.988716,60.694641,
4/17/2007,,70.705292,,24.247301,33.079205,50.133919,68,,61.778763,40.060963,116.867805,54.279724,39.840328,69.100746,61.034157,
4/18/2007,,70.811256,,24.256907,32.833031,50.202454,68.379997,,61.920616,40.039917,117.129662,54.086742,39.771225,69.195549,61.339035,
4/19/2007,,70.783012,,24.189661,32.568119,49.962593,67.529999,,61.913151,40.039917,117.034431,53.619812,39.621559,69.195549,61.235046,
4/20/2007,,70.747627,,24.525894,32.95612,50.168198,68.699997,,61.845974,40.359001,118.066078,54.205032,39.869122,69.178291,61.075718,
4/23/2007,,70.818314,,24.689211,32.825005,49.619904,68.260002,,61.972801,40.131084,117.653412,54.665688,39.782757,69.230003,61.297436,
4/24/2007,,70.853615,,24.352976,32.819649,49.551373,67.730003,,62.092247,40.1381,117.764549,54.292175,39.494892,69.290306,61.526085,
4/25/2007,,70.881927,,24.833309,33.226379,49.825516,67.889999,,62.054901,40.56237,118.804169,54.366894,39.857597,69.264435,61.311302,
4/26/2007,,70.747627,,24.660389,33.138084,49.585636,66.870003,,61.875809,40.436134,118.939003,54.441589,39.638821,69.212807,60.867825,
4/27/2007,,70.733528,,24.785275,32.972179,49.311501,67.559998,,61.875809,40.446667,118.923172,54.261063,39.610046,69.238625,60.854,
4/30/2007,,70.97374,,24.564322,32.335308,48.934544,67.089996,,62.14447,40.288872,117.828049,53.22139,39.523682,69.290306,61.49144,
5/1/2007,,70.93261,,24.612356,32.463757,48.934544,66.690002,,62.147484,40.299389,118.121658,52.941242,39.391262,69.260902,61.535927,
5/2/2007,,70.953911,,24.420221,33.108639,49.208694,66.660004,,62.072571,40.516788,118.907227,53.377041,40.185764,69.295494,61.501202,
5/3/2007,,70.87587,,24.535501,33.386929,49.277225,67.489998,,62.005142,40.481724,119.423103,53.588692,40.300919,69.243599,61.362095,
5/4/2007,,70.968063,,24.487469,33.376232,49.448566,68.190002,,62.162468,40.972626,119.978561,53.321003,40.554234,69.278252,61.612423,
5/7/2007,,71.038986,,24.372189,33.592976,49.688442,68.25,,62.214901,40.972626,119.994392,53.3708,40.76725,69.278252,61.779293,
5/8/2007,,70.960953,,24.218479,33.156811,49.585636,67.879997,,62.214901,40.60445,119.788109,53.022186,40.272121,69.312828,61.640221,
5/9/2007,,70.87587,,24.093594,33.691982,50.202454,67.449997,,62.012653,40.716656,120.176964,53.638496,40.318169,69.260902,61.396858,
5/10/2007,,70.99646,,23.997526,32.867825,49.448566,66,,62.16996,39.896145,118.819984,53.103111,40.013058,69.321426,61.54295,
5/11/2007,,70.854591,,24.352976,33.702682,49.825516,66.449997,,62.042583,40.569386,119.899208,53.69453,40.577263,69.295494,61.327335,
5/14/2007,,70.868782,,24.266514,33.368198,49.688442,66.279999,,61.95269,40.481724,119.684998,53.134258,40.41605,69.243599,61.1674,
5/15/2007,,70.840439,,24.506681,33.40834,49.277225,66.540001,,61.945221,40.586922,119.613503,52.418324,40.531212,69.260902,61.146545,
5/16/2007,,70.854591,,24.266514,33.892681,49.380032,65.599998,,61.907776,40.674583,120.510239,51.932743,40.237587,69.330101,61.104782,
5/17/2007,,70.734039,,24.468254,33.769588,48.968815,65.059998,,61.742958,40.60445,120.24839,50.998936,39.880627,69.286858,60.854485,
5/18/2007,,70.528358,,24.429827,33.943516,48.831741,65.519997,,61.563141,41.112892,121.26413,50.556915,39.72517,69.217667,60.45113,
5/21/2007,,70.670219,,24.669994,34.005062,48.831741,65.669998,,61.645569,40.800808,121.26413,50.905514,39.67337,69.234924,60.631905,
5/22/2007,,70.528358,,24.314547,34.01041,49.311501,65.199997,,61.473248,40.849895,121.057846,51.434704,39.6964,69.252274,60.319,
5/23/2007,,70.471603,,24.429827,33.956894,49.380032,65.540001,,61.35339,41.042747,121.129242,51.030033,39.776997,69.234924,60.145134,
5/24/2007,,70.500008,,24.295336,33.140759,49.140152,64.75,,61.435802,40.607956,120.097603,50.25185,39.287617,69.260902,60.200748,
5/25/2007,,70.464508,,24.593143,33.649174,48.934544,64.940002,,61.368385,40.884964,120.605499,50.569359,39.299152,69.304146,60.061703,
5/29/2007,,70.393654,,24.055168,33.534103,49.448566,65.07,,61.241051,40.902485,121.034012,52.113274,39.276119,69.234924,60.054695,
5/30/2007,,70.478722,86.637337,24.285728,33.876629,49.551373,64.720001,,61.300999,41.102367,121.946579,53.445515,39.523682,69.286858,60.179867,
5/31/2007,,70.322739,86.637337,24.506681,33.972954,50.031124,65.540001,,61.278488,41.165478,121.851387,53.302338,40.237587,69.243599,60.068672,
6/1/2007,,70.250053,86.656258,24.689211,34.821205,50.305256,66.440002,,61.01453,41.533642,122.37516,53.277435,40.35849,69.208038,59.753086,
6/4/2007,,70.335571,86.675163,24.910164,34.666008,50.476593,66.540001,,61.112301,41.659885,122.470352,53.613594,40.640579,69.234062,60.025356,
6/5/2007,,70.136078,86.675163,24.814095,34.545589,50.40807,66.370003,,60.916714,41.431969,122.033882,52.68602,40.283634,69.173294,59.64838,
6/6/2007,,70.164558,86.713005,24.804489,33.67593,50.202454,66.410004,,60.946812,40.611458,120.724564,52.356056,39.494892,69.260101,59.620426,
6/7/2007,,69.680298,86.694084,24.929377,33.156811,49.996853,65.260002,,60.337528,39.671738,118.510483,50.737438,38.56221,69.18203,58.55233,
6/8/2007,,69.594788,86.713005,24.487469,33.742832,50.236725,64.220001,,60.450397,40.236271,120.042023,51.571651,38.602516,69.208038,58.503441,
6/11/2007,,69.644608,86.750847,24.958197,34.031822,50.168198,64.699997,,60.292377,40.253803,120.240486,50.812141,38.458584,69.216743,58.335896,
6/12/2007,,69.231552,86.675163,24.890949,33.440456,49.517101,64.099998,,59.863689,39.591087,118.891449,49.741383,37.779224,69.15596,57.491112,
6/13/2007,,69.338364,86.750847,25.20797,34.109417,49.654171,64.529999,,60.059261,40.274853,120.732468,50.812141,38.228302,69.173294,58.175285,
6/14/2007,,69.473732,86.788666,25.448137,34.644596,49.722713,64.599998,,60.074333,40.65704,121.462524,50.289215,38.280102,69.173294,58.028717,
6/15/2007,,69.722984,86.864326,25.601845,35.433979,50.168198,64.849998,,60.337528,41.165478,122.105316,51.048706,38.590668,69.268745,58.426647,
6/18/2007,,69.772812,86.88324,25.601845,35.466095,50.065392,64.949997,,60.307468,41.253139,122.041855,50.289215,38.462967,69.268745,58.307976,
6/19/2007,,69.993652,86.88324,25.35207,35.506229,50.031124,65.480003,,60.600792,41.312752,122.248199,50.339012,38.747391,69.390312,58.852489,
6/20/2007,,69.779961,86.902161,25.38089,35.203854,49.688442,64.709999,,60.405239,40.776264,120.502289,49.442551,38.312031,69.320862,58.377766,
6/21/2007,,69.694481,86.902161,25.26561,35.642693,49.928322,64.559998,,60.329998,41.025219,121.224464,49.24332,38.457161,69.34687,58.098499,
6/22/2007,,69.858299,86.977814,25.20797,35.171741,49.448566,64.779999,,60.51054,40.628998,119.96273,49.056576,38.079834,69.442368,58.475498,
6/25/2007,,69.922424,86.94001,25.111902,34.904163,49.174423,64.43,,60.706093,40.516788,119.653206,47.942211,37.267159,69.503159,58.796665,
6/26/2007,,69.836922,86.958916,24.823702,34.599102,49.242958,63.619999,,60.721146,40.306404,118.423218,47.873745,37.354225,69.45977,58.810604,
6/27/2007,,69.972267,86.94001,24.785275,35.091469,49.345768,63.669998,,60.713642,40.674583,120.129341,48.913372,37.470329,69.451103,58.866444,
6/28/2007,,69.922424,86.977814,24.708422,35.099487,49.242958,64.260002,,60.676033,40.758732,120.065849,48.722313,37.807007,69.433678,58.852489,
6/29/2007,,70.057747,87.015663,24.689211,35.222591,49.722713,64.269997,,60.99194,41.000675,119.967834,48.659454,37.719948,69.572571,59.459858,
7/2/2007,,70.244446,87.040359,24.842916,35.93705,50.613674,65.019997,,61.084827,41.477554,121.17939,49.885078,38.137894,69.617874,59.772434,
7/3/2007,,70.165749,87.040359,24.871735,36.223366,50.510872,64.739998,,60.903614,41.730019,121.665604,49.652515,38.1553,69.591713,59.408012,
7/5/2007,,69.872505,87.040359,25.102297,36.383919,50.373802,64.419998,,60.563805,41.58625,121.554001,50.450733,37.905697,69.495895,58.742252,
7/6/2007,,69.750885,87.078384,25.313644,37.007397,50.133919,64.959999,,60.420319,41.901825,122.151787,50.343895,38.375885,69.487198,58.503975,
7/9/2007,,69.872505,87.097366,25.256004,37.365963,50.133919,65.379997,,60.639313,42.045586,122.111931,50.53244,38.045017,69.539474,58.714203,
7/10/2007,,70.172928,87.116379,25.438532,36.630096,50.236725,65.610001,,61.054569,41.428459,120.398201,48.992577,37.580616,69.670158,59.709366,
7/11/2007,,70.015526,87.116379,25.496172,36.932484,50.065392,65.440002,,60.843185,41.971954,121.354759,48.992577,37.74897,69.635284,59.092617,
7/12/2007,,69.944008,87.135376,25.563419,37.743259,50.40807,66.019997,,60.669518,42.673244,123.419128,49.608509,38.062431,69.591713,58.8894,
7/13/2007,,70.029884,87.154366,25.601845,38.21154,50.647938,66.029999,,60.80542,42.56805,123.626343,50.079914,38.341057,69.626579,59.050579,
7/16/2007,,70.172928,87.173347,25.150331,37.83691,50.545139,65.82,,61.047031,42.469872,123.586533,49.803352,38.184315,69.696251,59.618256,
7/17/2007,,70.044167,87.211372,24.996624,37.807491,50.270992,65.75,,60.918659,42.413769,123.490929,49.482822,37.847652,69.652733,59.492111,
7/18/2007,,70.223022,87.192345,25.284822,37.344563,50.031124,66.620003,,61.13768,42.105202,123.323479,49.21257,37.789604,69.757256,59.716385,
7/19/2007,,70.223022,87.211372,25.371284,37.716507,50.270992,67.010002,,61.130093,42.291039,123.722054,49.375961,37.847652,69.74855,59.702374,
7/20/2007,,70.387512,87.249367,25.361677,37.456947,50.065392,67.580002,,61.432144,41.901825,122.590179,48.584053,37.876663,69.861794,60.241993,
7/23/2007,,70.344574,87.249367,25.246399,38.540672,50.373802,67.470001,,61.409512,42.035076,123.028557,47.735558,37.586426,69.809555,60.14386,
7/24/2007,,70.487686,87.249367,25.054264,37.22147,50.202454,67.470001,,61.575577,41.140938,120.796753,46.509953,36.831795,69.879242,60.368111,
7/25/2007,,70.44474,87.268372,25.275215,37.435539,50.236725,66.900002,,61.658627,41.06028,121.019989,46.572792,36.947903,69.931496,60.48727,
7/26/2007,,70.695114,87.287369,25.006231,35.527634,49.345768,65.650002,,62.149464,39.503437,118.309906,45.504341,35.409615,70.097015,60.991829,
7/27/2007,,70.623543,87.325378,25.246399,35.067383,48.866016,65.410004,,62.270233,38.903839,115.918678,44.247307,34.747849,70.175423,61.167065,
7/30/2007,,70.587807,87.249367,24.958197,36.215351,49.688442,65.769997,,62.111675,39.713821,117.696159,44.844395,35.032299,70.088326,60.991829,
7/31/2007,,70.809547,87.363365,25.159937,35.47411,49.448566,65.790001,,62.36842,39.94173,116.141838,44.247307,35.461853,70.201553,61.433376,
8/1/2007,,70.645042,87.334732,25.12151,35.334972,49.071617,65.93,,62.195595,39.920696,116.779488,44.938679,35.119362,70.1334,61.300407,
8/2/2007,,70.609077,87.353836,25.159937,35.725658,48.831741,65.889999,,62.241032,40.06797,117.728012,45.59861,35.293507,70.168312,61.455208,
8/3/2007,,70.918045,87.315689,24.881342,34.184349,48.146385,66.690002,,62.642811,39.366673,114.699165,43.920475,34.765263,70.343193,61.863235,
8/6/2007,,70.80304,87.411064,24.535501,34.794449,48.866016,66.519997,,62.392673,39.822517,116.667938,45.064369,34.800098,70.25576,61.412945,
8/7/2007,,70.7528,87.430168,24.669994,35.054012,48.763203,66.480003,,62.385082,39.924198,117.871498,45.246643,35.351563,70.19455,61.363728,
8/8/2007,,70.666611,87.391968,24.631567,36.231392,49.174423,66.769997,,61.95303,40.758732,119.577263,46.887051,36.338379,70.142105,60.617992,
8/9/2007,,70.7528,87.468285,24.439436,34.732918,48.386261,65.459999,,62.301708,39.324604,116.014275,46.805347,35.647606,70.343193,60.702351,
8/10/2007,,70.515686,87.525497,24.525894,34.130829,47.700905,66.57,,62.210724,38.767082,115.472267,45.252934,35.380589,70.317017,60.561634,
8/13/2007,,70.645042,87.544586,24.352976,34.467983,47.76944,66.260002,,62.309261,38.760071,115.950516,45.064369,35.21804,70.378227,60.737553,
8/14/2007,,70.839005,87.525497,24.429827,33.576931,47.632366,66.290001,,62.536701,38.377865,114.300606,43.36739,34.463402,70.474396,60.899372,
8/15/2007,,70.932411,87.544586,24.612356,32.25771,46.844204,66.129997,,62.650387,37.438141,112.586853,42.896004,33.441772,70.570602,60.681274,
8/16/2007,,70.889282,87.659088,24.189661,31.70915,46.947014,64.68,,62.892948,37.329441,113.6231,44.002186,32.71035,70.710487,61.307411,
8/17/2007,,71.047379,87.716293,24.170446,32.71262,46.604336,65.010002,,62.938416,38.027229,115.575905,45.158665,33.418549,70.771706,61.061199,
8/20/2007,,70.982712,87.792618,24.237694,32.77951,46.090317,65.120003,,63.074917,37.974621,115.432495,45.912861,33.435963,70.859161,61.096397,
8/21/2007,,71.313225,87.773544,24.199268,32.659092,46.672859,65.07,,63.347816,37.869434,115.544044,46.604233,33.807461,70.955345,61.39185,
8/22/2007,,71.255699,87.773544,24.256907,34.063938,47.289692,65.400002,,63.143116,38.805649,117.090393,46.981342,34.881359,70.859161,61.293369,
8/23/2007,,71.341927,87.716293,24.333759,34.237865,47.632366,65.309998,,63.16584,38.774094,116.930969,46.648235,35.20644,70.815445,61.504398,
8/24/2007,,71.162292,87.697205,24.62196,35.054012,47.87225,66.110001,,63.188572,39.60862,118.405563,46.352829,35.873997,70.68428,61.806976,
8/27/2007,,71.377838,87.582756,24.650782,35.214565,47.495293,65.980003,,63.362942,39.254471,117.209961,45.724312,35.612774,70.780457,62.130577,
8/28/2007,,71.665192,87.678131,24.391401,33.782967,47.049812,65.589996,,63.688885,38.307739,114.762932,44.278725,34.823318,70.964134,62.236164,
