Date,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,AMD,ANET,ANSS,APH,AVGO,BR,CDNS,CRM,CSCO,CTSH,CTXS,DXC,FFIV,FIS,FISV,FLIR,FLT,FTNT,GLW,GPN,HPE,HPQ,IBM,INTC,INTU,IPGP,IT,JKHY,JNPR,KEYS,KLAC,LRCX,MA,MCHP,MSFT,MSI,MU,MXIM,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,SNPS,STX,SWKS,SYMC,TEL,TSS,TXN,V,VRSN,WDC,WU,XLNX,XRX,XLK
1/22/1998,0.6022,,4.7454,8.9296,15.7959,,8.9274,,5.832,9.19,,2.0313,3.3489,,,25.31,,7.6096,,7.4242,,,,3.8615,2.182,,,9.1266,,,10.7366,33.673,12.4264,5.9885,,34.8438,6.0405,,,10.3173,7.0213,,4.2019,11.2494,89.1598,16.345,11.523,3.2442,,2.9313,8.5999,,2.3736,,,17.375,,6.001,2.0189,,10.4621,8.6174,,,15.4243,,6.36,69.7001,
1/23/1998,0.61,,4.7146,9.2998,15.682,,9.1798,,5.9035,9.065,,2.047,3.331,,,25,,7.6017,,7.021,,,,3.88,2.1261,,,9.048,,,10.6502,33.612,12.5385,5.7781,,34.9571,6.0405,,,10.7456,7.1348,,4.191,11.2186,87.0948,16.03,11.4674,3.2309,,2.8578,8.1774,,2.4381,,,17.065,,6.0197,2.0689,,10.4885,8.9179,,,15.1107,,6.4958,74.1644,
1/26/1998,0.6081,,4.6074,8.9089,15.682,,9.0774,,5.8436,9.47,,2.0158,3.2987,,,24.81,,7.4621,,6.7792,,,,3.7822,2.1261,,,8.9998,,,10.6277,33.2495,12.6197,5.6522,,34.4847,6.0288,,,10.2802,6.6377,,4.1746,11.5026,89.3648,15.565,10.5964,3.2032,,2.7843,8.0286,,2.3235,,,17,,6.0197,1.9681,,10.1581,8.9861,,,14.5495,,6.4505,72.7729,
1/27/1998,0.5981,,4.6074,9.0611,15.7001,,8.9869,,5.9518,9.375,,2.1408,3.2698,,,25,,7.8073,,6.9876,,,,3.8333,2.0835,,,9.0961,,,10.9526,32.7005,12.8633,5.7198,,34.3714,6.459,,,10.4601,6.8863,,4.1563,11.7817,89.6643,16.19,10.7509,3.1821,,2.7931,7.9661,,2.3512,,,16.625,,6.0197,2.002,,10.3255,9.493,,,13.8728,,6.5628,76.6382,
1/28/1998,0.6003,,4.6764,9.5351,15.6173,,8.7632,,6.3266,9.595,,2.1563,3.1976,,,28.56,,8.1539,,7.2419,,,,3.917,2.0701,,,8.1911,,,10.9526,32.8699,13.1427,6.1236,,34.3714,6.4216,,,10.817,7.098,,4.1691,12.0909,94.3934,17.315,11.3902,3.2198,,3.115,8.2619,,2.4157,,,16.72,,6.1751,2.1242,,10.7925,10.1953,,,14.9622,,6.9701,77.9137,
1/29/1998,0.5787,,4.6382,9.8811,15.5215,,8.8536,,6.1334,9.875,,2.2188,3.1757,,,27.63,,8.4003,,7.0856,,,,3.8889,2.0421,,,8.6043,,,10.4549,33.2732,13.3247,5.8549,,35.1933,6.679,,,10.3887,6.9047,,4.2365,12.03,94.488,16.905,11.2728,3.425,,3.2841,8.1706,,2.4099,,,17.015,,6.1378,2.1304,,10.7396,9.8395,,,14.8549,,6.7547,78.3969,
1/30/1998,0.5728,,4.7454,10.2063,15.4878,,9.1964,,6.3382,10.095,,2.125,3.0966,,,28,,8.3093,,7.1637,,,,3.843,1.9862,,,8.6677,,,10.3909,33.4629,13.1622,5.7397,,35.25,6.7536,,,10.7085,6.9998,,4.2074,12.1063,93.889,17.28,10.6953,3.3418,,3.4179,8.0961,,2.3235,,,15.47,,6.0197,2.1081,,10.766,10.0699,,5.4287,15.5811,,6.8687,77.6721,
2/2/1998,0.5534,,4.7306,9.7946,15.9254,,9.3298,,6.7013,10.03,,2.1408,3.1255,,,28.63,,8.4253,,7.2815,,,,3.903,1.8888,,,8.8578,,,10.6709,34.0763,13.497,6.0085,,35.25,6.8027,,,11.4053,7.2699,,4.6811,12.568,97.9403,17.625,11.5816,3.5082,,3.6207,8.1706,,2.5192,,,16.5,,5.886,2.1527,,11.1228,10.2303,,6.5996,15.2675,,7.2417,81.4118,
2/3/1998,0.5728,,4.722,10.2063,16.1041,,9.4488,,6.738,10,,2.1563,3.2767,,,29.69,,8.3014,,7.5805,,,,3.9259,1.8888,,,8.873,,,10.4117,33.673,14.0251,6.1712,,35.1933,6.8145,,,11.4395,7.6136,,4.8743,12.6492,101.8812,18.905,11.7175,3.5493,,3.6296,8.3619,,2.508,,,16.75,,5.827,2.1411,,11.2594,10.6451,,7.0253,15.0612,,7.3775,82.0205,
2/4/1998,0.5709,,4.8379,10.3377,16.0057,,9.5964,,7.1244,10,,2.3125,3.4101,,,29.63,,8.507,,7.6128,,,,3.917,1.9448,,,8.8578,,,10.4549,33.3138,14.2282,6.4691,,34.9004,7.0483,,,12.2962,7.9419,,4.9435,12.7247,102.0704,19,11.8905,3.6324,,3.5928,8.2976,,2.5554,,,17.25,,5.9047,2.175,,11.3695,10.4718,,6.7337,15.4243,,7.2869,82.6197,
2/5/1998,0.5728,,4.8613,10.099,15.8762,,9.4036,,6.8945,9.53,,2.25,3.3812,,,31.56,,8.4833,,7.519,,,,3.9356,2.1686,,,8.9212,,,10.6605,33.7374,14.0559,6.6411,,33.9557,6.9245,,,11.6737,7.635,,4.703,12.6135,101.2822,17.44,11.6403,3.577,,3.5105,8.1079,,2.5192,,,16.905,,5.768,2.175,,11.81,10.046,,6.5059,15.0612,,6.9936,83.3444,
2/6/1998,0.5787,,4.9303,10.099,15.7959,,10.163,,6.9544,9.25,,2.3283,3.3812,,,29.88,,8.6888,,7.4899,,,,3.9304,2.0634,,,9.1266,,,10.7366,33.2766,14.2266,6.6027,,34.9571,6.8027,,,11.9393,7.7885,,4.6301,12.8318,100.0999,18.03,11.7361,3.6746,,3.9691,8.3196,,2.1385,,,17,,5.5349,2.208,,11.5898,9.9317,,5.9353,15.2675,,7.3322,84.0691,
2/9/1998,0.6003,,5.008,9.8188,15.7312,,10.163,,6.7129,9.565,,2.2813,3.4101,,,30.06,,8.4332,,7.4148,,,,3.9356,2.0835,,,9.2051,,,10.5949,33.2766,13.9438,6.5459,,33.6533,6.7772,,,11.5652,7.7486,,4.5663,12.7555,99.4063,17.94,11.6218,3.6746,,4.0706,8.1706,,2.1358,,,17.03,,5.5939,2.2196,,11.8937,9.8856,,5.748,14.8549,,7.0606,82.8612,
2/10/1998,0.6081,,4.9685,10.0125,15.6509,,10.4296,,6.9544,9.69,,2.25,3.439,,,31.69,,8.532,,7.3982,,,,4,2.0981,,,9.3953,,,10.9526,34.2511,14.0153,6.6503,,35.0705,7.0719,,,11.7965,8.0371,,4.6246,12.9227,102.3699,18.5,11.6403,3.7988,,4.0059,8.3196,,2.0771,,,17.065,,5.5162,2.2027,,11.8673,10.2764,,5.9609,15.5234,,7.3666,82.0785,
2/11/1998,0.5944,,4.9772,9.753,15.7312,,10.6534,,6.9428,9.565,,2.25,3.4609,,,32.69,,8.5492,,7.4763,,,,4.0556,2.0981,,,9.6032,,,10.8005,34.8691,13.822,7.3705,,38.1505,6.9245,,,12.4932,8.0739,,4.6119,12.8975,97.1521,18.69,12.258,3.4106,,3.9603,8.2976,,2.1161,,,17.25,,5.4385,2.1411,,11.8937,10.3925,,6.3334,15.6802,,7.2417,81.5954,
2/12/1998,0.606,,5.0844,9.9675,15.7157,,10.8034,,7.136,9.5,,2.2345,3.4823,,,33,,8.5979,,7.17,,,,4.0785,2.0768,,,9.5702,,,10.7798,34.9302,13.8122,7.3705,,37.2057,6.7772,,,12.8159,8.7275,,4.5554,12.8821,97.2466,17.845,12.3723,3.272,,3.9515,8.3399,,2.1331,,,17.155,,5.2427,2.1581,,11.81,10.3796,,6.6272,15.837,,7.0842,81.6533,
2/13/1998,0.61,,5.3543,9.7323,15.6354,,10.5653,,7.2442,9.565,,2.172,3.54,,,33,,8.5492,,7.17,,,,4.0282,2.1261,,,9.5398,,,10.6934,34.7604,13.6188,7.9662,,36.7333,7.1465,,,12.8502,8.881,,4.5335,12.7807,96.6476,17.53,12.1808,3.2864,,3.8956,8.1503,,2.0852,,,17.28,,5.2831,2.258,,11.8937,10.2875,,6.5996,16.2991,,7.1511,80.629,
2/17/1998,0.6138,,5.3383,9.5593,15.682,,10.3558,,7.0278,9.47,,2.1563,3.5152,,,31.69,,8.5571,,6.8313,,,,3.9815,2.1126,,,9.5702,,,10.6502,34.6348,13.7521,7.524,,36.6105,7.0355,,,12.4761,8.7275,,4.5445,12.5275,96.3639,16.845,11.6002,3.1677,,3.7677,8.3078,,2.0937,,,17.345,,5.1278,2.25,,11.6206,10.1621,,6.6528,16.0928,,7.0606,81.5374,
2/18/1998,0.6432,,5.3999,10.9432,15.8607,,10.5344,,7.1109,9.565,,2.0938,3.5331,,,32.44,,8.6309,,6.9293,,,,4.0785,2.182,,,9.5068,,,10.9094,34.8895,14.1274,7.3613,,36.0814,6.7659,,,12.1449,8.9945,,4.5554,12.5478,96.8526,17.5,12.1221,3.2376,,3.8133,8.3399,,2.1246,,,17.28,,5.0501,2.3365,,11.647,10.4146,,6.6932,16.2001,,7.2869,81.0542,
2/19/1998,0.6394,,5.4086,11.2027,15.5707,,10.4153,,7.2809,9.75,,2.0783,3.5008,,,33.31,,8.623,,6.7823,,,,4.0926,2.154,,,9.522,,,11.2221,34.8895,14.7157,7.6208,,37.2057,6.6911,,,12.5646,9.0344,,4.7157,12.568,96.1589,16.97,12.2395,3.0779,,3.7207,8.3399,,2.1161,,,17.315,,5.0501,2.3142,,11.3167,10.8533,,6.5463,15.837,,7.2308,83.1028,
2/20/1998,0.6257,,5.3925,11.0505,15.7157,,10.0582,,7.0278,9.875,,2.125,3.4898,,,33.38,,8.6717,,6.7667,,,,3.9444,2.1261,,,9.7299,,,11.2221,34.8453,14.9188,7.7743,,36.3743,6.3959,,,12.0649,8.7275,,4.6246,12.5883,94.8821,17,12.1036,3.0923,,3.6942,8.4466,,2.0883,,,17.5,,4.8574,2.258,,11.0127,10.8533,,6.7869,15.4243,,7.2525,83.8275,
2/23/1998,0.6648,,5.4036,11.2892,15.7959,,10.4296,,7.2075,10.375,,2.125,3.5799,,,33.25,,8.648,,6.6677,,,,4,2.154,,,9.6665,,,11.1254,34.9302,15.3055,8.0046,,36.3743,6.6675,,,12.6988,9.1295,,4.6702,13.2464,95.3708,16.875,12.3538,3.1233,,3.878,8.616,,2.3011,,,17.25,,4.8574,2.275,,11.3431,10.9326,,6.1738,15.3748,,7.401,84.0691,
2/24/1998,0.6666,,5.146,10.8567,15.5215,,10.3273,,6.9544,10.345,,2.1408,3.5585,,,32.63,,8.532,,6.4083,,,,3.9815,2.1753,,,9.9657,,,10.8109,34.8046,15.0114,7.6591,,35.6657,6.5927,,,12.1534,8.5557,,4.5554,13.3276,90.8466,16.19,11.8905,3.0368,,3.8501,8.4466,,2.2478,,,17.22,,5.0501,2.1973,,11.3431,10.5769,,5.8289,14.8549,,7.4788,84.5523,
2/25/1998,0.6979,,5.2693,11.3757,15.7649,,10.6843,,7.221,10.875,,2.125,3.5729,,,34,,8.7956,,6.8287,,,,4.1296,2.1395,,,10.2192,,,11.1686,35.7384,15.2747,7.1785,,35.6657,6.5927,,,13.1186,9.1111,,4.5554,13.7853,90.8466,17.375,12.3723,3.0291,,3.831,8.6464,,2.2787,,,18,,4.9351,2.275,,11.4797,11.2902,,6.1738,14.9622,,8.0799,85.8858,
2/26/1998,0.7352,,5.3691,11.6109,16.0057,,11.8747,,7.3176,12.565,,2.0625,3.5978,,,36,,8.7626,,6.6818,,,,4.1578,2.1954,,,10.3612,,,11.2325,35.8232,15.0001,7.3029,,36.3743,6.6911,,,13.7069,9.1694,,4.488,13.8761,90.2475,17.53,12.8572,3.0368,,3.7575,8.6583,,2.3091,,,17.905,,4.9537,2.2973,,11.5633,11.3363,,6.1333,15.218,,8.3732,84.7359,
2/27/1998,0.7389,,5.4468,11.1785,15.8115,,11.2795,,7.1109,11.75,,2.0625,3.6197,,,34.94,,8.6809,,6.5739,,,,4.0556,2.154,,,10.3459,,,11.5781,35.4633,14.5743,7.1401,,37.6781,6.7895,,,13.1814,8.6692,,4.4078,13.7544,87.6938,16.595,12.4711,3.272,,3.6207,8.743,,2.284,,,17.47,,5.0687,2.2473,,11.5633,10.6911,,6.095,15.0612,,7.9441,85.8858,
3/2/1998,0.7117,,5.3161,10.7702,16.0238,,11.4271,,6.8462,11.125,,2.0625,3.6197,,,34.94,,8.5979,,6.1441,,,,4.1578,2.154,,,10.1855,,,11.2757,34.6144,14.2396,7.1401,,37.2057,6.9135,,,12.2791,8.479,,4.4187,13.5207,88.1825,17.19,11.8534,3.5282,,3.5472,8.7955,,2.2195,,,17.315,,4.8947,2.2303,,11.4532,10.2303,,6.0546,14.8549,,7.5929,85.5766,
3/3/1998,0.7233,,5.3777,10.8117,16.0886,,11.4271,,6.8346,11.405,,2.0625,3.5978,,,34.63,,8.4991,,5.8612,,,,4.2593,2.1686,,,10.4248,,,11.1461,34.6755,13.8626,7.0541,,36.7333,6.8269,,,11.805,8.7091,,4.2074,13.7138,88.6712,16.815,11.4674,3.4528,,3.831,8.848,,2.207,,,16.94,,4.9133,2.208,,11.6206,9.7805,,6.0673,14.4918,,7.7504,86.4269,
3/4/1998,0.7646,,5.4086,11.2892,16.1533,,11.4271,,6.8578,10.25,,2.125,3.6162,,,34.81,,8.5979,,6.252,,,,4.3748,2.154,,,10.3765,,,10.8005,33.6161,14.0462,7.0833,,36.431,6.8151,,,12.082,8.7459,,4.2602,13.3584,87.6938,16.5,11.6589,3.5282,,3.831,8.8158,,2.2084,,,16.75,,5.0097,2.1973,,11.81,9.5852,,5.8736,14.3927,,8.442,89.1326,
3/5/1998,0.7527,,5.3851,10.8117,15.8607,,11.0557,,6.4116,10.5,,2.1095,3.6122,,,33.88,,8.1446,,6.1551,,,,4.3148,2.154,,,10.5369,,,10.7037,33.5958,12.2782,6.7179,,35.3161,6.7167,,,11.2082,8.2488,,4.2256,12.9933,88.0879,17.28,11.1184,3.1755,,3.7207,8.5736,,2.1331,,,15.875,,4.9537,2.1411,,11.8673,9.7695,,5.682,13.5179,,7.8989,88.9483,
3/6/1998,0.7646,,5.485,11.0712,16.3294,,11.0248,,6.4715,10.905,,2.2345,3.6953,,,33.94,,8.4833,,6.2332,,,,4.4956,2.1473,,,10.3917,,,10.6381,33.3173,12.6959,7.1647,,36.1381,6.5691,,,11.2625,8.1506,,4.1691,13.4298,83.5479,17.47,11.0813,3.2997,,3.9515,8.7734,,2.1707,,,16.5,,4.6616,2.2027,,12.3078,10.046,,6.0269,13.6665,,7.9658,87.8521,
3/9/1998,0.7117,,5.3777,10.8775,16.3294,,10.8772,,6.1759,10.28,,2.2813,3.6232,,,33,,8.0669,,6.3895,,,,4.2407,2.154,,,10.5038,,,10.4117,32.6382,12.197,6.8914,,36.3176,6.6911,,,11.0483,7.767,,3.9176,12.917,83.6425,16.94,10.791,3.12,,3.7575,8.8903,,2.1331,,,15.905,,4.3695,2.1081,,12.7219,9.7695,,6.4399,12.998,,7.649,89.7923,
3/10/1998,0.7527,,5.5158,10.9432,16.5728,,11.22,,6.4348,10.875,,2.2658,3.5585,,,33.69,,8.088,,6.3504,,,,4.2504,2.2939,,,10.4885,,,10.6277,33.1068,12.2685,7.1217,,37.5553,6.7167,,,11.2082,8.2089,,4.0324,13.227,83.4534,17,11.313,3.3208,,3.9691,9.4728,,2.1443,,,16.19,,4.5249,2.1857,,13.7659,9.7695,,7.0381,13.5179,,8.0455,90.8885,
3/11/1998,0.8171,,5.5195,11.4622,16.672,,10.9819,,6.4,10.69,,2.3125,3.5296,,,34.25,,8.2527,,6.9944,,,,4.2963,2.2514,,,10.5191,,,10.4773,33.6569,12.3302,7.3136,,37.8482,6.6675,,,11.0112,8.1721,,4.2019,13.0955,85.3135,17,11.8133,3.3762,,4.1073,9.1866,,2.2115,,,15.815,,4.4285,2.2973,,13.6558,9.9888,,7.6385,14.4422,,8.0962,91.9168,
3/12/1998,0.8446,,5.4702,11.7216,16.428,,10.951,,6.3633,11.09,,2.3438,3.4967,,,33.94,,8.4253,,7.2679,,,,4.3519,2.238,,,10.5827,,,10.6934,34.0406,12.4115,7.2461,,37.3758,6.8387,,,11.1368,8.2089,,4.3167,13.287,87.0987,17.155,12.2395,3.425,,4.0706,9.1765,,2.1945,,,15.065,,4.3695,2.3196,,13.4091,10.0239,,8.1962,14.2854,,8.1469,92.1593,
3/13/1998,0.8484,,5.4086,11.6767,17.3544,,10.9819,,6.5449,10.97,,2.61,3.443,,,33.5,,8.507,,7.2288,,,,4.3519,2.2514,,,10.6642,,,10.6709,33.8267,12.4521,7.3904,,36.9601,6.8387,,,10.9227,8.3439,,4.2711,13.3682,88.8682,16.5,11.7175,3.5637,,4.2911,9.1714,,2.1524,,,16,,4.643,2.3758,,13.4619,9.9888,,8.0642,14.1864,,8.2718,91.6742,
3/16/1998,0.8349,,5.4776,11.5694,17.4504,,11.0843,,6.7245,11.5,,2.5625,3.5729,,,33.69,,8.4833,,7.2492,,,,4.3244,2.238,,,10.5827,,,10.7469,34.3801,12.6244,7.1877,,38.5568,6.8879,,,10.9941,8.3255,,4.2711,13.3081,89.358,16.875,12.1036,3.6324,,4.3558,9.3136,,2.1891,,,16.25,,4.6802,2.3758,,13.6558,9.9778,,9.5268,14.0791,,8.2374,92.1593,
3/17/1998,0.824,,5.3777,11.7216,17.1261,,11.2938,,6.4348,11.03,,2.5325,3.5729,,,33.88,,8.507,,7.146,,,,4.2963,2.2939,,,10.6311,,,10.6173,34.2511,12.4716,6.9298,,37.4325,6.8879,,,10.3344,8.3255,,4.1691,13.0436,86.5932,16,11.909,3.577,,4.2264,9.0816,,2.1497,,,15.75,,5.2831,2.4204,,13.9861,10.2082,,9.4395,13.8728,,8.0672,92.5861,
3/18/1998,0.8428,,5.2545,11.8289,17.466,,11.339,,6.4,11.155,,2.5325,3.5689,,,35.19,,8.3752,,7.468,,,,4.3563,2.2659,,,10.6464,,,10.823,34.4854,12.5122,7.3136,,37.7915,7.1831,,,10.263,8.3439,,4.1454,13.2675,86.1982,15.845,11.7361,3.5249,,4.319,9.3356,,2.1748,,,15.345,,4.9724,2.5149,,13.6064,10.2543,,9.167,13.6665,,7.9097,94.6427,
3/19/1998,0.8368,,5.416,11.5694,18.0343,,11.4414,,6.5449,11.97,,2.5,3.4245,,,35.38,,8.4741,,7.7368,,,,4.3889,2.2659,,,10.6947,,,10.8541,34.9302,12.5626,7.2169,,38.0277,7.0355,,,10.8513,8.7858,,4.078,13.3081,86.7038,16,11.7361,3.5082,,4.2999,9.378,,2.1748,,,15.03,,5.1278,2.465,,13.5756,10.2764,,9.1819,14.1864,,7.3431,93.9152,
3/20/1998,0.8249,,5.3309,11.3515,17.985,,11.2343,,6.4232,11.19,,2.5,3.3997,,,34.44,,8.3845,,7.5117,,,,4.2504,2.238,,,10.8221,,,10.8541,34.6552,12.3091,6.9774,,36.2609,6.8387,,,10.7456,8.2672,,4.0087,13.2773,85.6137,15.25,11.1184,3.4173,,4.2543,9.1765,,2.1385,,,15,,4.817,2.423,,13.5756,9.8967,,8.7689,13.7738,,7.2199,94.4681,
3/23/1998,0.8171,,5.3161,11.3515,18.2444,,11.1605,,6.4831,11.405,,2.375,3.3853,,,34,,8.532,,7.6587,,,,4.3519,2.2245,,,10.8221,,,10.9301,34.4209,12.197,7.1693,,36.2609,6.8879,,,10.6914,8.304,,4.0889,13.6116,85.1239,15.03,11.4272,3.6291,,4.419,9.2933,,2.1497,,,14.75,,4.7393,2.5149,,13.4126,9.8617,,9.1819,13.617,,7.1294,93.498,
3/24/1998,0.8759,,5.4307,11.5902,18.1796,,11.22,,6.5932,11.53,,2.5475,3.3888,,,34,,8.9352,,8.0353,,,,4.38,2.2312,,,10.9494,,,10.9733,35.1441,12.0962,7.1923,,37.2057,6.9135,,,10.5657,8.2488,,4.1108,13.7853,87.3831,14.345,10.8497,3.7855,,4.4557,9.5253,,2.1331,,,15.28,,4.7206,2.5096,,13.5227,9.8266,,9.4736,14.0791,,7.0606,93.7406,
3/25/1998,0.8497,,5.4776,11.9361,17.985,,10.9819,,6.8095,11.47,,2.5325,3.4211,,,34.56,,9.1658,,8.1182,,,,4.4356,2.21,,,11.0283,,,11.1893,35.993,12.3595,7.524,,35.9019,6.9863,,,10.9769,8.3808,,4.0998,14.4133,89.2632,14.72,11.0597,3.7711,,4.5116,9.759,,2.1667,,,16.19,,4.8574,2.5872,,13.4654,10.2414,,9.1542,14.1369,,7.1855,97.9799,
3/26/1998,0.8309,,5.9164,11.8081,18.1147,,11.1438,,7.0027,11.47,,2.4845,3.3922,,,34.63,,9.1421,,8.2651,,,,4.4859,2.238,,,11.1251,,,11.039,35.6738,12.7056,7.6008,,34.9571,6.8879,,,11.0312,8.4391,,4.0434,14.3224,89.6581,14.565,11.35,3.7711,,4.6307,9.7692,,2.203,,,16.5,,4.817,2.5203,,13.4654,10.2875,,8.9413,14.7559,,7.2417,97.4948,
