,cashModel,noCashModel,portfolio,bmSPY,EW
2012-05-31,-0.04057623216726998,-0.05024143294908532,,-0.05835532693012646,-0.04750231443984197
2012-06-29,0.006357112719230254,0.029547011628084995,0.006357112719230254,0.017337155843266228,0.03468414409268338
2012-07-31,0.01990605740780868,0.02439501356672893,0.02439501356672893,0.030737292619722467,0.012193423576384236
2012-08-31,0.005803165873498315,-0.005038794909873031,-0.005038794909873031,0.014909914497491794,0.016768070460733718
2012-09-28,0.012046932419811012,0.005384544762739553,0.005384544762739553,0.022831195258289805,0.014360108969209784
2012-10-31,-0.004364476674765858,0.0016580691313790366,0.0016580691313790366,-0.001969252227948748,-0.00600546146193955
2012-11-30,0.012080065742881698,0.014020266070396371,0.014020266070396371,0.010194000607321565,0.011178309839710174
2012-12-31,0.02440720430787121,0.028842582717545636,0.028842582717545636,0.0192050361249656,0.017938901972037874
2013-01-31,0.02482367175249638,0.03129842156641812,0.03129842156641812,0.025508602309633144,0.0200022218567088
2013-02-28,-0.007769890503236697,0.0011921226173924385,0.0011921226173924385,-0.003463646094042483,-0.003368166938634329
2013-03-29,0.034894123313482545,0.0422730268942134,0.0422730268942134,0.01612465109408889,0.017688448856017266
2013-04-30,0.034797465722119766,0.03575895082510993,0.03575895082510993,0.02403227682803077,0.0216268579854204
2013-05-31,-0.032656529948887174,-0.028133880110196414,-0.028133880110196414,-0.017677584021988157,-0.03015747305606249
2013-06-28,-0.020456138925014626,0.004689030069553244,0.004689030069553244,-0.020873418530865,-0.02481519782039533
2013-07-31,0.034386026458913165,0.03789567307648956,0.03789567307648956,0.032608588988579656,0.028496238040636793
2013-08-30,-0.031455804226679485,-0.03183520368497432,-0.03183520368497432,-0.02167191788573564,-0.017379371495758408
2013-09-30,0.0626997936276853,0.06322802728018889,0.06322802728018889,0.04279472956214359,0.03641218391560338
2013-10-31,0.037124774540691616,0.033649407164185983,0.033649407164185983,0.028319227475873895,0.022862139585134892
2013-11-29,0.004987659962841885,0.01537188236678785,0.01537188236678785,0.005922621770075409,-0.0036395089296895264
2013-12-31,0.013057700089242076,0.014256826750705297,0.014256826750705297,0.012179359490643415,0.002864637976861095
2014-01-31,-0.034909195565052696,-0.04320784977006385,-0.04320784977006385,-0.029377147976166862,-0.017803772762079444
2014-02-28,0.04396042112311642,0.04496509383664457,0.04496509383664457,0.038740924939166366,0.03652087607423987
2014-03-31,0.006700587573892591,0.006750069484008158,0.006750069484008158,0.0018695832216264476,0.0018400300372862922
2014-04-30,-0.007153169906064999,-0.0035739053861319117,-0.0035739053861319117,0.0090485272622447,0.009361748752362413
2014-05-30,0.020834018632347642,0.01096435323587234,0.01096435323587234,0.020249042801089082,0.013984833710550912
2014-06-30,0.023724620492898654,0.0173009768311686,0.0173009768311686,0.016258462874419122,0.019961113426327698
2014-07-31,-0.013103297855176634,-0.01724903230719025,-0.01724903230719025,-0.01295422370125532,-0.017176180349029034
2014-08-29,0.01739221339258642,0.015850012284102134,0.015850012284102134,0.019971510122609448,0.01912416256551775
2014-09-30,-0.04143533618749872,-0.046869089078503456,-0.046869089078503456,-0.030976282889232376,-0.03768876522838379
2014-10-31,0.008810681261247927,0.02337967774445256,0.02337967774445256,0.017681301830328344,0.016725464739062564
2014-11-28,0.0028742680962433416,0.001341362609724965,0.001341362609724965,0.00854438048408146,-0.0005437318269688948
2014-12-31,-0.004500670551678829,0.00420729399019921,0.00420729399019921,-0.014927605451929725,-0.013543640831214893
2015-01-30,0.026702228564100858,0.03210556584371087,0.03210556584371087,0.002881979171115434,0.014220799895769425
2015-02-27,-0.018642292262861338,-0.016910608045947267,-0.018642292262861338,0.028735796348244188,0.02052460381459888
2015-03-31,-0.00013325999184016788,0.0005071219165043777,0.0005071219165043777,-0.004411535410765778,-0.006962383387258028
2015-04-30,0.007768563757503013,0.0016731571471897393,0.0016731571471897393,0.005345824227119156,0.012630295244108504
2015-05-29,-0.002564454802602463,-0.0007560095140476287,-0.0007560095140476287,0.002518819841609954,-0.005361082670230763
2015-06-30,-0.021111313621690855,-0.01786004746477763,-0.01786004746477763,-0.024572198171932902,-0.019054563853370857
2015-07-31,0.0037871622284268774,0.003348720881106193,0.0037871622284268774,0.012694968377068738,-0.005206715858077318
2015-08-31,-0.06364633934970633,-0.06126436152074076,-0.06126436152074076,-0.049287735063818006,-0.038758165298854674
2015-09-30,-0.007557904108635285,0.010170307799612257,-0.007557904108635285,-0.021926783559158225,-0.016747795007766006
2015-10-30,-0.003951274137303912,-0.004333189323744349,-0.003951274137303912,0.04679805037825169,0.04192937846418166
2015-11-30,-0.004899658516093281,-0.004459882277413014,-0.004899658516093281,0.0008823344440411773,-0.013184851184719341
2015-12-31,-0.015070915400944525,-0.015058157532873994,-0.015070915400944525,-0.032536317637266284,-0.019285437074918955
2016-01-29,-0.012778954040057286,0.005021288398028961,-0.012778954040057286,-0.027076323061655198,-0.020920326063051
2016-02-29,0.00779773838722064,0.015232830163376896,0.00779773838722064,-0.006253932682145803,0.004861579046397585
2016-03-31,0.001301521954167548,0.011011598576600765,0.001301521954167548,0.04222140788516216,0.05325764481168144
2016-04-29,0.0105942534779466,0.013322427254411028,0.013322427254411028,0.003030403932213765,0.01592388121917801
2016-05-31,-0.0023839220259660337,-0.0014916161074891186,-0.0023839220259660337,0.0012083782677332346,-0.00026782343159090916
2016-06-30,0.044254346001227934,0.0442641162776468,0.0442641162776468,0.014314516841144263,0.02195224077521326
2016-07-29,0.01511379948112829,0.014761522198738069,0.014761522198738069,0.023374260822306203,0.02260337416688461
2016-08-31,-0.010396148803152459,-0.008342813132891497,-0.008342813132891497,-0.007613542991596889,-0.0034259822810261825
2016-09-30,0.0022704166603112427,0.002098683308858907,0.002098683308858907,0.004724854460600668,0.006729032159359792
2016-10-31,-0.0283776454600438,-0.02611744717355679,-0.02611744717355679,-0.025022254636826058,-0.02379444039230836
2016-11-30,-0.026818150286127586,-0.02123538314179251,-0.026818150286127586,-0.004226957186500457,-0.009431847266106548
2016-12-30,0.020223504854095176,0.016849518576913074,0.016849518576913074,0.012033957174848895,0.015265496236693413
2017-01-31,0.013951592352169893,0.010047738270089635,0.010047738270089635,0.018776641105223923,0.01803168143277076
2017-02-28,0.01496173187909952,0.014242623080220278,0.014242623080220278,0.02051123533196697,0.017021115848287388
