,Average,bmSPY,EW
2012-03-30,-0.00083,,
2012-04-30,-0.00083,,0.0007114393656377861
2012-05-31,-0.00083,-0.05835532693012646,-0.05093594389096897
2012-06-29,-0.00083,0.017337155843266228,0.037230951681310256
2012-07-31,-0.00083,0.030737292619722467,0.01290684719770907
2012-08-31,-0.00083,0.014909914497491794,0.01796071589405479
2012-09-28,-0.00083,0.022831195258289805,0.015374027076419336
2012-10-31,-0.00083,-0.001969252227948748,-0.006385394051385258
2012-11-30,-0.00083,0.010194000607321563,0.011907719915304104
2012-12-31,-0.00083,0.019205036124965602,0.019118246032394485
2013-01-31,-0.00083,0.025508602309633144,0.02132782072324234
2013-02-28,-0.00083,-0.003463646094042483,-0.003633001902438752
2013-03-29,-0.00083,0.016124651094088893,0.018845560698705584
2013-04-30,0.03575895082510993,0.024032276828030774,0.023022896894395295
2013-05-31,-0.028133880110196418,-0.017677584021988157,-0.03207885958968941
2013-06-28,0.004689030069553244,-0.020873418530864996,-0.026403925422896764
2013-07-31,0.03789567307648956,0.032608588988579656,0.030287581784827586
2013-08-30,-0.03183520368497432,-0.021671917885735636,-0.01847321388964164
2013-09-30,0.06322802728018889,0.042794729562143585,0.03869094220009648
2013-10-31,0.033649407164185983,0.028319227475873898,0.02434053023917171
2013-11-29,0.01537188236678785,0.005922621770075409,-0.003944491594405627
2013-12-31,0.014256826750705297,0.012179359490643415,0.0031738639010377174
2014-01-31,-0.043207849770063846,-0.029377147976166862,-0.01912498890828736
2014-02-28,0.04496509383664457,0.038740924939166366,0.0389295845431232
2014-03-31,0.006750069484008158,0.0018695832216264474,0.0020352384278582436
2014-04-30,-0.0035739053861319117,0.009048527262244699,0.009914019633563287
2014-05-30,0.010964353235872339,0.02024904280108908,0.014798006491618783
2014-06-30,0.017300976831168595,0.016258462874419122,0.02134465260412147
2014-07-31,-0.01724903230719025,-0.012954223701255319,-0.01827000581649468
2014-08-29,0.015850012284102134,0.019971510122609448,0.020275152680510018
2014-09-30,-0.046869089078503456,-0.030976282889232376,-0.040152458202104155
2014-10-31,0.02337967774445256,0.017681301830328344,0.017666869990341498
2014-11-28,0.001341362609724965,0.00854438048408146,-0.0006500391755061748
2014-12-31,0.00420729399019921,-0.014927605451929726,-0.014251478952324155
2015-01-30,0.03210556584371087,0.002881979171115434,0.014750493501154826
2015-02-27,-0.01691060804594727,0.02873579634824419,0.022086747486540232
2015-03-31,0.0005071219165043777,-0.004411535410765777,-0.007592699112898423
2015-04-30,0.0016731571471897393,0.005345824227119156,0.013451103148995513
2015-05-29,-0.0007560095140476287,0.002518819841609954,-0.0057459991834907095
2015-06-30,-0.01786004746477763,-0.024572198171932902,-0.020346076533388165
2015-07-31,0.0033487208811061927,0.012694968377068738,-0.0055836850788062295
2015-08-31,-0.06126436152074076,-0.049287735063818006,-0.04130902434846137
2015-09-30,0.010170307799612255,-0.021926783559158225,-0.018061008512523145
2015-10-30,-0.0043331893237443485,0.04679805037825169,0.04481882612338413
2015-11-30,-0.004459882277413013,0.0008823344440411773,-0.013891638474840696
2015-12-31,-0.015058157532873994,-0.03253631763726628,-0.02047175575757141
2016-01-29,0.005021288398028961,-0.027076323061655194,-0.022749634940594683
2016-02-29,0.015232830163376895,-0.006253932682145802,0.005111058098778232
2016-03-31,0.011011598576600765,0.042221407885162154,0.05671628585898301
2016-04-29,0.013322427254411028,0.0030304039322137655,0.01696113202824794
2016-05-31,-0.0014916161074891184,0.0012083782677332344,-0.00020639657515333364
2016-06-30,0.0442641162776468,0.014314516841144265,0.02301403339399956
2016-07-29,0.01476152219873807,0.023374260822306203,0.02414154650327492
2016-08-31,-0.008342813132891497,-0.007613542991596889,-0.0034986369138110336
2016-09-30,0.002098683308858907,0.004724854460600669,0.00709127416809671
2016-10-31,-0.026117447173556792,-0.025022254636826058,-0.025348565759556026
2016-11-30,-0.02123538314179251,-0.004226957186500457,-0.009747303299708262
2016-12-30,0.016849518576913077,0.012033957174848897,0.01623495519453045
2017-01-31,0.010047738270089635,0.018776641105223923,0.01916273685526434
2017-02-28,0.014242623080220278,0.02051123533196697,0.018131417575823743
2017-03-31,0.0027911701795296753,0.009495612817342014,0.004493503582208051
2017-04-28,0.01163059257200422,0.013607388200993276,0.010809761739739762
2017-05-31,0.017427007705366395,0.01828060408722676,0.012271489947722418
2017-06-30,0.005916801691964091,0.006265199129118271,0.0031113375737376716
2017-07-31,0.0335702550377684,0.018549797828784742,0.020835605570166758
2017-08-31,0.006908479285770362,0.006622406250287982,0.006390754402370106
2017-09-29,0.013930518657739536,0.01454471001082469,0.010405866655717137
2017-10-31,0.021164911524881803,0.01545122265951937,0.012926506121480533
2017-11-30,0.005871316533908261,0.014682316426339437,0.014518422306885737
2017-12-29,0.00882565902271893,0.01574302916262016,0.014446062002613277
2018-01-31,0.04722713795096514,0.040501676189835134,0.02547576686442395
2018-02-28,-0.052429227459526266,-0.03415366310129797,-0.04181329582749216
2018-03-30,0.005860106423883492,-0.007245063021561027,0.009057473166167703
2018-04-30,0.0028254219019622244,0.0,0.0007361986515799001
2018-05-31,0.007143294460685626,0.0023608990567054455,0.006375027513608663
2018-06-29,-0.010061252624494386,-0.004381880107849456,-0.00656697275086684
2018-07-31,0.01281919980584259,0.015889910799253615,0.012186129437610474
