Date,ACWI,AGG,BIL,DBC,EEM,EWJ,GAL,GLD,GYLD,HDV,IEF,IEV,IJH,IJR,IXUS,IYR,RWX,SHY,SPY,TLT
2001-04-06,,,,,,35.692265,,,,,,20.102898,35.786819,13.522929999999999,,17.541142999999998,,,81.24758100000001,
2001-04-09,,,,,,34.477779,,,,,,20.325943,36.312386,13.810619,,17.578632,,,82.151154,
2001-04-10,,,,,,34.950077,,,,,,20.702935999999998,37.435745000000004,14.131509,,17.646595,,,83.649879,
2001-04-11,,,,,,34.747662,,,,,,20.728073000000002,37.403648,14.011176999999998,,17.297415,,,83.707237,
2001-04-12,,,,,,35.489838,,,,,,20.98568,38.065613,14.211731,,17.2693,,,85.227501,
2001-04-16,,,,,,34.781395,,,,,,20.498735,37.363518,13.947556,,17.433334,,,84.331123,
2001-04-17,,,,,,34.916344,,,,,,20.514441,38.037544,14.246305,,17.496614,,,85.521523,
2001-04-18,,,,,,37.412766,,,,,,21.205583999999998,39.48988,14.556128,,17.716898,,,88.920563,
2001-04-19,,,,,,36.839271999999994,,,,,,21.372095,39.879036,14.730405,,17.791899,,,90.103806,
2001-04-20,,,,,,36.400707000000004,,,,,,21.324966,39.429695,14.495276,,17.721588,,,89.279114,
2001-04-23,,,,,,36.333237,,,,,,20.885153,38.936214,14.343126999999999,,17.576296,,,87.658478,
2001-04-24,,,,,,36.366966,,,,,,20.98568,38.651371000000005,14.34174,,17.665337,,,87.185188,
2001-04-25,,,,,,36.77179,,,,,,21.158461,39.590183,14.716576000000002,,17.679410999999998,,,88.325363,
2001-04-26,,,,,,36.77179,,,,,,21.299835,40.079632000000004,14.91575,,17.932505,,,88.71979499999999,
2001-04-27,,,,,,37.412766,,,,,,21.387798,40.645321,15.121832999999999,,18.17857,,,90.19702099999999,
2001-04-30,,,,,,37.851337,,,,,,21.500896,40.942219,15.141195000000002,,18.129362,,,90.82807199999999,
2001-05-01,,,,,,38.762192,,,,,,21.519748999999997,41.327358000000004,15.280894,,18.152798,,,91.10775799999999,
2001-05-02,,,,,,38.897133000000004,,,,,,21.645409,41.12677,15.240788,,18.115295,,,90.94277199999999,
2001-05-03,,,,,,38.627251,,,,,,21.04851,40.488865000000004,15.066504,,18.127016,,,89.78827700000001,
2001-05-04,,,,,,38.728458,,,,,,21.425497,41.122757,15.254616,,18.042645999999998,,,91.315689,
2001-05-07,,,,,,39.504375,,,,,,20.781475,41.082638,15.138435000000001,,18.009832,,,90.526909,
2001-05-08,,,,,,38.728458,,,,,,21.262135,41.110718,15.268442000000002,,17.880951,,,90.48383299999999,
2001-05-09,,,,,,37.817596,,,,,,20.86944,40.994366,15.207595000000001,,17.953598,,,90.103806,
2001-05-10,,,,,,37.682663,,,,,,21.488325,40.962269,15.242159,,17.98406,,,90.369125,
2001-05-11,,,,,,37.513977000000004,,,,,,21.277847,40.781727000000004,15.134275,,17.970001,,,89.745262,
2001-05-14,,,,,,36.906731,,,,,,20.947976999999998,40.753643,15.16748,,17.962963000000002,,,89.924553,
2001-05-15,,,,,,37.244087,,,,,,21.387798,40.986340000000006,15.311325,,18.108259,,,90.340446,
2001-05-16,,,,,,37.142895,,,,,,21.623410999999997,42.025444,15.594867,,18.15045,,,92.47023,
2001-05-17,,,,,,37.345299,,,,,,21.676819000000002,42.615210999999995,15.780204999999999,,18.279346,,,92.61365500000001,
2001-05-18,,,,,,37.075413,,,,,,21.786777,42.707474,15.870110999999998,,18.396523000000002,,,93.036766,
2001-05-21,,,,,,37.9188,,,,,,21.767933,43.710457,16.164719,,18.450426,,,94.40639499999999,
2001-05-22,,,,,,37.345299,,,,,,21.676819000000002,43.670341,16.293348,,18.537138,,,94.284477,
2001-05-23,,,,,,37.783875,,,,,,21.434925,42.727539,15.856279999999998,,18.64258,,,92.68537099999999,
2001-05-24,,,,,,37.783875,,,,,,21.566872,42.867965999999996,15.867342,,18.705856,,,92.957886,
2001-05-25,,,,,,37.513977000000004,,,,,,21.054794,42.815804,15.836920999999998,,18.654301,,,91.86069499999999,
2001-05-29,,,,,,36.873001,,,,,,21.032799,42.177895,15.622531,,18.595709,,,91.12925,
2001-05-30,,,,,,36.603123,,,,,,20.885153,41.283229999999996,15.341757000000001,,18.466831,,,89.852791,
2001-05-31,,,,,,36.738064,,,,,,21.017097,41.84491,15.449635,,18.544159,,,90.318939,
2001-06-01,,,,,,36.501915000000004,,,,,,20.718641,42.374474,15.557523999999999,,18.560558,,,90.878288,
2001-06-04,,,,,,36.636845,,,,,,20.743779999999997,42.615210999999995,15.749778,,18.614462,,,91.315689,
2001-06-05,,,,,,36.535652,,,,,,21.02652,43.357422,15.995976,,18.724606,,,92.36267099999999,
2001-06-06,,,,,,36.029613,,,,,,20.838024,42.799744,15.828619,,18.794912,,,91.59536,
2001-06-07,,,,,,36.265755,,,,,,20.875723,43.048496,15.966934,,18.8207,,,91.925247,
2001-06-08,,,,,,36.232025,,,,,,20.812891,42.683399,15.832767,,18.788511,,,91.071877,
2001-06-11,,,,,,35.422379,,,,,,20.370651000000002,42.186371,15.748035999999999,,18.94943,,,90.426491,
2001-06-12,,,,,,34.950077,,,,,,20.32317,42.170296,15.738346,,19.110367,,,90.268723,
2001-06-13,,,,,,34.916344,,,,,,20.193379999999998,41.748385999999996,15.663585999999999,,19.157694,,,89.49430100000001,
2001-06-14,,,,,,34.545254,,,,,,20.228203,40.804127,15.328544,,19.100897,,,87.486389,
2001-06-15,,,,,,34.106682,,,,,,20.095249,40.824226,15.249639000000002,,19.037003,,,87.627335,
2001-06-18,,,,,,34.174155999999996,,,,,,19.908479999999997,40.623306,15.12504,,19.141136,,,87.20303299999999,
2001-06-19,,,,,,33.971737,,,,,,20.019272,40.470615,15.083504000000001,,19.122198,,,87.584183,
2001-06-20,,,,,,34.00547,,,,,,19.728039000000003,41.109501,15.215025,,19.302063,,,88.044449,
2001-06-21,,,,,,34.747662,,,,,,19.936968,41.165745,15.323013000000001,,19.375427,,,89.04402900000001,
2001-06-22,,,,,,34.578979,,,,,,19.984451,40.542934,15.029511999999999,,19.287868,,,88.34648100000001,
2001-06-25,,,,,,34.342834,,,,,,19.854668,40.430446999999994,15.007364,,19.174260999999998,,,87.53384399999999,
2001-06-26,,,,,,34.444038,,,,,,19.778685,40.579113,15.145801,,19.39436,,,87.411591,
2001-06-27,,,,,,34.275356,,,,,,19.895811,40.763939,15.343781,,19.299696,,,87.36122900000001,
2001-06-28,,,,,,34.410305,,,,,,19.785021,41.169781,15.574983,,19.465357,,,87.843056,
2001-06-29,,,,,,34.511513,,,,,,20.006611,41.684090000000005,15.784039000000002,,19.484287,,,88.166664,
2001-07-02,,,,,,34.444038,,,,,,20.250366,41.366673,15.713431,,19.631014,,,89.266968,
2001-07-03,,,,,,34.342834,,,,,,19.940134,41.507286,15.644205,,19.654684,,,89.24543,
2001-07-05,,,,,,33.263290000000005,,,,,,19.462128,41.153694,15.525143,,19.583693,,,87.505081,
2001-07-06,,,,,,32.419903000000005,,,,,,19.310181,40.60321,15.253789000000001,,19.555286,,,85.613739,
2001-07-09,,,,,,32.858459,,,,,,19.275351999999998,40.346053999999995,15.271791,,19.205032,,,86.081154,
2001-07-10,,,,,,32.554848,,,,,,19.158232,39.948273,15.068270000000002,,19.231064,,,85.045601,
2001-07-11,,,,,,32.689789000000005,,,,,,19.303846,39.831734000000004,15.138879999999999,,19.074862,,,85.131905,
2001-07-12,,,,,,33.600651,,,,,,19.151899,40.743843,15.518223999999998,,19.261831,,,87.152687,
2001-07-13,,,,,,33.027153000000006,,,,,,19.310181,40.916626,15.602672,,19.339924,,,87.907791,
2001-07-16,,,,,,32.554848,,,,,,19.199382999999997,40.32999,15.433766,,19.318626000000002,,,86.80748,
2001-07-17,,,,,,32.45364,,,,,,19.056934,40.840278999999995,15.628974,,19.328094,,,87.620132,
2001-07-18,,,,,,31.913874,,,,,,19.19622,40.611256,15.471148000000001,,19.451159,,,87.023232,
2001-07-19,,,,,,32.217490999999995,,,,,,19.376654000000002,40.836273,15.609591,,19.361229,,,87.785545,
2001-07-20,,,,,,32.251228000000005,,,,,,19.205714999999998,40.952805,15.642817,,19.311529,,,87.260536,
2001-07-23,,,,,,31.036749,,,,,,19.300684,40.502784999999996,15.485003,,19.287868,,,85.541794,
2001-07-24,,,,,,31.104227,,,,,,19.050604,39.715221,15.249639000000002,,19.134026000000002,,,84.714798,
2001-07-25,,,,,,31.981346000000002,,,,,,18.987289,40.129082000000004,15.298093,,19.110367,,,85.64967299999999,
2001-07-26,,,,,,31.576513000000002,,,,,,18.99362,40.607239,15.609591,,19.238155,,,86.548622,
2001-07-27,,,,,,32.183754,,,,,,19.398817,41.077362,15.673282999999998,,19.261831,,,86.879417,
2001-07-30,,,,,,31.137954999999998,,,,,,19.591919,40.912617,15.69266,,19.09853,,,86.90818,
2001-07-31,,,,,,31.711453999999996,,,,,,19.87999,40.872437,15.678815,,19.148232,,,87.267746,
2001-08-01,,,,,,32.284966,,,,,,19.924303,41.238087,15.745275,,19.228701,,,87.814323,
2001-08-02,,,,,,33.027153000000006,,,,,,20.054089,41.222015,15.767426,,19.344664,,,88.173859,
2001-08-03,,,,,,32.554848,,,,,,19.709049,41.246128000000006,15.735573,,19.441692,,,87.69207800000001,
2001-08-06,,,,,,32.352425,,,,,,19.813509,40.583126,15.498844,,19.489023,,,86.51268,
2001-08-07,,,,,,32.656055,,,,,,19.503277,40.502784999999996,15.501603,,19.503225,,,86.850655,
2001-08-08,,,,,,32.352425,,,,,,19.224707000000002,39.944247999999995,15.271791,,19.555286,,,85.239777,
2001-08-09,,,,,,32.251228000000005,,,,,,19.351332,39.831734000000004,15.3327,,19.642849,,,85.491478,
2001-08-10,,,,,,32.048817,,,,,,19.338670999999998,40.141132,15.375628,,19.761183,,,85.786324,
2001-08-13,,,,,,31.846394,,,,,,19.658396,40.426426,15.485003,,19.768284,,,85.80792199999999,
2001-08-14,,,,,,32.48737,,,,,,19.633066,40.559025,15.580520000000002,,19.862947,,,85.771927,
2001-08-15,,,,,,32.48737,,,,,,19.658396,40.410336,15.616517000000002,,19.957615,,,85.031212,
2001-08-16,,,,,,32.588581,,,,,,19.702710999999997,40.450531,15.745275,,20.073567999999998,,,85.326103,
2001-08-17,,,,,,31.576513000000002,,,,,,19.288021,39.711193,15.591596,,20.104347,,,83.959709,
2001-08-20,,,,,,31.711453999999996,,,,,,19.49695,39.984435999999995,15.651132,,20.163501999999998,,,84.736359,
2001-08-21,,,,,,31.880136,,,,,,19.452629,39.638866,15.455925,,20.359934,,,83.290924,
2001-08-22,,,,,,32.183754,,,,,,19.446304,40.036674,15.613752999999999,,20.329166,,,84.15387,
2001-08-23,,,,,,31.576513000000002,,,,,,19.474791,40.00853,15.451768,,20.270001999999998,,,83.851837,
2001-08-24,,,,,,32.048817,,,,,,19.823006,40.434444,15.660817000000002,,20.080675,,,85.59213299999999,
2001-08-27,,,,,,31.778933000000002,,,,,,19.816673,40.550979999999996,15.634519000000001,,20.189539,,,85.081535,
2001-08-28,,,,,,31.407837,,,,,,19.563426999999997,40.016586,15.485003,,20.092508,,,83.837418,
2001-08-29,,,,,,30.901806,,,,,,19.484289,39.847797,15.44484,,19.851114000000003,,,83.089546,
2001-08-30,,,,,,30.362032,,,,,,19.19622,39.381695,15.329932999999999,,19.716210999999998,,,81.493042,
2001-08-31,,,,,,30.834339,,,,,,19.310181,39.747353000000004,15.396385999999998,,19.666513000000002,,,82.089958,
2001-09-04,,,,,,30.227089000000003,,,,,,18.781523,39.566547,15.325785999999999,,19.678352,,,81.564964,
2001-09-05,,,,,,29.653586999999998,,,,,,18.686554,39.100445,15.203954000000001,,19.51742,,,81.766304,
2001-09-06,,,,,,29.248764,,,,,,18.401646,38.429413000000004,14.917379,,19.342292999999998,,,79.659256,
2001-09-07,,,,,,29.18129,,,,,,17.793858,37.854809,14.664019,,19.216866,,,78.18502,
2001-09-10,,,,,,29.012608,,,,,,18.138903,37.545418,14.463273000000001,,19.129295000000003,,,79.14145699999999,
2001-09-17,,,,,,27.966803000000002,,,,,,17.094261,35.881904999999996,13.740596,,18.388548,,,75.00640899999999,
2001-09-18,,,,,,28.034283000000002,,,,,,16.834677,35.239017,13.436019,,18.65361,,,74.826637,
2001-09-19,,,,,,28.540314000000002,,,,,,16.682728,34.01347,13.172976,,18.435883999999998,,,73.31639100000001,
2001-09-20,,,,,,27.595715999999996,,,,,,15.954642000000002,33.2621,12.667649,,18.014626999999997,,,70.986389,
2001-09-21,,,,,,27.32583,,,,,,15.315187,32.566948,12.418451,,17.524742,,,70.220543,
2001-09-24,,,,,,28.337896,,,,,,16.084429,33.551407,12.861473,,17.820564,,,72.68920899999999,
2001-09-25,,,,,,28.169218,,,,,,16.492794,33.724167,13.006841,,18.026455,,,73.447144,
2001-09-26,,,,,,27.764390999999996,,,,,,16.666899,33.430862,12.803329,,18.412228,,,73.187294,
2001-09-27,,,,,,27.460773,,,,,,16.888491000000002,33.993404,12.944543,,18.459551,,,73.822487,
2001-09-28,,,,,,28.337896,,,,,,17.205057,34.817104,13.221433,,18.757735999999998,,,75.388901,
2001-10-01,,,,,,28.169218,,,,,,17.030939,34.081799,12.980542,,18.349546,,,75.26619699999999,
2001-10-02,,,,,,28.843931,,,,,,17.205379,34.520084000000004,13.150219,,18.226157999999998,,,76.211838,
2001-10-03,,,,,,29.113822999999996,,,,,,17.411907,35.523178,13.583104,,17.877283,,,77.489456,
2001-10-04,,,,,,29.012608,,,,,,17.554893,35.720577,13.621953,,18.109861,,,77.55442,
2001-10-05,,,,,,28.675257000000002,,,,,,17.748711,35.511082,13.62611,,17.988825,,,77.402855,
2001-10-08,,,,,,28.776457,,,,,,17.647032,35.148533,13.490146,,17.988825,,,76.89756,
2001-10-09,,,,,,28.236691999999998,,,,,,17.535828,35.245213,13.395793,,18.031548,,,76.48608399999999,
2001-10-10,,,,,,28.574046999999997,,,,,,18.142698,36.135513,13.752367000000001,,18.275986,,,78.18965899999999,
2001-10-11,,,,,,29.18129,,,,,,18.037851,36.945244,14.118654999999999,,18.415998000000002,,,79.402336,
2001-10-12,,,,,,29.18129,,,,,,17.939352,36.63908,13.968820999999998,,18.439724,,,79.04140500000001,
2001-10-15,,,,,,28.911406,,,,,,17.669273,36.570586999999996,14.029860000000001,,18.463473999999998,,,78.897049,
2001-10-16,,,,,,29.147552,,,,,,17.872626999999998,36.949284000000006,14.168606,,18.297344,,,79.395111,
2001-10-17,,,,,,29.046358,,,,,,17.878982999999998,35.966324,13.806476000000002,,18.181057,,,77.706039,
2001-10-18,,,,,,28.843931,,,,,,17.818613,35.664184999999996,13.707970999999999,,18.036285,,,77.540001,
2001-10-19,,,,,,28.877670000000002,,,,,,17.532652,36.115364,13.893894,,17.87966,,,77.489456,
2001-10-22,,,,,,29.147552,,,,,,17.681984,36.719658,14.065932,,17.725405,,,79.019768,
2001-10-23,,,,,,29.18129,,,,,,17.84721,36.614895000000004,13.929969,,17.734894,,,78.615532,
2001-10-24,,,,,,29.248764,,,,,,18.031496,36.703540999999994,13.981299,,17.478594,,,78.406204,
2001-10-25,,,,,,29.788529999999998,,,,,,18.037851,37.295712,14.228271,,17.609114,,,79.81378199999999,
2001-10-26,,,,,,29.484901,,,,,,18.104572,37.468945,14.305962,,17.549784,,,79.63331600000001,
2001-10-29,,,,,,28.776457,,,,,,17.875803,36.820358,13.996559,,17.644714,,,77.561646,
2001-10-30,,,,,,28.068014,,,,,,17.47546,36.091183,13.791223,,17.566391,,,76.630478,
2001-10-31,,,,,,28.304163,,,,,,17.650209,36.320816,13.97991,,17.661324,,,76.370598,
2001-11-01,,,,,,28.675257000000002,,,,,,18.034674,36.872723,14.169995000000002,,18.005438,,,78.32679,
2001-11-02,,,,,,28.574046999999997,,,,,,18.088686,37.146656,14.136695999999999,,17.846432,,,78.860939,
2001-11-05,,,,,,28.776457,,,,,,18.314281,37.521301,14.339260999999999,,17.858294,,,79.89316600000001,
2001-11-06,,,,,,29.248764,,,,,,18.460435999999998,37.992657,14.433612,,18.140711,,,81.13475799999999,
2001-11-07,,,,,,28.270424,,,,,,18.460435999999998,38.012787,14.415567999999999,,18.135963,,,81.026443,
2001-11-08,,,,,,28.574046999999997,,,,,,18.558931,37.799271000000005,14.311509,,18.133581,,,81.279106,
2001-11-09,,,,,,28.034283000000002,,,,,,18.584354,37.783173,14.29764,,18.069511,,,81.36573,
2001-11-12,,,,,,27.798128000000002,,,,,,18.126816,37.98457,14.360075,,18.154949,,,80.86769100000001,
2001-11-13,,,,,,28.000544,,,,,,18.435017000000002,38.596931,14.593164000000002,,18.264114000000003,,,82.686691,
2001-11-14,,,,,,27.696924,,,,,,18.571642,38.689575,14.722192999999999,,18.472954,,,82.76609,
2001-11-15,,,,,,28.202959000000003,,,,,,18.44455,38.43578,14.630626999999999,,18.5228,,,82.917694,
2001-11-16,,,,,,28.169218,,,,,,18.558931,38.484119,14.647271,,18.653315,,,82.549545,
2001-11-19,,,,,,28.371634000000004,,,,,,18.857609,38.886971,14.776303,,18.608232,,,83.56732199999999,
2001-11-20,,,,,,28.371634000000004,,,,,,18.619303,38.697632,14.781857,,18.593988,,,82.867165,
2001-11-21,,,,,,28.607779999999998,,,,,,18.635189,38.484119,14.706937,,18.593988,,,82.318588,
2001-11-23,,,,,,28.607779999999998,,,,,,18.657432999999997,39.011848,14.916439000000002,,18.700788,,,83.502365,
2001-11-26,,,,,,29.080076000000002,,,,,,18.736867999999998,39.422756,14.949745000000002,,18.710276,,,83.682823,
2001-11-27,,,,,,28.843931,,,,,,18.415953,39.305935,14.935864000000002,,18.641459,,,83.321899,
2001-11-28,,,,,,28.169218,,,,,,18.187185,38.701656,14.666697000000001,,18.712652,,,81.813271,
2001-11-29,,,,,,28.135489,,,,,,18.349228,39.338146,14.967773999999999,,18.736376,,,82.917694,
2001-11-30,,,,,,28.270424,,,,,,18.333347,38.967548,14.901175,,18.819441,,,82.325775,
2001-12-03,,,,,,27.663185,,,,,,18.222136,38.834602000000004,14.845679,,18.788593,,,81.834923,
2001-12-04,,,,,,27.764390999999996,,,,,,18.56847,39.491245,15.206423999999998,,18.961838,,,83.220863,
2001-12-05,,,,,,28.540314000000002,,,,,,19.016476,40.599075,15.618492000000002,,19.047276,,,84.74395,
2001-12-06,,,,,,28.304163,,,,,,19.207114999999998,40.804522999999996,15.725316000000001,,19.087608,,,84.700638,
2001-12-07,,,,,,27.696924,,,,,,18.879848000000003,40.687702,15.678144,,19.184914000000003,,,84.137566,
2001-12-10,,,,,,26.718591999999997,,,,,,18.508095,39.890064,15.388169,,19.006923999999998,,,82.56398,
2001-12-11,,,,,,26.954735,,,,,,18.670139000000002,40.043144,15.436729999999999,,19.092361,,,82.39798,
2001-12-12,,,,,,27.292091,,,,,,18.673317,40.002865,15.439511999999999,,18.949978,,,82.491814,
2001-12-13,,,,,,26.583646999999996,,,,,,18.037851,39.390522,15.220282000000001,,18.774353,,,80.88934300000001,
2001-12-14,,,,,,26.684855,,,,,,18.317457,39.612095000000004,15.354871,,18.86446,,,81.66169000000001,
2001-12-17,,,,,,26.280031,,,,,,18.714628,40.072681,15.614526999999999,,19.127075,,,82.506226,
2001-12-18,,,,,,26.482439000000003,,,,,,18.657432999999997,40.601501,15.760413,,19.093342,,,82.997063,
2001-12-19,,,,,,26.347496000000003,,,,,,18.42231,40.609581,15.745131,,19.086115,,,83.581779,
2001-12-20,,,,,,26.313765999999998,,,,,,18.28886,40.072681,15.497826000000002,,18.929506,,,82.758873,
2001-12-21,,,,,,26.347496000000003,,,,,,18.431836999999998,40.500591,15.781244000000001,,19.021053,,,83.26080300000001,
2001-12-24,,,,,,26.077612,,,,,,18.33979,40.609581,15.896564000000001,,19.153574,,,83.10147099999999,
2001-12-26,,,,,,25.706522,,,,,,18.425789,40.984984999999995,16.059113,,19.177657999999997,,,83.557816,
2001-12-27,,,,,,25.8752,,,,,,18.769781,41.211059999999996,16.125799,,19.225847,,,84.06480400000001,
2001-12-28,,,,,,26.482439000000003,,,,,,18.830294,41.336182,16.127186,,19.334265,,,84.021393,
2001-12-31,,,,,,26.010143,,,,,,18.820742000000003,40.831585,15.893785999999999,,19.225847,,,82.790024,
