Date,ACWI,AGG,BIL,DBC,EEM,EMB,EWJ,GAL,GLD,GYLD,HDV,HYG,IEF,IEV,IJH,IJR,IVV,IXUS,IYLD,IYR,RWX,SHY,TLT,MAHIP
3/20/2006,,66.652786,,21.417225,26.119473,,48.146183,,55.169998,,,,58.628532,30.725166,65.931992,27.341841,101.750504,,,43.905758,,65.85611,58.515831,
3/21/2006,,66.478729,,21.492241,25.59181,,47.567738,,54.830002,,,,58.386974,30.429543,65.393761,27.148535,101.137375,,,43.263237,,65.74102,58.21339,
3/22/2006,,66.599281,,21.454733,25.874105,,48.180195,,54.75,,,,58.458008,30.697676,65.721771,27.380507,101.727242,,,43.388172,,65.757454,58.338306,
3/23/2006,,66.54567,,21.82044,25.634016,,47.363594,,54.700001,,,,58.308769,30.347046,66.041328,27.573811,101.55648,,,43.643986,,65.74102,58.154217,
3/24/2006,,66.659492,,21.773554,25.855642,,47.87397,,55.709999,,,,58.564621,30.57736,66.369308,27.724159,101.618568,,,43.51828,,65.831436,58.581623,
3/27/2006,,66.713051,,21.904833,26.013937,,48.044098,,56.389999,,,,58.43671,30.384863,66.278244,27.722862,101.492317,,,43.087276,,65.814987,58.36459,
3/28/2006,,66.54567,,22.186142,25.53904,,47.465672,,56.060001,,,,58.152489,30.137342,66.033722,27.602369,100.853355,,,43.572163,,65.757454,57.81884,
3/29/2006,,66.411743,,22.336178,26.02713,,48.792671,,57.07,,,,58.095634,30.415789,66.733543,27.998283,101.492317,,,44.5359,,65.757454,57.54266,
3/30/2006,,66.110497,,22.608114,26.159048,,49.166946,,58.599998,,,,57.925072,30.759552,66.800964,27.972469,101.398849,,,43.847519,,65.724594,57.141556,
3/31/2006,,66.331406,,22.448702,26.119473,,48.996811,,58.099998,,,,57.967747,30.542976,66.843147,28.071444,101.235184,,,43.997166,,65.749237,57.121834,
4/3/2006,,66.266228,,22.551849,26.858208,,49.813427,,58.470001,,,,57.903564,30.766438,66.76725,27.851974,101.219627,,,43.039398,,65.712975,57.140331,
4/4/2006,,66.353607,,22.429947,27.016504,,49.813427,,58.330002,,,,57.910721,31.147993,66.885269,28.058537,101.920906,,,42.895741,,65.762444,57.080933,
4/5/2006,,66.40065,,22.570602,27.293531,,50.051605,,58.66,,,,58.046124,31.268312,67.399605,28.127396,102.287148,,,43.308765,,65.77066,57.16013,
4/6/2006,,66.346893,,22.97382,27.153698,,50.28978,,59.279999,,,,57.882202,31.089561,67.458618,28.135998,102.084534,,,43.057365,,65.762444,56.724533,
4/7/2006,,66.125145,,22.87067,26.739477,,49.949535,,58.59,,,,57.618431,30.656424,66.784111,27.783112,101.133919,,,42.416859,,65.721207,56.170074,
4/10/2006,,66.064682,,23.292639,26.647139,,50.221745,,59.599998,,,,57.68972,30.766438,66.598625,27.709953,101.297539,,,41.908043,,65.737679,56.275707,
4/11/2006,,66.199013,,23.38641,26.420244,,49.643307,,59.009998,,,,57.796654,30.522362,65.924141,27.326944,100.440376,,,41.812279,,65.795418,56.473663,
4/12/2006,,66.138573,,23.339523,26.573267,,49.26902,,59.43,,,,57.661198,30.422657,66.236076,27.511995,100.572884,,,41.764378,,65.754173,56.130447,
4/13/2006,,66.004173,,23.489555,26.699907,,49.26902,,59.5,,,,57.354706,30.532671,66.084312,27.55073,100.526093,,,41.291496,,65.745926,55.734436,
4/17/2006,,66.111702,,23.742737,27.016504,,48.75864,,61.09,,,,57.575661,30.756119,66.151764,27.559334,100.362488,,,41.105923,,65.78717,55.939041,
4/18/2006,,66.064682,,24.052183,27.913534,,50.357853,,61.849998,,,,57.760967,31.213316,67.677841,28.23068,101.99881,,,42.093605,,65.877907,56.038021,
4/19/2006,,66.125145,,24.286608,28.085028,,50.28978,,63.75,,,,57.597038,31.550198,68.090973,28.475975,102.193634,,,42.680233,,65.861404,55.694778,
4/20/2006,,66.024277,,24.005297,27.98477,,49.983555,,60.959999,,,,57.54715,31.557068,68.327034,28.43725,102.310509,,,42.722141,,65.836662,55.648613,
4/21/2006,,66.017586,,24.511656,28.203758,,50.28978,,63.200001,,,,57.668285,31.694565,68.158417,28.415728,102.294922,,,42.728119,,65.836662,55.972027,
4/24/2006,,66.266228,,24.024052,27.834389,,49.983555,,61.650002,,,,57.739635,31.897398,67.812752,28.20055,102.201424,,,42.51263,,65.869644,56.196453,
4/25/2006,,66.044464,,24.09907,27.451834,,50.08564,,62.779999,,,,57.376057,31.763323,67.837997,28.097267,101.765038,,,42.213326,,65.820122,55.529835,
4/26/2006,,65.930244,,24.005297,27.992685,,50.59602,,63.650002,,,,57.347534,31.91802,67.467033,28.144604,101.765038,,,42.021782,,65.77066,55.437386,
4/27/2006,,66.084785,,23.630213,27.55209,,50.561996,,62.959999,,,,57.504391,32.021141,67.315285,27.886402,102.178047,,,42.4408,,65.877907,55.509979,
4/28/2006,,66.232613,,24.024052,27.821192,,50.357853,,65.089996,,,,57.604164,32.13459,67.821144,28.101572,102.544266,,,42.560516,,65.894394,55.549644,
5/1/2006,,65.972878,,24.286608,27.813278,,50.527973,,65.160004,,,,57.29224,31.990204,67.450195,27.929436,101.788445,,,41.902065,,65.855499,55.132145,
5/2/2006,,66.040359,,24.567921,28.30401,,51.344585,,66.550003,,,,57.385265,32.50584,67.981346,28.17042,102.544266,,,41.566837,,65.863747,55.277916,
5/3/2006,,65.993156,,24.127195,28.335669,,51.208481,,66.459999,,,,57.306568,32.244598,67.770576,28.148911,102.084534,,,41.608738,,65.863747,55.158661,
5/4/2006,,65.959412,,23.83651,28.612696,,51.480694,,67.480003,,,,57.270794,32.516159,68.251167,28.467363,102.520905,,,42.105583,,65.872055,55.065884,
5/5/2006,,66.080841,,24.09907,29.0744,,52.433395,,67.989998,,,,57.406712,33.100552,68.858223,28.734184,103.401382,,,42.859821,,65.888557,55.397171,
5/8/2006,,66.12812,,24.033424,29.285465,,52.705601,,67.559998,,,,57.435341,33.000858,68.950966,28.76861,103.370247,,,42.997509,,65.880333,55.430325,
5/9/2006,,66.094337,,24.408512,29.31185,,52.90976,,69.68,,,,57.413876,33.179619,68.841339,28.785814,103.549446,,,43.009464,,65.888557,55.397171,
5/10/2006,,66.020126,,25.018019,28.995247,,52.161201,,70.379997,,,,57.442482,33.165863,68.765472,28.652416,103.448112,,,43.045383,,65.888557,55.496628,
5/11/2006,,65.979683,,25.261822,28.256519,,51.140423,,71.029999,,,,57.342308,32.976791,67.981346,28.019806,102.178047,,,42.105583,,65.913437,55.224892,
5/12/2006,,65.837967,,25.177431,27.51779,,50.493938,,71.120003,,,,57.127701,32.516159,66.649223,27.434528,100.91571,,,41.471073,,65.888557,54.767666,
5/15/2006,,65.878479,,24.324116,26.858208,,50.970303,,67.410004,,,,57.249298,32.021141,66.151764,27.374292,101.110504,,,42.021782,,65.921661,54.986366,
5/16/2006,,66.202293,,24.399134,26.992758,,50.425892,,68.610001,,,,57.463982,32.158646,66.109627,27.413021,100.907928,,,41.937981,,65.979645,55.397171,
5/17/2006,,66.013382,,24.361626,26.06671,,48.826691,,68.150002,,,,57.299397,30.948618,64.718407,26.939634,98.998863,,,41.064026,,65.946495,55.052662,
5/18/2006,,66.289963,,24.371,25.565422,,48.860722,,67.459999,,,,57.707207,30.93487,64.313736,26.646999,98.492378,,,40.950283,,66.012703,55.801422,
5/19/2006,,66.276482,,23.83651,26.116835,,49.26902,,65.580002,,,,57.671417,31.058626,64.532936,26.84926,99.185867,,,40.866486,,65.99617,55.947216,
5/22/2006,,66.289963,,24.024052,24.887367,,47.976051,,65.300003,,,,57.750141,30.336725,63.740433,26.681429,98.453407,,,40.597107,,65.99617,56.066479,
5/23/2006,,66.107857,,24.399134,24.615629,,47.29554,,66.379997,,,,57.72868,30.673607,63.234547,26.341457,97.752121,,,40.321751,,66.037491,56.033371,
5/24/2006,,66.121361,,23.780247,24.444128,,47.397617,,64.059998,,,,57.814499,30.560167,63.546509,26.50499,98.453407,,,40.3876,,66.078918,56.059811,
5/25/2006,,66.114586,,24.192837,25.483633,,47.976051,,64.699997,,,,57.721493,31.178936,64.322159,26.974062,99.637817,,,41.153809,,66.078918,55.841152,
5/26/2006,,66.397926,,24.427263,25.407122,,48.588516,,65.099998,,,,57.771584,31.313002,64.659416,27.103163,100.167686,,,41.542896,,66.103691,55.801422,
5/30/2006,,66.249466,,24.295984,24.312214,,47.29554,,65.110001,,,,57.721493,30.900492,63.605522,26.418919,98.414459,,,41.213676,,66.054085,55.774914,
5/31/2006,,66.101089,,23.930281,24.721159,,47.635796,,64.230003,,,,57.542641,31.178936,64.75219,26.823441,99.544296,,,41.153809,,66.004433,55.443577,
6/1/2006,,66.04892,,23.639589,25.227715,,47.839951,,62.560001,,,,57.638885,31.423006,65.654297,27.253796,100.53389,,,42.015812,,66.085777,55.691055,
6/2/2006,,66.55687,,24.108442,25.486269,,48.384354,,63.5,,,,58.084068,31.694565,65.983139,27.245186,100.689735,,,42.470715,,66.18544,56.409607,
6/5/2006,,66.340179,,24.042803,24.404558,,47.159431,,63.290001,,,,57.969154,31.110186,64.490822,26.552322,99.224808,,,42.530586,,66.127335,56.336426,
6/6/2006,,66.516251,,23.83651,24.225151,,46.41087,,62.549999,,,,58.019455,30.766438,64.001793,26.423223,98.89756,,,42.105583,,66.127335,56.602493,
6/7/2006,,66.306313,,23.677097,23.692205,,45.390106,,62.279999,,,,57.940453,30.422657,63.386318,26.156406,98.219627,,,42.273197,,66.085777,56.61581,
6/8/2006,,66.529823,,23.423918,23.270071,,43.927006,,60.91,,,,58.019455,29.934532,63.015358,26.186527,98.180702,,,42.081627,,66.16053,56.728931,
6/9/2006,,66.624641,,23.461428,22.966665,,43.722858,,60.450001,,,,58.163067,29.852024,62.931004,26.01009,97.868988,,,42.470715,,66.16053,57.028301,
6/12/2006,,66.421432,,23.180113,22.111849,,43.314541,,60.029999,,,,58.134323,29.446394,61.438679,25.446337,96.661217,,,41.848198,,66.16877,57.074883,
6/13/2006,,66.611099,,22.551849,21.621119,,41.817425,,55.919998,,,,58.213314,28.666056,60.275169,25.106363,95.648262,,,41.303467,,66.152206,57.114765,
6/14/2006,,66.360481,,22.542473,22.241125,,42.872215,,55.619999,,,,57.825542,29.04763,60.831642,25.205345,96.388481,,,41.237617,,66.085777,56.54261,
6/15/2006,,66.25209,,22.786276,23.536545,,44.403378,,57.32,,,,57.696308,29.907024,62.863594,26.053123,98.391052,,,41.955936,,66.069237,56.216621,
6/16/2006,,66.211479,,22.833162,23.401995,,43.995068,,57.68,,,,57.660416,29.625143,62.374569,25.627081,97.806702,,,42.069675,,66.035957,56.09024,
6/19/2006,,66.035362,,22.411194,22.531345,,43.756874,,56.360001,,,,57.595772,29.408585,61.480827,25.373178,96.933952,,,41.692547,,66.011093,56.010422,
6/20/2006,,66.076057,,22.598736,22.808367,,43.858959,,57.299999,,,,57.552692,29.769526,61.413399,25.282803,97.276794,,,41.435158,,66.002747,55.917278,
6/21/2006,,66.096336,,22.926933,23.5471,,44.437382,,58.330002,,,,57.545502,30.195786,62.391422,25.717457,98.102768,,,41.961914,,66.019394,55.930569,
6/22/2006,,65.811935,,22.917557,23.124966,,44.233231,,57.73,,,,57.358791,30.044521,62.130043,25.592657,97.596283,,,41.662247,,65.986168,55.611267,
6/23/2006,,65.845741,,22.87067,23.085396,,44.029076,,57.990002,,,,57.308544,29.941406,62.536545,25.741388,97.55558,,,41.505177,,65.969566,55.498135,
6/26/2006,,65.656136,,23.123852,23.085396,,44.403378,,58.279999,,,,57.272652,30.182034,62.823307,26.030224,97.98597,,,41.922047,,65.977852,55.391682,
6/27/2006,,65.838959,,23.208244,22.650068,,43.620777,,57.68,,,,57.42345,29.649212,62.224503,25.59481,97.125221,,,41.83746,,66.019394,55.664452,
6/28/2006,,65.77124,,23.114473,23.359776,,44.165188,,57.540001,,,,57.236732,29.948277,62.426926,25.711208,97.837265,,,41.982456,,65.986168,55.37175,
6/29/2006,,66.001534,,23.620838,24.747538,,46.036587,,59.52,,,,57.473705,31.055183,64.206436,26.616535,99.730965,,,42.840363,,66.102409,55.558033,
6/30/2006,,65.994759,,23.723982,24.773924,,46.41087,,61.23,,,,57.674805,31.402378,64.434135,26.771734,99.809219,,,43.045765,,66.16053,56.096905,
7/3/2006,,66.095413,,24.352247,25.322695,,47.227489,,62.18,,,,57.647358,31.622379,64.940231,26.944176,100.239601,,,43.82513,,66.150505,56.041458,
7/5/2006,,65.89817,,24.164707,24.536474,,45.662319,,62.5,,,,57.438313,31.144554,63.877537,26.642406,99.621414,,,43.788879,,66.092186,55.593983,
7/6/2006,,65.959381,,24.324116,25.037758,,46.070621,,63.02,,,,57.618538,31.471132,64.214905,26.668268,99.871834,,,43.92178,,66.142174,55.934635,
7/7/2006,,66.204208,,24.145954,24.562857,,45.86647,,62.630001,,,,57.798779,31.316441,63.565495,26.310444,99.308411,,,43.74054,,66.192146,56.295231,
7/10/2006,,66.265388,,23.977165,24.760729,,46.546974,,62.02,,,,57.841991,31.436752,63.413666,26.331999,99.386642,,,44.193653,,66.192146,56.348671,
7/11/2006,,66.374237,,24.502281,24.879457,,46.546974,,63.810001,,,,57.906895,31.539875,63.607635,26.469957,99.887474,,,44.18158,,66.192146,56.529022,
7/12/2006,,66.41497,,24.746084,24.325401,,45.254005,,64.919998,,,,57.957375,30.914236,63.0173,26.00005,98.870209,,,44.374901,,66.217155,56.542389,
7/13/2006,,66.469398,,24.736708,23.362415,,44.097137,,65.550003,,,,58.087139,30.364227,61.73534,25.482725,97.226952,,,43.68615,,66.300507,56.762772,
7/14/2006,,66.5578,,24.849232,23.481142,,43.722858,,65.849998,,,,58.130348,30.147663,61.246208,25.262861,96.874809,,,43.100155,,66.308777,56.796173,
7/17/2006,,66.41497,,24.286608,23.111776,,43.178452,,63.950001,,,,58.079895,29.803896,60.883545,25.15077,96.679199,,,43.069927,,66.300507,56.883003,
7/18/2006,,66.367416,,24.136574,23.433651,,42.770142,,62.900002,,,,57.856426,29.779829,60.917271,25.219748,97.17997,,,43.583469,,66.250496,56.395397,
7/19/2006,,66.625793,,24.220968,24.879457,,43.654808,,64.029999,,,,58.224052,30.683928,62.325737,25.939695,98.502434,,,44.622589,,66.342133,56.929749,
7/20/2006,,66.693832,,23.967787,24.164467,,43.41663,,62.540001,,,,58.346611,30.470797,60.832947,25.146456,97.8451,,,44.072826,,66.425484,57.096687,
7/21/2006,,66.652969,,23.902149,23.694839,,43.450645,,61.709999,,,,58.310532,30.536106,60.082333,24.805882,97.242569,,,43.251179,,66.408813,56.989857,
7/24/2006,,66.75499,,24.005297,24.760729,,44.267265,,61.139999,,,,58.310532,31.082682,61.566662,25.487034,98.901527,,,44.006378,,66.408813,56.956455,
7/25/2006,,66.700592,,23.798998,24.826689,,44.607517,,61.549999,,,,58.252884,31.079254,62.106422,25.685345,99.284935,,,44.308456,,66.392128,56.789455,
7/26/2006,,66.741394,,23.639589,24.721159,,44.369339,,62,,,,58.397106,31.378321,62.081139,25.543074,99.472733,,,44.495731,,66.475479,56.996529,
7/27/2006,,66.850189,,24.09907,25.061501,,44.981804,,62.900002,,,,58.389877,31.543322,61.482323,25.258549,99.339676,,,44.163437,,66.50872,56.909687,
7/28/2006,,66.992996,,24.014673,25.599718,,46.20673,,63.110001,,,,58.54847,32.072716,62.477516,25.75432,100.349152,,,44.821972,,66.59211,57.236931,
7/31/2006,,66.911407,,24.2491,25.354355,,46.172699,,63.16,,,,58.642174,32.021141,62.469078,25.78019,100.200455,,,44.616547,,66.600418,57.310463,
8/1/2006,,67.074593,,24.361626,24.945414,,45.458157,,64.32,,,,58.655926,31.873333,62.123322,25.504274,99.793549,,,44.405113,,66.641365,57.305054,
8/2/2006,,67.101875,,24.689823,25.275209,,46.512951,,64.75,,,,58.706631,32.09333,62.747383,25.737072,100.396088,,,44.405113,,66.641365,57.519592,
8/3/2006,,67.115524,,24.455397,25.248821,,46.138676,,64.120003,,,,58.721027,32.034897,63.0173,26.090584,100.552589,,,44.882401,,66.632996,57.533028,
8/4/2006,,67.327278,,24.427263,25.301588,,46.308792,,64.279999,,,,59.01054,32.172405,62.747383,25.887966,100.364777,,,45.552998,,66.691589,57.881741,
8/7/2006,,67.334045,,24.811724,25.14329,,45.288036,,64.5,,,,58.930931,32.058956,62.258255,25.762939,100.302177,,,45.05759,,66.716667,57.915268,
8/8/2006,,67.334045,,24.464771,25.14329,,45.526211,,63.970001,,,,58.938179,31.845825,61.718498,25.42668,99.91095,,,44.320518,,66.750061,57.787819,
8/9/2006,,67.388664,,24.502281,25.238268,,45.696335,,64.629997,,,,58.909237,31.969585,61.279922,25.22406,99.488388,,,43.909721,,66.775139,57.600071,
8/10/2006,,67.354515,,24.18346,25.496828,,46.20673,,63.25,,,,58.923691,31.969585,61.693203,25.374947,99.848328,,,44.000317,,66.758446,57.512943,
8/11/2006,,67.238464,,23.949034,25.188143,,45.764385,,62.709999,,,,58.735538,31.777069,61.229351,25.168013,99.629219,,,43.637836,,66.699959,57.26482,
8/14/2006,,67.163376,,23.723982,25.288403,,46.036587,,62.25,,,,58.634209,31.832069,61.26305,25.271477,99.707489,,,44.04261,,66.666489,57.164219,
8/15/2006,,67.327278,,23.761494,25.908405,,47.091389,,62.009998,,,,58.91647,32.612415,62.393204,25.797428,100.849968,,,44.556137,,66.758446,57.647026,
8/16/2006,,67.552574,,23.50831,26.161684,,47.601772,,62.490002,,,,59.16251,32.842731,63.244968,26.19836,101.726379,,,44.676968,,66.867142,58.035984,
8/17/2006,,67.559387,,23.142605,26.198622,,47.499691,,61.029999,,,,59.148045,32.643337,63.160679,26.16818,101.906334,,,44.725307,,66.858772,58.015831,
8/18/2006,,67.607155,,23.264507,25.950623,,47.737869,,61.040001,,,,59.307251,32.794598,63.346199,26.288895,102.446266,,,44.737389,,66.883865,58.183449,
8/21/2006,,67.771088,,23.452049,25.816063,,47.329563,,62.439999,,,,59.379646,32.773975,62.814865,26.034542,102.070648,,,44.997166,,66.925674,58.391361,
8/22/2006,,67.784714,,23.414541,25.808151,,47.465672,,62.049999,,,,59.401291,32.608971,62.932961,26.099201,102.055,,,45.401962,,66.91732,58.411427,
8/23/2006,,67.757439,,23.170736,25.34116,,47.125416,,61.830002,,,,59.343426,32.447411,62.376328,25.711208,101.632439,,,44.894459,,66.900543,58.438297,
8/24/2006,,67.75058,,23.50831,25.272572,,46.751133,,61.75,,,,59.401291,32.492092,62.114876,25.607742,101.687233,,,45.10593,,66.942421,58.545589,
8/25/2006,,67.818886,,23.498934,25.343805,,46.512951,,61.77,,,,59.480953,32.474903,62.030552,25.650852,101.804604,,,45.05759,,66.959152,58.632725,
8/28/2006,,67.757439,,23.133228,25.631384,,46.41087,,61,,,,59.473709,32.777412,62.654617,25.922455,102.281967,,,45.6134,,66.975807,58.686371,
8/29/2006,,67.784714,,23.095718,25.718445,,46.785156,,60.939999,,,,59.524338,32.942421,62.882366,26.125082,102.415001,,,45.6134,,67.000916,58.766872,
8/30/2006,,67.887161,,23.442671,25.82926,,46.478931,,61.419998,,,,59.596718,33.073051,63.110058,26.24147,102.469749,,,45.945702,,67.04274,58.92107,
8/31/2006,,67.975922,,23.442671,25.755383,,46.649055,,62.290001,,,,59.676331,32.983669,63.236588,26.245783,102.407143,,,45.945702,,67.101257,59.061916,
9/1/2006,,67.984833,,23.395786,26.042953,,47.057354,,62.139999,,,,59.764984,33.152119,63.641392,26.3708,103.025314,,,45.716118,,67.177635,59.082077,
9/5/2006,,67.902573,,23.358276,26.185429,,47.703842,,63.360001,,,,59.56879,33.138363,63.843796,26.521692,103.260094,,,46.102776,,67.102081,58.711823,
9/6/2006,,67.916306,,23.236378,25.43351,,46.989311,,62.860001,,,,59.5252,32.653664,62.857037,26.030224,102.32103,,,45.867149,,67.102081,58.63102,
9/7/2006,,67.895691,,23.16136,25.14329,,46.615025,,61.25,,,,59.56879,32.234276,62.443779,25.875031,101.906334,,,45.571125,,67.102081,58.745438,
9/8/2006,,67.984833,,22.97382,25.349083,,46.615025,,60.639999,,,,59.6269,32.186146,62.435356,25.978495,102.133286,,,46.036312,,67.144035,58.792587,
9/11/2006,,67.936859,,22.439327,24.802942,,45.900486,,58.5,,,,59.517982,32.213654,62.443779,25.892275,102.258446,,,46.102776,,67.135696,58.738739,
9/12/2006,,68.101402,,22.082996,25.227715,,46.27478,,58.32,,,,59.685047,32.64679,63.430534,26.448402,103.21312,,,46.700871,,67.169258,59.034962,
9/13/2006,,68.156235,,22.026733,25.60499,,45.696335,,58.619999,,,,59.743187,32.626171,63.987156,26.698439,103.635689,,,47.123791,,67.177635,59.061924,
9/14/2006,,68.060249,,21.895456,25.39393,,45.662319,,57.189999,,,,59.6269,32.698353,63.616096,26.556171,103.682625,,,47.123791,,67.118858,58.927231,
9/15/2006,,68.039703,,21.829817,25.544321,,45.628288,,57.400002,,,,59.590599,32.571167,63.396801,26.616535,103.933037,,,47.244606,,67.144035,58.880119,
9/18/2006,,68.025978,,22.092373,25.831898,,45.764385,,58.23,,,,59.503468,32.725845,63.624516,26.685505,104.058273,,,46.972759,,67.135696,58.785854,
9/19/2006,,68.183647,,21.764175,25.43351,,45.390106,,56.919998,,,,59.859406,32.426785,63.236588,26.525999,103.792175,,,47.274822,,67.227989,59.445648,
9/20/2006,,68.259041,,21.632896,25.955893,,45.560238,,57.259998,,,,59.873943,32.866791,63.691982,26.814842,104.285179,,,47.123791,,67.253143,59.53318,
9/21/2006,,68.55381,,22.00798,25.322695,,45.560238,,57.950001,,,,60.302544,32.949287,63.22813,26.582043,103.846985,,,46.640457,,67.370605,60.07843,
9/22/2006,,68.594978,,21.754801,25.000818,,44.913754,,58.5,,,,60.484116,32.835857,62.738976,26.280266,103.526146,,,46.882126,,67.40419,60.374668,
9/25/2006,,68.732079,,21.801685,25.29104,,45.185951,,58.5,,,,60.687542,32.973358,63.405239,26.569111,104.292999,,,46.851902,,67.462967,60.798798,
9/26/2006,,68.725204,,21.895456,25.589167,,45.219982,,58.740002,,,,60.535007,33.152119,63.860676,26.719997,105.192863,,,46.856804,,67.387451,60.54295,
9/27/2006,,68.697784,,22.223654,25.531126,,45.900486,,59.810001,,,,60.520477,33.275871,64.280235,26.920868,105.310043,,,47.265301,,67.43782,60.36795,
9/28/2006,,68.718384,,22.401815,25.736912,,46.138676,,59.790001,,,,60.46236,33.293053,64.127983,26.778318,105.333611,,,47.100677,,67.462967,60.266964,
9/29/2006,,68.663528,,22.45808,25.531126,,46.070621,,59.470001,,,,60.396984,33.203674,63.814983,26.475927,105.144913,,,47.039719,,67.395828,60.192913,
10/2/2006,,68.728241,,22.214275,25.488909,,46.546974,,59.150002,,,,60.503464,33.241497,63.273613,26.225386,104.744019,,,47.027515,,67.474991,60.357807,
10/3/2006,,68.714485,,21.84857,25.14329,,46.37685,,57.110001,,,,60.496143,33.275871,63.197464,26.221067,104.987747,,,47.484791,,67.483429,60.276733,
10/4/2006,,68.982925,,22.00798,25.816063,,46.751133,,56.369999,,,,60.773224,33.598999,64.195625,26.756718,106.253372,,,48.015244,,67.601379,60.716042,
10/5/2006,,68.769539,,22.129883,26.159048,,47.159431,,56.919998,,,,60.561745,33.585255,64.965408,27.093653,106.44207,,,48.307938,,67.533958,60.290222,
10/6/2006,,68.514793,,22.214275,26.093092,,46.615025,,56.990002,,,,60.233608,33.30336,64.534004,26.916555,106.269119,,,47.954296,,67.449745,59.661625,
10/9/2006,,68.659393,,22.833162,25.995474,,46.172699,,57.200001,,,,60.306557,33.440865,64.973869,27.110945,106.371292,,,48.277439,,67.458191,59.823895,
10/10/2006,,68.390953,,22.223654,26.230284,,46.546974,,57,,,,59.941925,33.464931,65.244568,27.171415,106.520683,,,48.295734,,67.365456,59.350723,
10/11/2006,,68.315216,,21.923586,26.09045,,46.104649,,56.880001,,,,59.869038,33.475243,65.06694,27.106621,106.347717,,,48.167683,,67.357117,59.175022,
10/12/2006,,68.384026,,22.167389,26.726284,,46.581001,,57.490002,,,,59.905502,33.849941,66.014336,27.57748,107.346085,,,48.624977,,67.390739,59.208805,
10/13/2006,,68.211922,,22.64562,26.884583,,46.444901,,58.57,,,,59.803364,33.849941,66.496506,27.771866,107.58197,,,49.094467,,67.365456,58.911449,
10/16/2006,,68.322083,,22.842541,26.958462,,46.955284,,59.169998,,,,59.905502,33.925571,66.8433,27.98353,107.762733,,,49.301765,,67.399193,59.175022,
10/17/2006,,68.425354,,22.861292,26.604921,,46.683075,,58.650002,,,,59.971111,33.688381,66.251213,27.789148,107.385391,,,49.057865,,67.407593,59.222336,
10/18/2006,,68.507904,,22.495586,26.866119,,46.955284,,58.59,,,,59.956497,33.750263,66.191978,27.7589,107.574066,,,49.356659,,67.416054,59.343971,
10/19/2006,,68.473511,,22.87067,26.984844,,46.955284,,59.41,,,,59.905502,34.049328,66.488037,27.810745,107.684135,,,49.234703,,67.407593,59.235825,
10/20/2006,,68.452904,,22.551849,26.858208,,46.921253,,58.779999,,,,59.8909,34.224644,65.879005,27.633633,107.715614,,,49.173714,,67.432869,59.175022,
10/23/2006,,68.253242,,22.598736,26.834459,,47.431641,,57.759998,,,,59.723175,34.186832,66.234253,27.672508,108.234413,,,49.40543,,67.399193,58.938465,
10/24/2006,,68.328972,,22.758146,26.987484,,47.465672,,58.169998,,,,59.803364,34.12151,66.488037,27.741623,108.572456,,,49.26519,,67.399193,58.938465,
10/25/2006,,68.494148,,23.16136,27.301447,,47.601772,,58.759998,,,,60.022133,34.375889,66.834877,27.99218,108.981277,,,49.515148,,67.474991,59.404827,
10/26/2006,,68.728241,,23.001949,27.367401,,47.908001,,59.290001,,,,60.226311,34.678402,67.21553,28.208168,109.232811,,,49.996838,,67.559242,59.790077,
10/27/2006,,68.865944,,23.067589,26.910973,,47.363594,,59.400002,,,,60.423244,34.475582,66.513412,27.879854,108.635345,,,49.673683,,67.626625,60.0672,
10/30/2006,,68.879692,,22.823786,26.818634,,47.091389,,59.900002,,,,60.452427,34.437771,66.648773,27.966257,108.52533,,,50.149284,,67.584549,60.236187,
10/31/2006,,69.134399,,22.68313,27.333107,,46.989311,,60.240002,,,,60.722202,34.496212,66.530342,27.83666,108.517403,,,50.088314,,67.677147,60.702534,
11/1/2006,,69.253273,,22.97382,27.058716,,46.785156,,61.360001,,,,60.933037,34.444645,65.447586,27.326929,107.731323,,,49.661507,,67.725334,61.038387,
11/2/2006,,69.177238,,22.805031,27.143143,,46.88723,,61.919998,,,,60.764652,34.547771,65.430656,27.249172,107.613373,,,48.704224,,67.708466,60.787395,
11/3/2006,,68.817749,,23.086344,27.22757,,46.649055,,62.299999,,,,60.303551,34.403393,65.667473,27.335564,107.46402,,,48.228657,,67.581612,60.068153,
11/6/2006,,68.817749,,23.489555,27.873962,,46.955284,,61.889999,,,,60.36211,34.894978,66.293495,27.7589,108.729683,,,48.643276,,67.573189,60.244576,
11/7/2006,,68.990608,,23.433294,27.755245,,46.88723,,62.040001,,,,60.567051,35.114979,66.589539,27.82802,109.130623,,,48.185974,,67.657684,60.52272,
11/8/2006,,69.177238,,23.405163,27.826469,,46.37685,,61.110001,,,,60.698784,35.224979,67.004051,28.022413,109.319283,,,48.295734,,67.691513,60.739853,
11/9/2006,,69.19796,,23.714609,27.92145,,45.798412,,62.950001,,,,60.691517,35.156231,66.674149,27.750277,108.769012,,,48.417686,,67.683075,60.705948,
11/10/2006,,69.35006,,23.217623,27.961021,,45.730362,,62.490002,,,,60.823219,35.273106,67.037857,27.918736,108.894821,,,48.624977,,67.733803,60.970516,
11/13/2006,,69.267105,,23.048834,28.056009,,45.254005,,62.189999,,,,60.793938,35.173416,67.113991,28.035378,109.130623,,,48.71032,,67.733803,60.956989,
