Date,ALB,AMCR,APD,AVY,BLL,CE,CF,CTVA,DD,DOW,ECL,EMN,FCX,FMC,IFF,IP,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK,XLB
1/2/1998,8.3786,,25.4636,25.5407,1.7794,,,,,,10.7387,15.2905,4.9175,11.2177,31.0573,23.2444,,,27.4883,27.5446,23.3447,6.9162,,16.5001,24.0122,19.1607,23.8937,,
1/5/1998,8.3786,,25.4849,25.3565,1.7704,,,,,,10.8353,15.3211,4.8589,11.1862,30.797,23.7266,,,27.5849,26.3606,22.2241,6.8373,,16.6264,24.2805,19.0301,24.1062,,
1/6/1998,8.2707,,24.9303,25.322,1.7386,,,,,,10.7387,15.2905,4.7818,11.1862,28.4122,23.8231,,,27.674,26.1057,22.4187,6.5906,,16.5546,24.0355,19.4562,23.8228,,
1/7/1998,8.1175,,24.6469,25.2529,1.72,,,,,,10.7155,15.0998,4.8404,11.0006,27.9946,23.6623,,,27.5329,25.8015,22.0841,6.5737,,16.5374,23.6233,19.2431,23.4049,,
1/8/1998,8.0304,,24.3209,24.6371,1.6978,,,,,,10.6304,15.0363,4.6862,10.8962,27.5406,23.0193,,,27.7186,25.6946,20.769,6.5737,,16.3222,23.0167,18.5559,23.0791,,
1/9/1998,7.7936,,23.3701,23.9177,1.5718,,,,,,10.5106,14.8277,4.4363,10.3791,26.784,21.9584,,,26.9757,24.412,19.6951,6.2734,,15.5675,22.0912,18.2122,22.4298,,
1/12/1998,7.9015,,23.6169,24.0616,1.6444,,,,,,10.4739,14.9091,4.319,10.6277,26.9353,21.5726,,,26.9757,24.9217,18.5824,6.4849,,15.5675,21.7762,18.3428,22.4015,,
1/13/1998,7.9224,,23.4067,24.3897,1.6126,,,,,,10.4623,14.7489,4.4918,10.5647,26.6327,21.9262,,,27.3992,25.078,19.6484,6.3791,,15.2978,21.7023,18.3841,22.7108,,
1/14/1998,7.7065,,23.559,24.6026,1.5592,,,,,,10.4623,14.9244,4.4517,10.6062,26.784,22.087,,,27.2134,25.2835,19.4072,6.3791,,15.622,22.1651,18.6452,22.9611,,
1/15/1998,7.6195,,23.6748,24.2458,1.5592,,,,,,10.3772,14.8125,4.3929,10.4206,27.2743,21.6047,,,26.9311,25.3904,20.2321,6.3523,,15.8372,22.4334,18.6865,23.1098,,
1/16/1998,7.6404,,24.0375,24.8903,1.597,,,,,,10.7502,15.1456,4.3929,10.6062,27.5406,22.4406,,,27.1168,25.5384,21.0569,6.5469,,16.107,23.0634,18.7689,23.3294,,
1/20/1998,7.7065,,24.074,24.4932,1.5718,,,,,,10.6807,15.1151,4.3929,10.6575,27.238,23.6301,,,27.1168,25.9495,20.6211,6.7499,,16.4657,23.7711,18.6865,23.4474,,
1/21/1998,7.6195,,23.9217,24.8903,1.6126,,,,,,10.6536,14.9549,4.3341,10.6161,27.5043,23.373,,,26.7454,25.9989,21.1581,6.7146,,16.3566,23.4056,18.3841,23.2279,,
1/22/1998,7.5742,,23.9796,24.5335,1.537,,,,,,10.7039,14.9879,4.1607,10.6161,27.1653,23.4694,,,26.8865,25.6453,20.769,6.5821,,16.2304,23.1878,18.3841,22.8737,,
1/23/1998,7.4871,,23.8851,24.4242,1.5436,,,,,,10.584,14.9091,4.3155,10.6691,26.4087,22.9872,,,26.9757,25.1273,23.3914,6.4496,,15.6048,23.1878,18.0817,23.124,,
1/26/1998,7.421,,24.1136,24.8213,1.5779,,,,,,10.584,14.9244,4.3341,10.7205,26.4813,23.4694,,,26.9757,25.4891,22.2241,6.4581,,16.0697,22.8456,18.5146,23.5065,,
1/27/1998,7.5533,,24.5311,25.109,1.5622,,,,,,10.557,14.7972,4.4517,10.8233,26.33,23.5016,,,26.9311,25.4397,22.6132,6.5384,,16.3739,23.5261,19.2431,23.464,,
1/28/1998,7.8145,,24.3209,25.2126,1.6,,,,,,10.5106,14.9549,4.4888,11.0304,26.5964,24.4339,,,27.4883,25.9002,22.8622,6.7583,,16.2505,24.1094,19.6761,23.124,,
1/29/1998,7.6195,,24.2843,25.4658,1.6252,,,,,,10.4371,15.2575,4.6251,11.1348,26.1787,24.5303,,,28.0901,26.5169,21.8351,6.7316,,16.2849,24.2066,19.9304,23.3742,,
1/30/1998,7.7065,,24.4367,25.8284,1.6378,,,,,,10.584,15.1456,4.5477,11.1448,25.5734,23.5016,,,28.2312,26.5169,22.1774,6.7146,,16.4657,24.4516,19.6761,23.2562,,
2/2/1998,7.9015,,25.4636,26.3636,1.6126,,,,,,10.6807,15.3694,4.5662,11.3005,26.4813,24.4982,,,28.885,27.9064,21.7884,6.9698,,16.9679,24.6927,19.8479,23.5655,,
2/3/1998,7.9224,,25.6556,26.6917,1.6378,,,,,,10.7271,15.3694,4.5074,11.3005,26.6327,25.1733,,,28.2312,28.2682,20.5278,7.1023,,16.9478,24.6927,20.1915,23.5372,,
2/4/1998,7.9224,,25.4088,27.1578,1.6408,,,,,,10.5338,15.2905,4.7024,11.4149,26.33,24.4982,,,28.0901,28.3175,21.5938,7.0318,,17.1113,24.7666,20.0197,23.8701,,
2/5/1998,8.0548,,25.5794,27.1923,1.6348,,,,,,10.6072,15.2727,4.6622,11.5905,26.5177,24.1767,,,28.2312,28.5724,21.5938,6.9614,,17.1831,24.7899,19.7998,23.6812,,
2/6/1998,7.9886,,25.8262,27.624,1.6192,,,,,,10.6807,15.2575,4.7984,11.569,26.215,24.5625,,,28.4615,27.7995,21.9829,6.9162,,17.6479,24.4749,19.9716,23.7284,,
2/9/1998,8.0966,,25.2564,28.5217,1.6222,,,,,,10.7039,15.3694,4.9161,11.3933,26.0637,24.5625,,,28.7884,27.3391,22.5432,6.8641,,17.3782,23.8916,20.2328,23.9645,,
2/10/1998,8.0548,,26.2072,28.5966,1.6156,,,,,,10.8971,15.7991,4.9346,11.7049,26.7477,24.466,,,29.0707,27.9064,21.959,6.8909,,17.272,23.9655,20.8307,23.9645,,
2/11/1998,8.2707,,25.8659,28.2743,1.6192,,,,,,10.8739,15.9568,4.817,11.7878,26.7114,24.7875,,,28.9742,27.9558,21.6162,6.9162,,17.4499,23.9655,20.707,23.582,,
2/12/1998,8.3159,,26.0365,28.4182,1.6066,,,,,,10.8739,16.0992,4.7798,11.7977,26.784,24.7232,,,28.6027,27.9558,22.2004,6.943,,17.7111,23.7205,20.8788,23.1381,,
2/13/1998,8.2498,,26.2072,28.4182,1.6096,,,,,,10.8005,15.9263,4.721,11.7762,26.6327,24.7554,,,28.5135,28.778,22.4964,6.8909,,17.4398,23.4289,20.7895,23.1381,,
2/17/1998,8.2498,,26.2651,29.3505,1.6222,,,,,,10.9435,15.9415,4.5848,11.622,26.669,24.9483,,,27.8598,29.7564,21.4682,6.8204,,17.6014,23.5261,21.2637,23.1688,,
2/18/1998,8.2045,,26.4753,29.5289,1.6282,,,,,,10.9203,16.0534,4.6251,11.859,27.014,25.0432,,,28.0901,29.9127,21.4215,6.7851,,17.8554,23.7205,21.6898,23.4049,,
2/19/1998,8.3159,,26.4936,29.8166,1.6222,,,,,,10.7502,16.1958,4.4517,11.6635,27.1653,24.6878,,,28.0901,30.4224,21.2267,6.7668,,17.6563,23.5494,21.6898,23.6576,,
2/20/1998,8.3577,,26.6826,31.2208,1.6222,,,,,,10.9938,16.3077,4.3743,11.7662,27.7706,24.8816,,,27.9043,30.4718,20.9853,6.8105,,17.89,23.4056,21.7791,23.7048,,
2/23/1998,8.4657,,26.4936,30.536,1.6252,,,,,,10.9938,16.2111,4.2752,11.7347,27.6919,24.5585,,,27.7186,30.5211,21.032,6.9346,,18.1064,23.4056,21.5179,23.6597,,
2/24/1998,8.3159,,25.8445,28.8498,1.6252,,,,,,10.9435,16.2441,4.2969,11.6635,27.5406,24.3,,,27.674,30.2169,20.7438,7.022,,18.3401,23.2111,21.1743,23.3322,,
2/25/1998,8.1418,,25.6739,28.7404,1.6474,,,,,,11.0904,16.4654,4.5291,11.7347,27.7282,24.4939,,,27.8598,30.0607,21.0787,7.0488,,18.216,23.7205,21.3461,23.6882,,
2/26/1998,8.4657,,25.6739,28.3433,1.661,,,,,,11.1136,16.5925,4.5291,11.8905,27.9219,24.2677,,,28.4188,30.628,22.3484,7.146,,18.9374,25.0077,21.987,23.8519,,
2/27/1998,8.4901,,25.5794,29.0627,1.6519,,,,,,11.1368,16.6561,4.6622,11.9949,27.8432,24.1061,,,28.3666,31.4009,22.5899,7.2602,,18.7008,26.1743,23.0629,23.8757,,
3/2/1998,8.511,,25.5032,28.8958,1.6645,,,,,,11.2335,16.768,4.721,12.1192,27.9946,24.8816,,,28.4635,31.7545,22.3952,7.3659,,18.594,26.1743,23.1939,24.1605,,
3/3/1998,8.706,,25.5977,29.4391,1.6706,,,,,,11.2103,16.9434,4.5848,12.0463,27.6919,24.817,,,28.4188,31.9107,21.959,7.4449,,18.7383,26.007,23.4491,24.0418,,
3/4/1998,8.511,,25.4453,29.5084,1.658,,,,,,11.1639,16.768,4.43,11.6834,27.8796,25.0755,,,28.1803,31.4009,21.7642,7.4801,,18.8104,25.7621,23.4905,23.6739,,
3/5/1998,8.6851,,25.0827,29.3639,1.661,,,,,,11.0402,16.6256,4.4114,11.7347,28.0733,24.7524,,,28.7914,30.9322,21.1333,7.4012,,18.8278,25.9332,23.3664,23.5695,,
3/6/1998,8.598,,25.0065,29.8725,1.6772,,,,,,11.2605,16.9104,4.3743,11.859,28.8299,25.2694,,,29.5367,30.3238,21.6162,7.3927,,18.8999,26.1276,24.0078,24.2317,,
3/9/1998,8.5528,,25.0827,29.728,1.6453,,,,,,11.1368,16.8464,4.43,11.8292,29.0901,25.8834,,,29.7231,30.4224,22.3484,7.3222,,18.8278,25.9565,23.6629,24.3029,,
3/10/1998,8.706,,25.0827,29.9823,1.6802,,,,,,11.1136,16.9104,4.4114,12.0247,29.0901,26.0772,,,30.5131,30.4718,22.4419,7.3575,,18.8826,27.0259,23.5802,24.7775,,
3/11/1998,8.6642,,24.8541,29.9072,1.6833,,,,,,11.2103,16.9283,4.3155,12.1291,28.9025,26.8205,,,32.1453,30.3731,21.7175,7.4985,,18.8999,26.7342,23.7112,24.5402,,
3/12/1998,8.6294,,25.0827,30.1615,1.661,,,,,,10.9938,16.767,4.3341,12.0778,28.4485,26.6912,,,32.0484,30.5211,21.7642,7.4449,,18.8826,26.5165,23.3181,24.9437,,
3/13/1998,8.6084,,24.8359,29.6529,1.6519,,,,,,10.9339,16.8157,4.4888,12.0662,28.5272,26.3681,,,32.518,30.5787,21.7642,7.5422,,18.6113,26.4659,23.6215,24.825,,
3/16/1998,8.8041,,25.104,29.6933,1.6519,,,,,,11.0076,16.9283,4.7984,12.1606,28.3759,27.1759,,,33.2111,30.4224,21.663,7.4548,,19.2981,26.4659,24.1802,25.2047,,
3/17/1998,8.7377,,25.2168,29.8378,1.6549,,,,,,11.2985,17.1356,5.108,12.3048,28.7149,26.7558,,,34.7986,30.2169,21.032,7.8241,,18.8826,26.7575,24.0078,25.8218,,
3/18/1998,8.6958,,25.3691,30.1268,1.6392,,,,,,11.2985,17.215,5.0492,12.1706,28.9388,25.851,,,34.985,30.4224,21.032,7.8946,,19.0615,26.3687,23.794,26.249,,
3/19/1998,8.7377,,25.3691,30.1961,1.6139,,,,,,11.248,17.215,5.2256,12.3264,28.3335,25.851,,,35.0744,30.5211,21.18,8.0003,,19.2433,25.8126,24.0974,26.3677,,
3/20/1998,8.8041,,25.2168,30.2713,1.5947,,,,,,11.1278,17.1996,5.1668,12.4092,28.5272,25.7864,,,34.3813,30.3731,20.6425,8.0271,,19.226,25.9565,23.8836,26.2015,,
3/23/1998,8.8251,,25.4088,30.4851,1.6139,,,,,,11.1511,17.1843,5.4764,12.4705,27.7706,25.6572,,,33.308,30.4718,22.4964,7.9834,,19.477,25.9798,23.794,26.2965,,
3/24/1998,8.9579,,25.5032,30.5949,1.6073,,,,,,11.1511,17.215,5.9005,12.5749,27.8432,25.3987,,,33.2633,30.3731,22.2472,7.9482,,19.5318,25.8126,24.056,26.3914,,
3/25/1998,8.8041,,25.4453,30.8087,1.6392,,,,,,11.0076,17.215,5.9779,12.6462,28.3375,25.3663,,,32.2795,30.9322,22.3017,7.8861,,19.5145,26.1276,24.056,26.9373,,
3/26/1998,8.6713,,25.1802,30.5198,1.6453,,,,,,11.0076,17.2304,5.9222,12.7506,28.4534,25.3017,,,32.19,31.5571,24.0544,7.8678,,19.5866,25.8593,23.925,26.1066,,
3/27/1998,8.6503,,24.9882,30.0517,1.658,,,,,,10.9804,17.1203,6.2317,12.9163,28.6792,25.1078,,,33.1664,31.6558,24.2491,7.8058,,19.3327,25.7621,23.794,25.9405,,
3/30/1998,8.7377,,24.9852,30.3406,1.658,,,,,,11.0308,17.087,6.3277,12.9263,28.6792,25.2048,,,32.3764,31.0391,23.8596,7.7352,,19.1711,25.7387,23.8353,25.9879,,
3/31/1998,8.8251,,25.3491,30.8492,1.658,,,,,,11.248,17.2636,6.1729,13.0091,28.7585,24.2354,,,32.19,31.294,23.8051,7.6914,,19.604,25.4704,24.5733,25.9879,,
4/1/1998,8.9334,,25.2329,31.1728,1.6833,,,,,,11.4187,17.343,5.9222,13.3919,28.9111,25.1078,,,32.6074,31.812,23.3689,7.8764,,19.8377,25.1554,25.5182,26.4863,,
4/2/1998,9.0872,,25.3094,31.7854,1.7056,,,,,,11.4924,17.6323,5.9407,13.5891,28.9477,25.8187,,,34.1428,31.9107,23.6649,7.9909,,19.9473,25.4238,25.863,26.4389,,
4/3/1998,8.9125,,25.3491,31.2422,1.7116,,,,,,11.5157,17.6143,6.2101,13.4864,28.7585,25.4956,,,35.0297,31.5571,25.6123,7.9118,,19.855,25.3499,25.5182,25.9167,,
4/6/1998,8.7377,,25.4623,31.2075,1.6929,,,,,,11.5389,17.4403,6.5196,13.3091,28.6792,25.334,,,34.9402,30.7842,25.7525,7.9301,,19.5866,25.0582,25.0009,26.2253,,
4/7/1998,8.6713,,25.3491,30.8839,1.6929,,,,,,11.345,17.8063,6.3463,13.1964,28.2582,24.9139,,,34.9402,30.7842,24.8801,7.9202,,19.7655,24.9338,24.4423,26.2253,,
4/8/1998,8.7587,,25.2146,30.9937,1.7309,,,,,,11.2985,17.791,6.2503,13.092,28.069,24.817,,,34.8881,30.7349,25.807,7.7888,,19.7107,24.6694,24.3112,25.6557,,
4/9/1998,8.6713,,25.3491,31.1728,1.8002,,,,,,11.442,17.9676,6.077,13.1434,27.8432,24.9139,,,35.1266,30.8336,25.3163,7.9386,,19.9819,24.4983,24.525,26.1778,,
4/13/1998,8.7167,,25.1198,30.8087,1.7876,,,,,,11.1045,17.8242,6.3463,13.092,27.8799,26.3681,,,35.216,30.9322,25.1683,8.1067,,19.7655,24.2299,24.6561,26.0354,,
4/14/1998,8.9998,,25.6336,30.9185,1.7719,,,,,,11.3954,18.2876,6.4206,13.1235,28.0324,28.113,,,35.775,31.5571,24.8801,8.2028,,20.2705,24.8638,24.8285,26.7474,,
4/15/1998,8.8461,,26.1505,31.5716,1.7749,,,,,,11.6359,18.5589,6.3027,13.0721,27.9958,27.6929,,,35.6855,31.4502,25.0281,8.3441,,20.3426,24.716,24.6561,26.7237,,
4/16/1998,8.8461,,26.0557,31.5716,1.7972,,,,,,11.5894,18.5922,6.3027,13.0091,27.7639,27.8545,,,35.4992,30.9322,25.2695,8.142,,20.3801,24.3777,24.4423,27.1509,,
4/17/1998,8.9579,,26.6674,31.9299,1.8195,,,,,,11.7096,18.6716,6.284,13.2163,28.5633,28.21,,,36.334,30.628,24.7321,8.2734,,21.064,24.0627,24.8285,28.2663,,
4/20/1998,9.0208,,26.5726,31.9646,1.8164,,,,,,11.9501,18.2389,6.0141,13.155,28.8318,27.5637,,,35.7303,30.6773,24.4438,8.3441,,21.1188,24.3272,24.4836,27.3882,,
4/21/1998,8.8705,,27.1445,31.6409,1.8195,,,,,,12.2681,18.2876,6.1692,13.1019,29.1002,28.5331,,,36.334,31.146,26.0018,8.265,,21.1361,24.4516,24.6974,27.673,,
4/22/1998,8.9998,,26.8968,31.2075,2.0316,,,,,,12.1207,18.3823,6.2654,13.0605,29.5945,28.1453,,,36.0582,30.7842,26.9755,8.2127,,21.191,23.8411,24.1388,28.0053,,
4/23/1998,8.8041,,27.2026,31.5716,2.0346,,,,,,12.144,18.047,6.2654,12.9362,29.7104,27.8545,,,36.006,30.4224,26.6795,8.3978,,20.686,23.7711,23.4077,27.3645,,
4/24/1998,8.6958,,27.2393,31.7507,1.9744,,,,,,12.047,17.6323,6.2065,12.7705,29.8264,27.4344,,,35.9613,29.6002,25.9472,8.2127,,20.3253,22.6512,23.0215,27.1271,,
4/27/1998,8.6084,,26.9335,30.3406,1.9648,,,,,,11.9772,17.6783,6.0327,12.6578,29.2894,26.5296,,,34.0086,29.6002,24.6853,8.1505,,20.2532,22.8456,22.8008,26.3677,,
4/28/1998,8.6503,,26.6674,30.1961,1.9683,,,,,,12.0005,17.3763,5.9737,12.6462,29.2894,26.8851,,,35.1713,29.0904,24.9268,8.053,,20.3801,23.2578,23.1939,27.0559,,
4/29/1998,8.6958,,26.5726,30.3406,1.9491,,,,,,12.0238,17.3763,5.9551,12.6677,29.7104,26.7881,,,34.7539,28.5724,25.6123,8.2212,,20.3253,23.915,23.2767,26.7711,,
4/30/1998,8.6958,,26.5909,30.2713,1.9556,,,,,,12.2914,17.599,5.8589,12.8533,29.863,26.982,,,34.985,29.6002,25.0748,8.4684,,20.3975,24.3777,24.5733,27.317,,
5/1/1998,8.7587,,26.6674,30.3406,1.9713,,,,,,12.3884,17.599,5.6448,12.8119,30.4732,27.1759,,,35.775,29.6989,24.1478,8.4854,,20.5764,24.5955,24.4009,27.8391,,
5/4/1998,8.8915,,27.1843,30.774,1.9556,,,,,,12.3651,17.9036,5.6262,12.8119,30.4732,27.6606,,,36.1476,29.6002,24.2491,8.45,,20.686,24.5216,24.2285,27.5306,,
5/5/1998,8.5839,,26.9549,30.4851,1.9364,,,,,,12.5086,17.6783,5.5858,12.6992,30.4366,27.079,,,35.8719,29.6002,24.3893,8.4684,,20.7408,24.4516,24.4423,27.3882,,
5/6/1998,8.563,,26.857,29.8725,1.9303,,,,,,12.2177,17.5043,5.3531,12.6263,30.1315,27.3698,,,35.0297,29.3453,24.1478,8.3893,,20.308,21.2163,23.925,27.317,,
5/7/1998,8.563,,26.6276,29.3639,1.8888,,,,,,12.241,17.471,5.0831,12.5948,30.1315,26.9174,,,34.6123,28.5724,23.3689,8.1774,,20.3397,21.0218,23.6629,26.7949,,
5/8/1998,8.6958,,26.8203,29.6529,1.9141,,,,,,12.5823,17.663,5.1017,12.7605,30.0155,27.079,,,35.5887,28.4162,23.6104,8.2212,,20.7545,20.318,23.7526,26.8661,,
5/11/1998,8.7167,,26.9335,29.4391,1.9207,,,,,,12.4853,17.8396,5.2941,12.7705,30.1315,27.4021,,,35.216,29.1891,23.7584,8.159,,20.9546,21.3135,23.8353,26.6525,,
5/12/1998,8.7377,,27.5268,29.3639,1.9177,,,,,,12.559,17.855,5.2165,12.7821,30.3939,28.0484,,,34.7986,28.7287,22.9327,8.1152,,21.8247,21.1929,23.6629,27.0085,,
5/13/1998,8.9125,,27.6033,29.5835,1.9334,,,,,,12.4116,18.0956,5.1607,12.7605,30.3939,28.113,,,34.657,28.3669,22.8314,8.0968,,22.1321,21.5079,24.0974,27.3645,,
5/14/1998,8.8251,,27.5268,29.7974,1.9177,,,,,,12.2681,18.0956,5.0428,12.7191,30.3206,28.4362,,,35.6334,28.3175,23.2209,8.0799,,22.0422,21.364,23.8836,27.2221,,
5/15/1998,8.7587,,27.1262,29.075,1.9081,,,,,,12.3651,18.0802,5.0831,12.6677,30.0522,27.5314,,,34.2844,28.3669,23.3221,8.0361,,21.9871,21.1696,23.8353,26.961,,
5/18/1998,8.7587,,26.8968,28.7513,1.8858,,,,,,12.1944,17.8703,5.0614,12.4506,29.9362,27.2405,,,34.3291,28.3669,22.3017,7.7705,,21.9146,21.0491,23.794,26.9373,,
5/19/1998,8.9334,,26.7438,28.7513,1.9177,,,,,,12.2177,17.791,5.0241,12.439,29.8996,27.0467,,,34.6123,28.3175,21.8577,7.7888,,22.0799,21.1929,23.1043,27.0322,,
5/20/1998,9.0208,,27.0497,28.9709,1.9298,,,,,,12.144,17.8396,5.1793,12.5633,29.8264,27.4652,,,34.3291,27.9558,21.663,7.8948,,21.8798,21.2668,22.5818,27.101,,
5/21/1998,8.8705,,27.0099,29.0403,1.9268,,,,,,12.1944,17.6963,5.3934,12.5335,29.7471,26.9133,,,34.5676,27.7009,21.6162,7.8496,,21.8798,21.0491,23.3154,27.3645,,
5/22/1998,8.8705,,26.9151,29.5084,1.905,,,,,,12.3147,17.6963,5.3158,12.4606,29.5579,26.3614,,,34.098,27.3391,21.3747,7.6476,,21.8247,21.1463,23.4469,26.942,,
5/26/1998,8.6503,,26.2086,29.4391,1.9744,,,,,,12.1207,17.4863,5.0428,12.7605,29.4786,25.8095,,,35.0297,26.5662,20.549,7.5063,,21.3345,20.8546,23.0109,26.489,,
5/27/1998,8.3882,,26.1505,29.2599,1.9617,,,,,,12.0005,17.3276,5.2569,12.6263,29.1735,24.9979,,,34.426,26.8786,19.7155,7.4173,,21.0097,20.5124,22.4919,26.9897,,
5/28/1998,8.3882,,26.5909,29.6182,2.0139,,,,,,12.047,17.151,5.1979,12.7506,29.3687,24.381,,,34.8433,26.6731,19.9103,7.4173,,21.3171,20.9752,23.0524,27.2996,,
5/29/1998,8.4966,,26.6093,29.9418,2.0042,,,,,,11.9772,17.151,5.1979,12.6677,29.2894,23.8941,,,34.3726,26.7224,19.4273,7.276,,21.1373,20.8041,23.0109,27.0612,,
6/1/1998,8.4092,,26.7805,30.3522,2.0073,,,,,,11.9772,17.023,4.9838,12.792,29.442,24.381,,,34.2829,26.8786,18.6016,7.0909,,21.2446,20.8546,23.2255,27.1089,,
6/2/1998,8.4756,,26.802,30.8976,1.9818,,,,,,11.8803,16.7824,5.0241,12.7821,28.8318,24.4135,,,35.1198,26.5662,19.1313,6.9228,,21.4999,20.318,23.1424,27.1089,,
6/3/1998,8.3672,,26.802,30.2477,1.9757,,,,,,11.8066,16.639,5.0428,12.7291,28.4107,24.4135,,,34.1409,26.3606,19.1859,7.0019,,21.4274,20.6096,23.3154,27.1804,,
6/4/1998,8.4756,,26.7438,30.1375,1.9976,,,,,,11.9501,16.6237,5.1203,12.4705,28.7158,24.7382,,,34.1858,26.1551,18.9911,7.0471,,21.2272,20.318,23.1424,27.3235,,
6/5/1998,8.6294,,26.6093,30.7873,2.0357,,,,,,12.0742,17.087,5.2569,12.5948,28.6792,24.6408,,,34.2306,26.41,19.3261,7.0909,,21.7522,19.9797,23.0109,27.1566,,
6/8/1998,8.542,,26.857,31.1529,2.052,,,,,,12.0975,17.0077,5.412,12.5534,29.0636,24.8031,,,34.3278,26.262,20.3543,7.2053,,21.7174,19.8553,22.5818,27.1566,,
6/9/1998,8.4546,,26.6857,31.5533,2.0327,,,,,,12.0975,17.215,5.2941,12.4291,28.9111,24.381,,,34.2306,26.5169,19.6454,7.2138,,21.7522,19.7347,23.0109,26.7274,,
6/10/1998,8.3008,,26.7255,30.8628,2.0296,,,,,,12.0238,17.0537,5.1979,12.3264,28.8684,23.9915,,,34.2306,24.7655,19.3491,7.0104,,20.8647,19.5403,22.7064,26.6583,,
6/11/1998,8.1575,,26.5144,30.2477,1.9818,,,,,,11.5894,16.8003,5.0428,11.9634,27.5748,23.2772,,,33.0649,25.0286,17.8439,6.8168,,20.8096,19.2992,22.7064,26.6559,,
6/12/1998,8.0031,,26.0557,29.9576,2.0357,,,,,,11.8899,16.4782,4.9652,11.9319,27.4588,23.3422,,,32.6465,25.3904,17.6957,6.6049,,20.392,19.0309,22.5818,26.7036,,
6/15/1998,7.961,,25.6734,28.7217,1.9757,,,,,,11.9172,16.0272,4.869,11.6519,27.2697,22.8227,,,32.3177,25.078,17.064,6.5781,,20.0497,18.5915,21.6268,26.489,,
6/16/1998,8.0488,,26.3829,29.1221,1.9722,,,,,,12.0845,15.9937,4.9838,11.7148,27.3856,22.6604,,,33.2517,25.3904,17.9375,6.6586,,20.2295,18.2298,22.1874,26.4652,,
6/17/1998,7.8944,,26.6093,29.2671,2.0327,,,,,,12.1818,16.4782,5.1793,11.7762,27.5748,23.1474,,,33.9541,24.9217,18.0389,6.6402,,20.1744,15.7489,22.6649,27.2996,,
6/18/1998,7.6523,,26.493,30.1723,2.0484,,,,,,12.3063,16.4447,4.7914,11.7049,27.648,22.9526,,,33.3489,25.2342,17.8907,6.5879,,20.0845,14.8739,21.3223,27.0374,,
6/19/1998,7.719,,24.4316,30.2071,2.0327,,,,,,12.0378,16.1715,4.7324,11.4563,27.2697,22.8552,,,32.4597,25.3904,18.1792,6.6049,,18.9969,14.5823,21.2393,26.2983,,
6/22/1998,7.6979,,24.3949,29.946,2.0139,,,,,,12.0611,15.9782,4.6176,11.2492,26.7754,22.6604,,,32.4148,25.078,17.5475,6.5427,,18.4546,14.3879,21.1977,26.3221,,
6/23/1998,7.6523,,24.7007,30.4276,1.9818,,,,,,12.1584,15.7849,4.6548,11.2376,26.6961,22.563,,,33.0649,24.9793,17.9375,6.4905,,19.0868,14.7534,21.9313,25.6784,,
6/24/1998,7.6768,,24.8108,30.4624,1.9849,,,,,,12.3296,15.9627,4.6548,11.4348,26.6534,22.6279,,,32.6017,24.3051,17.3526,6.4551,,19.2521,14.4112,22.1043,25.0346,,
6/25/1998,7.719,,24.1991,30.828,1.9788,,,,,,12.2557,15.8983,4.6952,11.3204,26.5795,22.4656,,,32.8333,24.412,17.7425,6.3223,,19.1245,14.3879,22.4504,25.0108,,
6/26/1998,7.8067,,24.089,30.7873,2.0169,,,,,,12.3296,16.0916,4.81,11.3933,26.8503,22.7903,,,32.5045,24.5682,17.5007,6.5074,,19.3595,14.1701,22.4088,25.0584,,
6/29/1998,7.6979,,23.8872,30.6075,2.02,,,,,,12.4269,15.9782,4.7138,11.3735,26.9611,22.2708,,,32.3625,24.2557,17.3058,6.489,,19.432,14.2168,22.4088,25.5115,,
6/30/1998,7.74,,24.5753,31.1877,2.0423,,,,,,12.0611,16.0426,4.7138,11.3005,26.7334,22.3358,,,33.6254,24.7655,18.4288,6.5159,,20.1744,14.2907,22.9279,25.4399,,
7/1/1998,8.0909,,23.8073,31.913,2.0611,,,,,,12.0845,15.8184,4.6735,11.4149,27.0411,22.4981,,,33.999,24.7162,17.9375,6.5952,,20.302,13.9757,23.0109,26.036,,
7/2/1998,8.1786,,23.4264,31.7679,2.1821,,,,,,12.1584,16.0426,4.6952,11.3519,26.7703,22.5305,,,33.2069,24.8231,17.7893,6.5343,,20.302,13.9018,23.1424,25.9406,,
7/6/1998,8.3786,,24.3049,32.1335,2.1821,,,,,,12.4269,16.0272,4.751,11.4861,26.5426,22.7253,,,33.6254,24.6175,17.5943,6.4536,,20.4471,13.7074,23.5715,26.2983,,
7/7/1998,8.3786,,24.348,32.6035,2.2232,,,,,,11.9639,15.8493,4.869,11.2492,26.4257,22.6279,,,34.5594,24.4613,17.9375,6.3927,,20.3194,14.0223,23.2255,26.3221,,
7/8/1998,8.7715,,24.2312,32.8936,2.2105,,,,,,12.5008,15.6251,4.7914,11.2906,25.8472,22.7253,,,34.4174,24.2557,17.5007,6.4012,,20.3397,14.6328,23.9175,26.0837,,
7/9/1998,8.5751,,23.6537,33.6885,2.1882,,,,,,12.5008,15.705,4.6735,11.0834,25.5025,22.5305,,,34.7014,23.9433,17.2044,6.5159,,19.7046,14.6795,23.2739,26.2506,,
