Date,AAP,AMZN,APTV,AZO,BBY,BKNG,BWA,CCL,CMG,CPRI,DG,DHI,DLTR,DRI,EBAY,EXPE,F,FL,GM,GPC,GPS,GRMN,HAS,HBI,HD,HLT,HOG,HRB,JWN,KMX,KSS,LB,LEG,LEN,LKQ,LOW,M,MAR,MAT,MCD,MGM,MHK,NCLH,NKE,NWL,ORLY,PHM,PVH,RCL,RL,ROST,SBUX,TGT,TIF,TJX,TPR,TSCO,UA,UAA,ULTA,VFC,WHR,WYNN,YUM,XLY
5/27/2010,50.2162,126.7,,192,32.5016,197.59,17.7152,28.8015,143.99,,29.0915,11.1608,20.8433,28.6767,9.3133,18.9582,8.4918,12.133,,31.3304,17.2945,21.8085,31.5929,5.6154,28.0202,,25.642,11.7736,30.1367,22.29,38.3612,13.9299,16.8455,16.5445,9.31,21.3019,16.8406,28.6613,15.5815,51.6357,12.3743,57.3,,16.5007,13.8837,50.67,10.2229,55.2799,25.6972,77.6969,11.6323,11.2868,42.9802,39.3141,10.2639,33.0841,15.6151,,4.3388,24.3155,15.8383,84.5559,57.4951,24.867,28.794046
5/28/2010,50.6369,125.46,,190.88,32.5092,191.16,17.3428,28.3708,142.28,,28.7022,11.0251,20.8633,28.126,9.1008,18.5453,8.3076,12.0441,,31.0778,17.145,22.1247,31.2658,5.5163,27.4606,,24.9162,11.6576,29.9707,21.73,38.5359,13.6176,16.6665,16.2903,9.21,20.9881,16.9628,28.1811,15.5528,51.3822,12.0269,56.16,,16.1613,13.6784,51.02,10.2046,53.9877,25.0578,76.4472,11.4639,11.2304,42.3741,38.1144,10.1412,32.4216,15.4577,,4.2112,25.2944,15.7406,84.3781,57.08,24.5967,28.356049
6/1/2010,49.277,123.24,,191.46,31.332,185.01,16.9611,27.9323,141.25,,28.9965,10.6452,20.5633,28.2636,8.9095,18.0636,8.081,11.6725,,30.5651,16.8226,21.1298,30.6506,5.4071,27.3927,,24.1491,11.4764,29.6309,21.14,38.5435,13.8203,16.466,15.3769,8.96,20.5981,16.7108,27.7009,15.2656,50.9903,11.7469,53.88,,15.8933,13.6784,50.62,9.5817,51.4328,25.0751,74.4141,11.5229,11.148,41.8923,37.4935,10.0988,31.7591,15.12,,4.065,24.4737,15.4313,79.9669,55.4809,24.3204,27.926807
6/2/2010,50.2358,126.31,,192.65,30.9319,189.83,18.1294,29.0051,147.61,,29.7751,10.9708,20.6767,28.9193,9.0328,18.3647,8.3926,11.8826,,31.4145,17.2473,21.8085,31.3826,5.5345,27.6622,,24.3395,11.7011,30.3859,21.88,39.1965,14.2969,16.8025,15.5841,9.135,20.7168,17.1079,28.2232,15.56,52.0737,12.0365,55.2,,16.2997,13.9904,51.39,9.8382,52.5475,25.8095,75.5494,11.9014,11.5297,42.2498,37.4264,10.2884,32.808,15.4097,,4.2162,23.3267,15.8729,83.651,56.6105,24.873,28.627607
6/3/2010,50.3727,128.76,,192.93,30.9857,185.11,18.6042,29.1069,148.9,,29.1485,10.6543,20.82,28.7226,9.4281,18.3475,8.4705,11.8906,,30.9707,17.145,21.5976,30.9621,5.6497,27.3029,,24.1905,11.8389,29.0798,22.39,39.561,14.4677,16.8097,15.3298,9.315,20.7253,17.1766,28.9562,15.5959,52.1352,12.3068,54.4,,16.5007,13.9904,51.4,9.4443,53.8101,26.1811,75.9895,12.328,11.6512,42.3353,37.3257,10.3286,33.0841,15.4212,,4.3075,23.6332,15.8953,81.8332,57.2706,25.1793,28.723961
6/4/2010,49.0716,122.77,,188.89,29.9181,178.54,17.5011,27.6387,143.81,,28.5218,10.2563,20.3117,27.7129,9.3473,17.3583,8.1447,11.2121,,30.236,16.4844,21.0837,30.4793,5.4253,26.2575,,22.6346,11.4039,27.5322,20.93,38.0271,13.6082,16.015,14.5671,9.05,19.9451,16.0616,27.1111,14.973,51.2515,11.7083,51,,15.8597,13.4403,49.635,8.9954,50.3675,24.1246,71.9762,11.9847,11.3443,41.0298,35.3458,9.9248,31.3411,14.6547,,4.0862,22.9015,15.2685,77.2766,54.3104,24.5426,27.61145
6/7/2010,47.5454,122.01,,186.09,29.1698,176.39,17.0729,27.0631,139.07,,27.7527,9.8493,20.1133,26.9786,9.1603,17.1002,7.8544,10.6951,,29.8304,16.2956,20.5698,29.9186,5.3404,25.7674,,21.5008,11.2734,27.0415,20.17,37.2071,13.1619,15.4924,13.8985,8.825,19.8348,15.7179,26.1928,14.6481,51.29,10.6273,48.68,,15.5953,13.079,48.49,8.6107,48.3058,23.0359,69.1774,11.6523,11.0786,40.4081,34.0957,9.8088,30.9928,14.2532,,3.9337,21.9818,15.0285,74.6105,51.4455,23.8879,27.08585
6/8/2010,48.3868,118.835,,188.89,29.7854,176.73,17.003,27.3763,142.03,,28.3224,9.8041,20.3067,27.1688,9.2198,16.9626,7.9464,10.8405,,30.2207,16.6181,21.3011,29.6772,5.4253,25.9798,,21.7739,11.3676,27.2605,19.63,37.5943,13.1399,15.7,13.8891,8.86,19.8179,15.7179,27.0774,14.8635,52.5386,11.0616,47.61,,15.7454,13.235,49.4,8.6107,49.3712,23.2174,69.8903,11.9792,11.2131,40.7345,34.5739,9.9873,31.5628,14.552,,4.0075,21.1809,15.1598,76.0243,53.0515,24.5607,27.313604
6/9/2010,48.6118,117.91,,188.59,30.0085,175.19,16.9239,27.1806,143.37,,28.4838,9.5328,20.47,27.4441,9.258,17.0314,7.826,10.7597,,30.3125,16.6731,21.1759,29.9342,5.4819,25.939,,21.6664,11.1041,27.419,19.21,38.1107,13.3327,15.7644,13.5878,8.94,19.7416,15.6721,27.3891,14.8635,52.4502,10.7045,47.86,,15.6894,13.3664,48.95,8.4,50.7423,23.1396,70.6472,12.1986,11.4126,40.6956,35.5975,10.043,32.3069,14.6569,,3.99,21.6555,15.3157,76.7191,52.4935,24.7529,27.348648
6/10/2010,49.1401,123.21,,187.72,30.9627,181.24,17.5942,28.4491,146.14,,28.4648,10.2201,20.8733,28.0604,9.4706,17.6723,8.0668,11.3252,,31.2018,17.3495,21.848,31.5929,5.7225,26.723,,22.6098,11.6165,28.5287,19.78,38.9459,13.7404,16.4302,14.6707,9.33,20.2164,16.2907,28.1474,15.4667,53.3031,11.0616,49.92,,16.0793,13.547,49.48,8.9496,52.5278,24.6517,73.2259,12.6089,11.7032,41.6592,36.6126,10.3107,33.3757,14.9079,,4.1625,22.1499,15.9044,80.6052,55.3516,25.2574,28.277208
6/11/2010,49.414,123.03,,189.3,31.7013,183.91,17.6035,28.4335,149.48,,28.4553,10.184,21.02,28.3817,9.6279,17.6766,8.0739,11.5595,,31.5343,17.2945,22.5991,31.4527,5.763,26.3146,,22.3864,11.6092,28.574,20.04,39.2269,13.8176,16.466,14.6424,9.44,19.9112,16.2601,28.0716,15.4738,53.4338,11.1968,50.14,,16.2093,13.6456,49.81,8.7481,52.4192,24.6258,73.4459,12.5781,11.777,41.7369,36.5874,10.2728,33.8902,15.1702,,4.2925,24.4045,15.9537,79.3691,56.3655,25.2274,28.250927
6/14/2010,49.6977,123.83,,190.66,31.5859,184.14,18.0317,28.4805,148.77,,28.6927,10.0121,20.92,28.716,9.4408,17.8916,8.1164,11.7776,,31.5498,17.3259,21.4527,31.5461,5.8075,26.184,,22.7588,11.5213,29.2988,20.83,39.7053,14.0655,16.5095,14.3599,9.455,19.8857,16.6353,28.6192,15.5708,53.2494,11.5346,53.76,,16.1847,13.6538,50.32,8.684,53.3564,25.2047,74.0796,12.4992,11.9115,42.0011,36.8811,10.2795,34.2861,15.485,,4.3412,24.2562,16.0193,79.361,56.1886,25.3355,28.329767
6/15/2010,51.0086,126.84,,194.23,29.67,185.77,19.1907,29.3105,152.92,,28.4838,10.3015,21.3333,29.0242,9.5173,18.4937,8.2864,12.0684,,32.122,17.4439,21.8612,32.5896,5.9066,26.3473,,23.0567,11.7043,30.4236,21.26,40.7455,14.3079,16.8643,14.8402,9.68,20.2928,17.0008,29.6133,15.9836,54.0946,12.133,54.55,,16.5791,13.9247,51.13,9.0962,56.2269,26.5267,72.557,12.633,12.1153,42.4285,37.5858,10.4,35.0856,15.6059,,4.4787,24.8396,16.4173,82.7946,57.7741,26.0563,29.004284
6/16/2010,50.8521,126.9,,195.41,29.3776,196.41,19.065,28.778,152.52,,28.7687,10.1659,21.1767,29.2798,9.4068,18.6056,8.2368,11.8503,,32.0138,17.0428,21.5251,33.236,5.8297,26.2493,,22.4277,11.6165,30.1971,21.6,40.4266,13.9773,16.7195,14.6424,9.695,19.6737,16.6888,29.7565,16.2206,54.0101,11.9303,53.27,,16.5455,13.8672,50.62,8.9313,54.8557,26.0688,70.5152,12.6045,12.1414,42.1021,37.2083,10.3286,34.4444,15.517,,4.6238,25.5614,16.2573,83.0532,58.2165,25.6659,28.802813
6/17/2010,50.764,125.89,,195.13,29.1006,195.26,19.1255,28.1907,151.85,,28.3889,9.8945,21.19,29.2012,9.3941,17.9604,8.1306,11.6725,,32.1452,16.6889,21.2484,33.3839,5.7549,26.0615,,22.5436,11.6604,29.5404,20.82,40.0697,13.79,16.3502,14.407,9.845,19.2328,16.5893,29.6891,16.2637,53.8256,11.7566,52.43,,16.7113,13.8098,50.38,8.7114,54.4513,26.0428,71.1576,12.6571,12.137,42.0555,36.9482,10.2394,34.199,15.1816,,4.6075,25.512,16.1239,82.2937,58.2165,25.5758,28.627607
6/18/2010,50.4705,125.83,,195.31,29.1083,193.09,19.2279,27.7287,152.74,,28.6263,9.7227,21.0067,29.1618,9.4196,18.0378,8.1164,11.5998,,32.2303,16.7046,21.0639,33.3917,5.7751,26.086,,22.1877,11.5653,29.1855,20.67,40.0166,13.5862,16.2995,13.8797,9.88,19.1819,16.4286,29.7397,16.156,53.695,11.6118,52.33,,16.7942,13.9493,49.93,8.574,54.185,25.4466,70.8056,12.5738,12.1847,41.7058,37.4966,10.2527,34.1277,15.3276,,4.6875,25.8877,16.2388,81.8898,57.8626,25.5217,28.535334
6/21/2010,50.226,122.55,,194.85,28.5312,189.25,19.4653,27.2041,151.59,,28.1325,9.5328,21.0167,28.1391,9.2963,17.5819,8.166,11.2283,,32.2071,16.4687,21.1035,32.87,5.5891,25.6694,,21.7905,11.4921,28.4835,20.37,39.4623,13.2997,16.2995,13.7196,9.89,19.0886,15.8774,29.6975,16.0339,53.7258,11.8049,51.88,,16.662,13.5306,49.66,8.3817,52.8434,25.5071,70.3039,12.3719,12.1544,41.0997,37.117,10.0564,33.3757,15.0356,,4.5838,25.2648,16.1178,83.6429,59.1079,25.7019,28.306839
6/22/2010,49.2281,122.307,,192.85,28.1695,188.95,18.7299,25.9903,145.15,,27.4299,9.2433,20.6833,27.7916,9.1645,17.5733,7.9429,11.0425,,31.4647,16.0754,21.0508,32.138,5.308,24.9997,,20.7395,11.1773,27.8493,20,38.4676,12.7763,15.9157,13.3712,9.745,18.4526,15.3568,28.7034,15.8185,52.7422,11.4767,50.36,,16.2385,13.1119,49.07,8.116,50.3576,24.0901,68.8077,12.1262,11.8117,40.6257,35.5813,9.9226,32.2278,14.4425,,4.4875,24.7704,15.6665,79.1267,57.4679,25.2214,27.674086
6/23/2010,49.8249,121.45,,196.23,28.1849,188.25,18.8555,26.0843,147.3,,27.6578,9.4695,20.8867,27.4703,9.071,17.3841,7.8119,11.2121,,31.5498,16.099,21.1496,32.0212,5.2898,24.9099,,20.6401,11.2505,27.8116,21.85,38.832,12.903,15.7202,13.8797,9.845,18.5289,15.3798,28.4085,16.0411,52.7345,11.5442,50.74,,16.2519,13.235,49.9,8.2901,50.5056,23.5803,69.3798,12.1569,11.8507,40.9288,35.4716,9.9739,32.1407,14.6866,,4.5812,24.6863,15.5967,78.9409,58.3662,24.873,27.656511
6/24/2010,49.8934,118.33,,195.64,27.5001,185.11,18.4646,25.3325,144.76,,27.6578,9.5689,20.8967,25.8706,8.867,16.6702,7.6348,10.889,,31.024,15.808,20.9915,33.3761,5.0977,24.232,,19.6139,10.9504,26.7094,21.34,37.769,12.6386,15.3075,13.7196,9.82,18.0116,14.4305,27.5155,16.0914,52.043,10.801,49.39,,15.6042,12.8984,48.87,8.2534,49.0358,22.7853,67.3467,12.0801,11.5688,39.4212,34.3747,9.8467,31.2541,14.2577,,4.385,24.1474,15.328,76.1778,58.5431,24.6087,26.997395
6/25/2010,49.8543,121,,196.13,27.0538,191.99,18.2923,25.5126,146.84,,27.6103,9.4695,21.005,25.5691,8.9063,16.825,7.6136,10.7597,,31.2096,15.8867,21.0969,33.4852,5.0451,24.6649,,20.2677,11.3823,26.8302,21.35,37.6019,12.7212,15.5392,13.8232,9.795,18.088,14.5606,27.5576,15.7898,51.8048,11.1195,49.94,,15.7141,13.0216,49.1475,8.171,49.5684,22.6816,68.0068,11.9594,11.6295,39.2425,34.611,9.6237,31.0007,14.1528,,4.4925,24.6418,15.4531,78.0845,60.5914,24.6027,27.07649
6/28/2010,49.4331,117.8,,196.21,27.2,187.93,18.4553,25.1367,145.96,,27.4489,9.37,20.93,26.0083,8.8032,16.9454,7.3869,10.7113,,31.4338,15.8631,20.1613,33.454,5.0451,24.1667,,19.7712,11.8946,26.3848,20.93,37.6019,12.6441,15.4957,13.5313,9.86,18.0032,14.4075,27.1448,15.7611,51.7356,10.6176,49.68,,15.7992,12.923,48.61,8.0611,48.3847,21.8694,67.8044,11.9945,11.4473,38.7918,34.5013,9.6415,30.8978,14.3809,,4.5225,25.5318,15.4285,77.2685,57.9102,24.3384,26.874363
6/29/2010,49.247,108.61,,195.53,26.2844,180.29,17.4499,23.6019,138.44,,26.9552,9.0082,20.87,25.5559,8.3696,16.2831,6.9974,10.3801,,30.8461,15.3755,19.2784,32.7376,4.845,23.3826,,19.1505,11.4994,24.5427,19.94,36.2048,12.1041,14.7934,13.1546,9.575,17.4689,13.6037,25.8137,15.3805,51.0671,9.7006,46.74,,15.2771,12.2498,47.83,7.6672,45.1295,19.9253,64.6008,11.7159,10.8487,38.0769,32.5522,9.376,29.2987,13.9885,,4.1988,23.7716,14.8192,72.6634,53.453,23.6477,25.916441
6/30/2010,49.149,109.26,,193.22,26.0536,176.54,17.3801,23.6802,136.81,,26.1577,8.8906,20.815,25.4707,8.3356,16.1541,7.1391,10.1943,,30.5059,15.3047,19.2257,32.0056,4.8652,22.9253,,18.3974,11.4847,24.3011,19.9,36.0681,12.1592,14.5254,13.0981,9.64,17.3163,13.7032,25.224,15.1938,50.6138,9.3049,45.76,,15.1381,12.0199,47.56,7.5847,45.6424,19.6747,64.3015,11.6918,10.5407,38.209,31.9869,9.3582,28.9345,13.9087,,4.1413,23.3909,14.6018,70.9507,51.9015,23.4495,25.600067
7/1/2010,50.6378,110.96,,194.72,26.3613,182.03,17.7431,24.5181,138.67,,26.7083,8.9087,21.175,25.7067,8.3484,16.3261,7.4861,10.4043,,30.8229,15.6507,19.6342,31.8109,4.9744,22.8028,,18.3808,11.3676,24.7692,20.18,36.9489,12.5118,14.2213,13.2676,9.595,17.3078,14.0324,25.3756,15.2584,51.2592,9.3628,44.55,,15.2546,11.9378,48,7.6855,45.7213,20.2795,65.174,12.0121,10.6969,38.5509,32.1556,9.5723,28.8633,13.9703,,4.1863,22.7432,14.6715,68.9551,51.8062,23.4795,25.810987
7/2/2010,49.962,109.14,,195.01,26.1605,176.41,17.4406,23.9778,137.24,,26.5944,8.7821,21.54,25.2281,8.1869,15.767,7.2807,10.1943,,30.5832,15.3991,19.285,31.4994,4.9137,22.6721,,18.0912,11.1554,24.2861,19.76,36.6604,12.4402,14.1272,12.8533,9.47,17.1891,13.6649,24.8954,15.043,50.8212,9.1505,44.19,,15.2076,11.7243,47.68,7.4748,44.8533,19.8302,64.4425,11.9046,10.5624,38.4887,31.3878,9.4519,28.3171,14.0228,,4.0862,22.8224,14.4869,67.9452,50.8943,23.1431,25.520975
7/6/2010,49.4625,110.06,,194.66,25.5965,181.5,16.7936,23.876,135.26,,26.5849,8.8544,21.465,24.6577,8.2251,15.9218,7.1957,10.0408,,30.4981,15.3121,19.0676,31.2113,4.8005,22.3291,,17.8015,11.1993,24.1351,19.42,36.1136,12.4567,13.9969,12.7968,9.51,16.9262,13.3281,24.6426,15.122,50.7982,8.9478,43.85,,15.0619,11.7243,46.75,7.4565,42.4266,19.8907,63.3937,11.9902,10.2416,38.7996,30.62,9.463,27.47,13.9771,,4.0637,21.9621,14.3413,67.4201,51.01,23.2452,25.520975
7/7/2010,49.8445,113.43,,197.11,26.6009,190.73,17.8315,24.7139,138.45,,26.5374,9.2253,20.805,25.3134,8.4207,16.4809,7.5003,10.4609,,31.0781,15.5908,19.7198,31.9667,4.944,22.8763,,18.4553,11.3383,25.4864,20.15,36.8502,13.0463,14.6775,13.4371,9.875,17.2908,13.7109,25.9064,15.6103,51.7203,9.5559,44.5,,15.3645,12.1841,46.8,7.7863,45.021,20.8325,66.0642,12.1437,10.5841,39.1881,32.6535,9.7062,28.5625,14.5452,,4.3262,23.0893,14.8828,72.825,53.419,23.8519,26.241611
7/8/2010,49.7759,116.22,,198.1,26.5777,199.28,18.1015,24.7295,139.57,,26.2336,8.8635,20.925,25.4456,8.4547,16.3261,7.5215,10.477,,31.6117,14.403,19.9636,31.9589,4.9622,22.9906,,18.7532,10.4087,25.4335,19.29,36.425,13.3382,14.7861,13.3524,9.995,17.1551,14.1166,25.8474,15.6821,53.0342,9.4786,45.34,,15.7499,12.4797,46.35,7.5847,47.0136,21.2646,68.056,11.8541,10.775,38.8695,32.8053,9.2645,28.5941,14.9216,,4.425,22.7136,15.2357,72.9462,53.6571,24.0141,26.4701
7/9/2010,50.2167,117.26,,200.12,26.5545,204.09,18.5856,25.1524,140.41,,26.7178,9.2705,20.7,26.067,8.6247,16.2401,7.6844,10.7355,,31.7972,14.6481,19.99,32.3872,5.0573,23.0804,,19.6884,10.6869,26.0752,19.35,36.4629,13.4539,14.9454,13.7196,10.085,17.3247,14.1855,26.2349,16.2062,53.1879,9.6234,46.02,,15.7208,12.6357,46.07,7.8779,47.2996,21.3596,68.0031,11.8673,10.9745,38.7374,32.9235,9.3069,28.895,14.9968,,4.4887,23.2476,15.3649,74.6428,54.1675,24.1883,26.724958
7/12/2010,50.4027,119.51,,202.69,26.3691,204,18.553,24.8,139.93,,26.0817,9.1348,20.685,26.2323,8.5949,16.1885,7.8615,10.7274,,31.5498,14.8694,19.3245,32.5273,5.0047,23.1213,,19.7381,10.5185,25.7808,18.84,35.8403,13.184,14.7934,13.8891,10.09,17.2654,13.7645,26.0917,16.3427,53.7411,9.4786,45.62,,15.6446,12.4715,46.19,7.7588,46.471,20.6597,67.0865,11.7927,10.9615,38.2012,32.7125,9.3671,28.5229,15.0379,,4.4912,22.8322,15.2562,73.229,52.9494,24.5487,26.760118
7/13/2010,51.5683,123.65,,205.43,27.3657,216.32,19.5584,25.7005,142.76,,26.3001,9.4333,20.815,27.2372,8.9307,16.9454,8.2581,10.9536,,32.3076,14.9327,19.9636,32.8388,5.2271,23.3908,,20.7726,10.6722,26.1356,19.63,36.3566,13.5476,15.1409,14.3505,10.225,17.9438,14.1396,26.85,16.5294,54.4327,10.0385,48.28,,15.7925,12.7506,47.6,8.0611,48.2861,21.6102,68.4614,11.9134,11.2521,38.7685,33.8938,9.5411,29.4175,15.3687,,4.5187,23.6233,15.6295,76.4283,55.2699,25.0532,27.428015
7/14/2010,51.5193,123.3,,204.96,27.0026,215.35,19.8702,25.6457,143.72,,26.8033,9.3519,21.03,27.0124,8.9728,17.4271,8.3643,10.9859,,32.3927,14.7192,19.9241,32.3093,5.2514,23.0968,,20.8967,10.5844,25.9393,19.18,35.8403,13.6798,15.0323,13.7385,10.36,17.6979,14.0707,27.0943,16.278,54.4788,10.0578,47.46,,15.8082,12.7178,47.52,7.8229,47.5758,21.7916,68.0295,11.8936,11.2782,38.582,34.6279,9.4742,29.1087,15.4964,,4.4188,23.3365,15.6234,77.3008,56.6649,24.7529,27.252253
7/15/2010,51.9699,122.06,,204.91,27.3657,222.61,19.819,25.6849,142.46,,28.2939,9.6051,21.29,27.1777,8.9392,17.7626,8.3997,11.0186,,32.5937,14.8536,19.957,31.9978,5.2271,23.1458,,20.6981,10.6942,25.8412,19.61,36.2199,13.801,14.9599,14.0115,10.32,17.7064,14.0094,26.673,16.515,54.8092,9.8937,46.31,,15.8328,12.7424,48.32,7.8137,46.9347,21.3683,68.0207,12.0209,11.3345,39.4678,34.4169,9.5657,29.0929,15.6995,,4.4325,23.0399,15.6029,76.2506,56.4948,24.8736,27.340134
7/16/2010,50.2852,118.49,,202.25,26.5236,218.21,18.8183,24.5964,136.82,,27.6198,9.1348,21.2,26.2852,8.5397,17.2379,8.0314,10.4877,,33.4289,14.3319,19.542,30.7596,4.942,22.1412,,19.4898,10.2331,24.3464,18.67,35.248,12.9471,14.482,13.2323,9.97,16.994,13.1367,25.5357,14.9425,53.7411,9.2952,43.8,,15.4541,12.2744,47.09,7.374,44.5376,20.2104,65.13,11.6391,10.9962,39.0715,33.0585,9.1998,27.5175,15.2272,,4.1662,22.5158,14.9485,73.0432,54.1471,24.1914,26.382219
7/19/2010,50.8925,119.94,,203.85,26.5545,220.05,19.0697,24.5886,130.24,,27.7907,9.0172,20.78,26.2521,8.6714,17.4959,8.1306,10.7164,,33.0654,14.4584,19.7067,30.6428,4.9198,22.1085,,19.5395,10.6942,23.8406,19.16,35.0582,13.0573,14.6196,13.0511,10.07,16.994,13.42,26.0664,15.2728,53.7181,9.218,44.31,,15.3757,12.3812,47.91,7.2641,45.4353,20.4178,64.2486,11.7137,11.0569,39.0327,32.7378,9.2355,27.2088,15.5215,,4.1513,22.6444,14.9321,73.8107,54.4465,24.1491,26.63707
7/20/2010,51.9111,120.1,,207.5,26.6936,221.64,19.6561,24.8313,133.97,,28.0281,9.3971,21.17,26.9859,8.8372,17.8572,8.3218,11.1084,,33.4675,14.6086,19.8384,31.7642,5.0613,22.8109,,22.2043,10.7528,24.8749,19.66,35.9238,13.4539,14.8006,13.8727,10.22,17.3351,14.1013,26.5804,15.1866,54.4557,9.6813,46.94,,15.6513,12.5372,48.74,7.603,46.5894,20.9881,65.5618,11.9353,11.1784,39.6543,33.3791,9.3783,27.9054,15.7086,,4.19,22.8916,15.3854,71.6616,56.6513,24.8434,27.014975
7/21/2010,50.628,117.43,,206.29,26.145,218.43,18.8276,24.6121,129.6,,27.4584,9.2253,20.98,26.8934,8.5737,17.7282,8.1802,10.7981,,32.8412,14.3161,19.3048,30.635,5.0431,22.4352,,22.0802,10.8626,24.1879,19.52,35.3619,13.3713,14.873,13.5138,10.115,17.0367,13.9329,25.9148,14.8348,53.8718,9.3532,44.92,,15.6087,12.4633,47.03,7.374,46.5401,21.2386,64.61,11.7313,10.9181,38.9861,33.0838,9.3046,27.7867,15.3459,,4.2875,22.6048,15.1721,69.6176,55.7735,24.0646,26.531622
7/22/2010,52.0091,120.07,,206.94,26.9872,227.92,19.6329,26.3662,133.16,,27.5154,9.5418,21.405,28.1429,8.901,18.2271,8.5626,11.1493,,32.9804,14.49,19.766,31.2269,4.9521,23.0478,,23.0898,11.0163,25.3128,20.13,36.4098,13.8947,15.4378,13.9388,10.41,17.7614,14.7291,26.9932,15.1148,54.863,9.7972,47.97,,16.0368,12.7671,48,7.6397,49.3712,23.8136,67.395,12.034,10.9094,39.9885,34.3494,9.4251,29.0137,15.6151,,4.625,23.8507,16.0829,69.6419,58.1688,24.8555,27.331343
7/23/2010,53.0571,118.87,,207,27.6516,228.64,20.0006,26.7734,145.5,,27.8857,9.8131,21.715,28.1429,8.9647,18.8894,9.0088,11.5332,,33.3283,14.5532,20.2338,31.8888,4.9723,23.0723,,23.4705,11.148,25.728,20.99,36.8578,14.1151,15.474,14.0993,10.485,18.0002,14.8362,27.9199,15.2512,53.7104,10.1543,49.5,,16.3012,12.9477,49.04,7.9328,50.476,24.2974,69.8186,12.2096,11.0092,40.3226,35.016,9.5657,29.5837,15.9025,,4.6775,24.4638,16.366,69.456,59.6659,25.1272,27.726812
7/26/2010,53.7231,118.4,,212.06,28.5092,231.55,20.3776,27.5251,148.57,,28.1895,10.1026,22.095,28.7378,8.986,18.5797,9.1646,11.7047,,33.7072,15.0512,20.2469,33.0958,5.2554,23.6766,,23.9009,11.3603,26.347,21.51,37.5108,14.4622,15.9954,14.562,10.485,18.5885,15.418,28.5349,15.6462,54.4557,10.579,50.61,,16.4088,13.1365,49.94,8.3084,51.8175,25.2825,72.2423,12.26,11.0135,41.0686,35.5138,9.5835,30.1378,16.0029,,4.7787,25.1461,16.7968,71.2415,60.3192,25.4411,28.139864
7/27/2010,53.4195,117.13,,209.96,27.3889,224.03,19.7259,27.0318,148.28,,27.8762,10.0212,22.005,28.5461,8.9435,18.5883,9.2284,11.574,,33.3206,14.4584,20.0559,32.7765,5.1543,23.3418,,23.2802,11.4408,26.0299,21.12,36.8274,14.0104,15.503,14.1843,10.505,18.0343,14.9893,28.2906,15.4667,54.0946,10.7624,49.71,,16.5119,13.0216,48.98,8.1893,50.1603,24.332,70.6118,11.8761,10.9225,40.5091,35.4463,9.4273,29.3304,15.7474,,4.7412,24.3946,16.485,69.6257,59.5638,25.3204,27.779543
7/28/2010,52.538,117.13,,210.37,27.1494,224.07,19.6049,27.1179,147.94,,28.0091,9.6232,21.965,28.1495,8.9435,18.3217,9.1434,11.5495,,33.2123,14.1896,19.6013,32.3404,5.1139,22.9334,,22.6512,11.331,25.3731,20.98,36.3718,13.9718,15.0613,13.7027,10.5,17.6506,14.5836,28.3664,15.3805,53.6105,10.7141,48.38,,16.3841,12.882,49.39,7.8687,49.963,24.7813,69.2105,11.683,10.84,40.2527,35.2101,9.2868,29.0375,15.5398,,4.6375,24.3353,16.3168,68.0907,59.7952,25.0668,27.586205
7/29/2010,52.0874,116.86,,208.77,26.6936,224.19,19.7725,26.9378,146.01,,27.2685,9.8403,21.72,27.7462,8.8287,18.1239,9.1859,11.0431,,33.0113,14.237,18.8106,32.7687,5.031,22.9089,,22.3533,11.3091,25.3128,20.89,35.8782,14.0379,15.0396,13.8915,9.865,17.463,14.2697,28.4422,15.3015,53.3108,10.608,48.61,,16.4782,12.7917,48.99,8.0611,50.7423,25.0751,69.0078,11.4833,10.7663,40.0273,35.0244,9.1306,28.8554,15.8295,,4.6787,25.156,16.2532,67.9533,59.7816,24.9521,27.445589
7/30/2010,52.4302,117.89,,211.57,26.7786,224.4,20.4148,27.1571,147.9,,27.7053,9.9669,22.16,27.6933,8.8882,19.5087,9.0442,11.1003,,33.1196,14.3161,18.7843,33.0194,5.0654,23.2846,,22.5353,11.4774,25.6676,21.1,36.2123,14.1261,15.0902,13.9482,9.89,17.6847,14.2774,28.5686,15.1938,53.5798,10.4825,48.93,,16.5029,12.726,49.28,8.0427,51.1862,24.9368,69.6335,11.5536,10.7793,39.8797,35.4969,9.2623,29.267,15.8569,,4.695,24.978,16.2737,67.2989,59.6659,24.934,27.630148
8/2/2010,52.3323,120.07,,211.85,27.6902,227.38,21.4388,27.8148,150.51,,28.0186,10.1749,22.115,27.9644,9.122,19.5861,9.3204,11.525,,33.8387,14.5848,19.2521,33.7558,5.1725,23.7828,,23.3464,11.5872,26.8075,21.71,37.1995,14.4511,15.3582,14.3354,10.21,18.1878,14.8975,29.7565,15.4379,53.9793,10.8782,50.94,,16.6553,13.1529,49.08,8.2259,52.6856,25.7923,71.9514,11.5514,10.762,40.2138,36.7457,9.3671,30.4228,16.0827,,4.7787,25.1461,16.5957,70.0862,60.7207,25.3808,28.218956
