Date,AAP,AMZN,APTV,AZO,BBY,BKNG,BWA,CCL,CMG,CPRI,DG,DHI,DLTR,DRI,EBAY,EXPE,F,FL,GM,GPC,GPS,GRMN,HAS,HBI,HD,HLT,HOG,HRB,JWN,KMX,KSS,LB,LEG,LEN,LKQ,LOW,M,MAR,MAT,MCD,MGM,MHK,NCLH,NKE,NWL,ORLY,PHM,PVH,RCL,RL,ROST,SBUX,TGT,TIF,TJX,TPR,TSCO,UA,UAA,ULTA,VFC,WHR,WYNN,YUM,XLY
11/12/1999,,74.94,,28.69,16.7795,339.78,4.2894,29.1864,,,,2.1002,8.7778,5.1286,7.274,,23.7977,4.6587,,13.6419,25.6613,,14.2248,,36.8313,,21.3539,6.0756,6.7852,1.344,26.6486,7.1662,11.6287,6.5067,,11.4415,14.5632,13.3094,7.1726,29.5611,10.8631,24.06,,4.4836,19.9351,10.9075,4.6446,7.0771,37.666,14.4705,1.8731,3.0511,21.6672,24.537,2.3501,,1.022,,,,4.5521,41.9084,,5.5405,
11/15/1999,,73.5,,29.38,16.56,359.64,4.3477,29.4625,,,,2.1498,8.7644,5.1781,7.4759,,24.355,4.949,,13.5743,26.537,,15.0753,,36.0574,,21.6665,6.4573,6.9209,1.344,27.2409,7.3202,12.0404,6.7708,,10.7991,14.6689,13.7676,7.244,28.6446,9.6048,24.19,,4.5983,19.9351,11,4.8749,7.0771,38.6643,14.5218,1.8851,3.0447,21.8861,25.5761,2.4832,,1.1072,,,,4.4474,41.3281,,5.7974,
11/16/1999,,78.94,,29.75,16.6618,412.5,4.3612,31.3832,,,,2.3434,8.8067,5.1442,7.7735,,24.355,4.8698,,14.0005,27.1465,,15.1987,,36.8038,,21.8928,6.4488,6.7081,1.4065,26.5765,7.3316,12.198,7.0809,,10.9098,14.3278,13.6945,7.4143,28.223,10.3041,23.69,,4.3067,20.6614,11.125,4.9966,7.3597,41.1273,14.5218,1.9042,3.0652,21.4448,26.0938,2.5507,,1.093,,,,4.4853,41.5997,,5.4917,
11/17/1999,,76.5,,29.81,16.2642,461.28,4.3217,31.107,,,,2.2845,8.6244,5.0479,7.4972,,23.4634,4.5399,,13.7718,26.8872,,15.0364,,36.6023,,21.9144,6.954,6.9024,1.344,27.313,7.3563,12.2641,6.7479,,10.8722,14.1368,12.9011,7.3813,28.1863,9.7329,24.25,,4.3009,21.2075,11.1725,4.6837,7.6202,40.6682,14.4193,1.823,3.1192,22.0308,27.0648,2.3128,,1.0538,,,,4.5521,40.402,,5.4351,
11/18/1999,,77.94,,29.06,15.8252,431.28,4.3092,30.6802,,,,2.3047,8.5556,4.8994,8.0923,,22.6252,4.949,,13.6107,25.7874,,14.7507,,38.0034,,22.2305,6.7951,7.1522,1.375,27.0283,7.2613,11.8168,6.6981,,11.0324,14.3278,12.6123,7.8976,28.7179,10.1394,24.06,,4.5682,20.8821,11.3125,4.6294,7.45,39.8958,14.4193,1.81,3.2542,22.494,26.2373,2.3571,,1.0436,,,,4.5233,41.2478,,5.5405,
11/19/1999,,77.94,,28.88,15.9843,407.28,4.3872,30.2848,,,,2.3434,8.8756,4.6884,7.7522,,22.487,4.6983,,13.512,26.3128,,14.8351,,37.66,,22.5215,6.6972,7.5562,1.4065,26.8612,7.4153,11.6287,6.6024,,10.8722,14.628,12.4198,7.7218,28.9501,10.0744,23.25,,4.7869,20.3011,11.4075,4.6577,7.7912,39.5314,14.1459,1.7669,3.0652,22.8263,26.2373,2.344,,1.0152,,,,4.4959,40.1303,,5.4595,
11/22/1999,,80.5,,28.56,16.3819,400.5,4.3674,30.1655,,,,2.314,8.9444,4.7119,8.1986,,22.5985,4.8698,,13.5432,25.8364,,14.2248,,37.3166,,22.4748,6.5368,7.6148,1.375,26.1019,7.3677,11.3746,6.5297,,10.5639,14.0719,12.1078,7.7603,28.6629,10.0622,24.44,,4.7198,19.9351,11.735,4.5751,7.6775,38.6206,14.7353,1.81,2.9971,22.7839,27.0875,2.3501,,0.9902,,,,4.4201,39.7475,,5.3709,
11/23/1999,,81.75,,27,17.1581,371.64,4.147,29.5002,,,,2.2164,8.6667,4.5738,8.8893,,22.5138,4.8236,,13.2833,26.2708,,14.1859,,36.9457,,21.9144,6.3949,8.4044,1.3125,26.174,7.2479,11.2933,6.5565,,10.3168,14.3278,12.2272,7.7932,28.5285,10.113,25.25,,4.6051,19.7898,11.97,4.549,7.6775,37.4401,14.4705,1.7879,2.9161,23.5794,26.5434,2.218,,0.976,,,,4.4095,39.2042,,5.2836,
11/24/1999,,87.25,,27.13,17.6734,366,4.1854,29.8956,,,,2.2272,9.1956,4.4774,9.5375,,22.9863,4.784,,13.512,26.7962,,14.7118,,36.4009,,22.0042,6.3424,8.0775,1.3125,26.4588,7.3924,11.13,6.2924,,10.2298,14.263,12.3967,7.9635,27.728,10.0886,26.13,,4.5254,19.7201,11.9525,4.3318,7.7339,36.7988,14.3082,1.7849,2.9701,23.5335,28.0548,2.4005,,0.976,,,,4.5809,38.6671,,5.1551,
11/26/1999,,93.13,,27.81,18.4113,381.78,4.2052,29.6854,,,,2.2365,9.2511,4.4618,9.4153,,22.5717,4.784,,13.1222,27.2796,,14.8351,,36.8587,,22.094,6.3509,8.1977,1.375,26.3866,7.5103,11.0024,6.4838,,10.1191,14.5188,12.2041,8.271,27.227,9.9362,25.94,,4.5682,19.5748,11.985,4.4535,7.7912,37.1195,15.0599,1.7849,2.8891,23.6006,28.7651,2.4832,,0.9794,,,,4.5521,39.0869,,5.1628,
11/29/1999,,90.44,,27.56,21.1947,386.28,4.225,28.8173,,,,2.1684,9.3333,4.6572,9.0115,,22.8749,4.7445,,13.1534,28.9889,,14.4715,,36.6298,,21.8928,6.121,8.4483,1.25,27.575,7.9267,11.0024,6.3154,,10.0084,15.5661,12.2773,8.2051,27.8312,9.9484,25.44,,4.5079,19.1391,11.72,4.3861,7.7912,36.347,14.9489,1.7979,2.8827,25.1033,28.954,2.5084,,0.9794,,,,4.5521,39.3771,,5.2026,
11/30/1999,,85.06,,27.56,19.8809,372,4.2114,27.7604,,,,2.1296,9.9444,4.6389,8.7724,,22.5138,4.5399,,13.382,28.4145,,13.9457,,36.2864,,21.9144,6.1025,8.603,1.219,27.4079,8.0123,10.9412,6.2426,,9.8463,16.0539,12.516,7.8591,27.6048,10.0378,24.94,,4.471,19.0635,11.5,4.3579,7.7339,35.9827,14.8464,1.9232,2.8686,24.9477,29.2827,2.6404,,0.9618,,,,4.5339,37.8626,,5.3311,
12/1/1999,,85,,28,21.1533,363.78,4.2374,28.2322,,,,2.0816,10.0844,4.6572,8.5014,,22.5717,4.949,,13.4184,30.8244,,13.9067,,37.2578,,21.8461,6.1025,8.6246,1.469,27.0055,8.0142,10.8748,6.1967,,9.7475,15.6719,12.7587,7.7603,28.1492,9.7695,23.69,,4.5682,18.4825,11.97,4.3036,7.5638,35.4216,15.2735,1.9886,2.8686,24.5058,29.4263,2.4075,,0.9584,,,,4.675,37.9433,,5.227,
12/2/1999,,89.06,,27.69,19.7219,390.36,4.1792,30.1949,,,,2.1204,10.0133,4.5087,8.8787,,22.5138,4.8698,,13.5497,30.2149,,13.4587,,37.2395,,21.7132,6.0855,8.1977,1.5625,26.9334,7.955,10.9106,6.2924,,10.4887,15.5218,12.3774,7.5516,27.6415,9.8203,24.44,,4.4312,18.7033,11.565,4.3318,7.5638,37.839,14.7353,1.9705,2.9907,24.1522,29.8042,2.0799,,0.8693,,,,4.5718,38.6012,,5.1705,
12/3/1999,,86.56,,27.38,17.9724,371.28,4.2177,31.2958,,,,2.1978,10.0289,4.6728,9.5003,,23.3207,4.7445,,13.5864,29.5143,,13.4587,,38.605,,21.7563,6.5467,8.2751,1.5,27.5029,7.8825,11.0024,6.4838,,10.6627,15.5218,12.9011,7.8262,28.0636,9.9484,26,,4.5079,19.4644,11.53,4.4122,7.45,38.343,14.9489,1.9956,3.0036,24.0214,30.1102,1.9912,,0.8943,,,,4.6188,38.3654,,5.1384,
12/6/1999,,87.38,,27.94,16.859,366.36,4.147,31.7675,,,,2.2272,10.3889,4.5921,9.3781,,23.3519,4.9886,,13.7124,30.39,,13.8613,,38.1926,,21.9144,6.5368,7.9657,1.5,26.5765,7.8119,10.7473,6.4608,,10.811,15.3717,12.7086,8.1722,28.1737,9.6821,25.19,,4.574,19.5748,11.315,4.3861,7.279,37.9778,14.8976,1.9324,2.9097,23.689,30.1329,2.0103,,0.8659,,,,4.5809,38.4088,,5.1461,
12/7/1999,,86.06,,29.69,16.1624,369,4.1594,30.7044,,,,2.1777,10.4578,4.5426,8.7033,,22.3488,4.6983,,13.6179,29.9487,,13.7444,,38.1468,,21.9144,6.5368,7.7337,1.375,26.2917,7.7509,10.7166,6.3383,,10.5026,14.9453,12.7317,7.9635,27.3357,10.113,25.75,,4.5138,19.0287,10.815,4.3579,7.279,38.4306,14.8976,1.8952,2.9226,23.5547,30.6996,1.972,,0.7841,,,,4.543,38.2536,,5.1705,
12/8/1999,,88,,30,15.1509,356.28,4.173,29.8552,,,,2.1111,9.9733,4.4931,8.6289,,22.4915,4.7445,,13.5864,31.4829,,14.3092,,38.6233,,21.7132,6.6078,7.7739,1.2815,26.2196,7.6555,10.6554,6.0053,,10.3286,15.2727,12.6354,7.947,27.2562,10.1516,25.75,,4.3942,18.5929,10.315,4.3535,7.1088,34.7789,14.5218,1.8822,2.7876,23.6466,30.6279,1.9287,,0.7881,,,,4.5475,37.3598,,5.2026,
12/9/1999,,103.6,,29.88,13.9167,347.28,4.1594,29.094,,,,2.0723,9.9733,4.3134,8.5333,,22.4291,4.6191,,13.2872,31.1746,,13.0172,,39.9796,,21.5982,6.5858,7.7152,1.3125,25.3198,7.5734,10.8748,5.9556,,10.1804,15.225,12.5391,7.4938,27.3051,10.0114,25.5,,4.4467,18.1223,10.875,4.2577,6.9951,35.334,14.3082,1.9203,2.5986,23.3355,29.449,1.9156,,0.7949,,,,4.5766,37.9805,,5.2193,
12/10/1999,,106.7,,31.75,15.3099,350.28,4.147,29.094,,,,2.0135,9.9867,4.2977,8.7352,,21.8183,4.6191,,13.2872,31.7001,,13.5821,,40.7815,,21.0593,6.5315,7.7152,1.2815,25.3919,7.9665,10.3645,5.9556,,10.2555,15.7128,12.4698,7.4275,26.4549,9.7065,25.5,,4.265,18.5929,9.78,4.3535,6.824,36.3345,14.3595,1.9575,2.7336,23.9542,29.0711,1.9468,,0.8091,,,,4.5857,36.8943,,5.1551,
12/13/1999,,102.5,,30.19,16.401,348,4.0555,28.5027,,,,1.9949,9.9311,4.2482,8.613,,21.7915,4.6191,,13.2714,30.8664,,13.1796,,41.7484,,20.8366,6.5101,7.5419,1.219,24.868,7.8234,10.2063,6.3154,,10.7358,15.6753,12.4352,7.3833,25.6903,9.428,24.06,,4.159,18.6336,10.97,4.2577,6.824,35.239,14.0434,1.8701,2.7336,24.2194,30.0611,2.0164,,0.8165,,,,4.5292,35.9633,,5.0176,
12/14/1999,,95.63,,29.81,15.5867,326.28,4.0815,28.9368,,,,1.9268,9.9733,4.2977,8.002,,21.6221,4.6587,,12.8305,30.6492,,12.4524,,42.3853,,20.1181,6.2545,7.6193,1.1875,24.3479,7.955,10.686,6.0283,,10.8979,15.3717,12.516,7.2894,25.2315,9.6312,25.5,,3.9063,18.0467,10.565,4.4907,7.1652,36.0132,14.2057,1.9013,2.6731,25.1917,29.8986,2.0547,,0.8091,,,,4.5857,37.1674,,5.114,
12/15/1999,,96.5,,30.75,15.03,331.5,4.1334,27.8359,,,,1.9841,10.0844,4.2665,7.7522,,22.0412,4.4937,,12.5995,32.1414,,11.6798,,42.8435,,20.2762,5.9433,7.4429,1.094,24.9173,8.1687,10.5891,5.9556,,10.7003,15.5422,12.3967,6.9412,25.5741,9.8975,25.06,,4.0706,17.7562,11.25,4.3818,6.8814,35.5093,14.0947,1.7878,2.7271,26.1852,30.182,2.0668,,0.7858,,,,4.5949,37.9805,,5.0742,
12/16/1999,,94.88,,30.63,16.0447,343.14,4.1657,28.1505,,,,1.8787,10.6667,4.1519,7.9169,,22.1527,4.5795,,12.5365,32.5337,,11.6019,,44.3052,,20.9426,6.1118,7.4244,1.0625,25.7716,8.3596,10.7166,5.9556,,10.8722,15.7367,12.181,7.118,25.5741,9.9606,25,,4.4525,17.4657,10.28,4.3122,6.824,33.9171,14.0947,1.8129,2.7271,26.3832,30.8886,1.966,,0.8091,,,,4.5674,38.055,,4.9945,
12/17/1999,,94.06,,30.56,15.03,341.64,4.0555,27.6032,,,,1.8586,11.1111,4.4618,7.9913,,22.3176,4.6983,,12.4997,31.7001,,12.0434,,45.2492,,21.1223,6.2817,7.7152,1.0625,25.6995,7.9665,10.9718,5.9326,,11.1925,16.2893,11.5533,6.9744,25.2315,9.8711,25,,5.1103,17.9421,10.03,4.3666,6.5966,34.1435,14.0434,2.0328,2.8222,26.0296,30.673,1.9599,,0.8023,,,,4.4421,38.4461,,5.0665,
12/20/1999,,97,,30.56,14.4924,336,4.043,28.704,,,,1.8973,11.3333,4.6884,7.9223,,22.5138,4.6191,,12.3055,29.656,,11.4396,,45.1209,,21.0756,6.2017,7.3872,1.0625,24.2985,7.9779,10.8442,6.0283,,10.8604,16.2484,11.7959,6.9412,25.8738,10.1008,25.13,,4.9885,17.9015,10.03,4.4493,6.9378,33.8733,14.4193,1.8511,2.8081,25.6443,30.5823,1.8339,,0.8125,,,,4.3091,38.564,,4.9945,
12/21/1999,,99.88,,30.44,14.1552,356.28,4.0815,28.704,,,,1.9175,11.2511,4.4774,7.6725,,22.6252,4.3683,,12.1375,30.448,,11.2383,,43.8974,,21.2554,6.2103,7.8296,1.125,25.3426,7.9073,10.9106,6.124,,10.9711,16.8215,11.6727,6.8417,25.464,9.9606,25.19,,4.7878,16.7394,10.03,4.5712,7.279,33.6834,14.2057,1.7567,2.7746,25.0149,31.1948,1.7522,,0.8091,,,,4.4038,39.3771,,4.8417,
12/22/1999,,97.69,,30.31,14.0948,342,4.095,29.4086,,,,1.8493,10.8467,4.5087,7.8904,,22.7367,4.3683,,12.5365,29.6139,,11.115,,44.1311,,21.7515,6.0946,7.8513,1.1875,26.174,7.9188,10.7166,6.0513,,11.1688,16.6305,11.5302,6.803,25.1153,9.9484,24.75,,4.8238,17.7562,10.565,4.5298,7.279,34.3261,14.4193,1.7125,2.7541,26.0084,31.3121,1.8782,,0.8125,,,,4.4329,38.9861,,4.9624,
12/23/1999,,90,,30.38,14.3143,330,4.1792,29.8049,,,,1.8973,10.9178,4.5738,7.5609,,23.5436,4.4145,,12.6992,30.6653,,11.7188,,44.5068,,22.1326,6.2103,7.8884,1.25,26.2196,8.205,11.0688,6.124,,11.576,16.7772,11.7689,7.0794,24.7728,10.113,24.94,,5.0558,17.396,10.565,4.5451,7.3927,34.6913,14.7353,1.7657,2.7271,26.5176,31.4784,1.9599,,0.8307,,,,4.5093,39.0668,,4.8738,
12/27/1999,,81.13,,31.06,13.7576,326.28,4.0877,29.094,,,,1.936,11.0556,4.6389,7.1199,,23.3519,4.3683,,12.7622,32.1583,,11.8032,,44.8184,,22.2908,6.166,7.907,1.25,26.5309,8.0619,10.4921,6.0513,,11.7618,16.7601,12.0578,7.0462,24.9624,9.9484,24.94,,4.8423,17.1403,10.92,4.4907,7.2226,33.9171,14.6841,1.7627,2.6872,26.3408,31.573,2.0103,,0.8449,,,,4.786,39.2964,,4.9624,
12/28/1999,,82.31,,31.63,14.1966,311.28,4.2177,29.0186,,,,1.9562,10.6956,4.6572,7.4334,,23.4901,4.5399,,13.1559,32.8592,,11.7642,,45.6524,,22.1794,6.1832,8.0616,1.1565,26.8157,8.1936,10.5584,6.0781,,11.8231,16.7601,12.154,7.0462,24.8523,10.0378,25.06,,4.8726,17.4308,10.985,4.5451,7.0124,33.7345,14.5218,1.7949,2.7206,26.2524,33.4409,1.9912,,0.7949,,,,4.7004,38.9861,,4.9136,
12/29/1999,,83.5,,30.75,15.03,303.36,4.2052,29.4904,,,,2.0042,10.9578,4.5738,7.63,,23.5748,4.4937,,12.9932,32.4597,,11.7188,,46.2343,,22.2009,6.1118,7.907,1.1875,25.8893,8.0867,10.9412,6.2694,,11.7875,16.801,11.7204,7.2175,24.5832,9.9219,25.44,,4.854,17.5412,11,4.6539,7.3927,33.1868,14.5218,1.7507,2.6666,25.7433,32.6128,2.0043,,0.8659,,,,4.5949,39.5695,,4.8982,
12/30/1999,,79.06,,31.63,15.6662,280.5,4.2052,29.6854,,,,2.0336,11.0689,4.6233,7.1678,,23.878,4.6587,,12.9617,32.4176,,12.0434,,45.9136,,22.1326,6.2645,8.0059,1.1875,26.436,8.121,10.9718,6.2924,,11.6886,16.9716,11.9133,7.3225,24.3507,10.4687,26.63,,4.7936,17.2856,10.405,4.8019,7.2226,34.9177,14.7866,1.8069,2.6062,26.0968,33.0854,2.0416,,0.8943,,,,4.6056,40.3081,,4.938,
12/31/1999,,76.13,,32.31,15.9843,284.28,4.2114,30.0754,,,,2.1389,10.7644,4.7223,6.6524,,23.7665,4.6191,,13.0247,32.2424,,12.2446,,47.2539,,23.0314,6.246,8.139,1.1565,27.4079,8.2642,10.9412,6.2197,,11.8112,17.2479,12.1756,7.2562,24.6566,10.2268,26.38,,4.8297,16.8498,10.75,4.8977,7.5638,36.0132,14.573,1.8009,2.6191,25.966,33.7471,2.0607,,0.9085,,,,4.5857,40.3826,,4.9624,
1/3/2000,,89.38,,30.56,18.2905,307.5,4.0232,29.4904,,,,2.0522,10.64,4.5087,7.5078,,23.3519,4.6191,,12.631,30.2237,,11.9265,,44.807,,22.449,5.969,7.9657,1.125,25.9614,7.7394,10.4921,6.101,,11.0205,17.1865,11.7667,7.2175,24.2406,9.6048,26.38,,4.6893,16.1235,10.75,4.5973,7.1061,33.8733,14.8976,1.7376,2.6634,25.4781,32.1175,2.0476,,0.9017,,,,4.5277,38.3654,,4.7928,
1/4/2000,,81.94,,30.44,18.2523,324,4.0232,29.1318,,,,1.9748,10.8467,4.4774,6.7639,,22.5717,4.5399,,12.4997,29.1303,,11.1539,,40.2087,,21.9996,5.8091,7.6564,1.094,25.6501,7.5849,9.9512,6.0513,,10.4275,16.6953,11.6934,7.2894,23.7391,9.5154,24,,4.434,16.5244,9.97,4.3818,6.824,32.7266,14.3082,1.6694,2.5792,24.3749,31.1003,1.9408,,0.8818,,,,4.4803,36.8943,,4.6965,
1/5/2000,,71.75,,30.06,18.0328,359.64,4.043,30.3522,,,,2.0042,10.8333,4.6389,7.1731,,22.652,4.4937,,12.4367,27.8616,,10.628,,42.4426,,21.8414,6.3259,7.5976,1.094,25.6501,7.478,9.9512,6.0781,,10.4532,16.8863,11.9364,7.0462,24.2406,9.3629,24.44,,4.6903,16.1584,10.03,4.3274,6.8814,34.7351,14.5218,1.7065,2.5856,23.8234,30.3441,1.8843,,0.8875,,,,4.5001,37.2047,,4.7286,
1/6/2000,,65.56,,29.06,17.9724,345,3.991,30.5472,,,,1.8973,11.0556,4.5921,7.1678,,22.6832,4.5795,,12.4367,31.1489,,10.3489,,41.2397,,21.7731,6.2902,7.8884,1.125,26.8384,7.3578,9.9205,6.0781,,10.3899,16.8659,12.056,7.2175,23.7819,9.7065,24.31,,4.666,16.5942,9.47,4.273,6.8814,35.4216,14.573,1.5248,2.7066,22.6955,29.1152,1.9972,,0.8733,,,,4.3656,37.7447,,4.6811,
1/7/2000,,69.56,,30.44,18.529,343.5,4.1012,30.1949,,,,1.9655,11.4578,4.5269,7.1624,,24.355,4.3683,,13.2557,32.6349,,10.7124,,43.6454,,21.6616,6.5044,7.8884,1.1875,28.6874,7.4055,10.0787,6.1967,,10.6251,17.3332,12.3955,7.013,24.3935,9.6048,24.63,,4.666,17.1403,8.315,4.3405,6.7103,35.9694,14.9489,1.5057,2.6936,23.8658,31.1722,2.0476,,0.8943,,,,4.4619,37.8626,,4.577,
1/10/2000,,69.19,,30.69,18.3318,325.5,4.0555,31.5348,,,,2.0042,11.8889,4.5582,7.5609,,23.9092,4.6587,,13.0929,33.469,,11.1994,,43.4323,,21.7731,6.4516,7.8111,1.219,28.7595,7.3101,10.0481,6.2426,,10.9474,17.8688,13.0437,7.1844,24.5037,9.8203,24.81,,4.7449,16.8149,8.405,4.2577,6.4264,37.934,15.5896,1.5308,2.8081,23.4026,33.2745,2.0164,,0.8517,,,,4.5185,38.3281,,4.7607,
1/11/2000,,66.75,,30.06,17.7752,316.86,4.043,31.7675,,,,1.8787,11.4445,4.7379,7.3962,,23.2672,4.5399,,12.8934,34.6535,,10.9137,,42.312,,21.9996,6.7999,7.7152,1.1565,28.5242,7.083,10.1094,6.124,,10.6508,17.2923,12.5884,7.3944,25.0786,9.3263,24.38,,4.9827,16.6348,8.28,4.0814,6.3127,38.0655,15.0599,1.4616,2.7271,24.1098,32.9682,1.9851,,0.8591,,,,4.5567,39.7247,,4.7286,
1/12/2000,,63.56,,29.81,17.3171,306.78,4.0357,30.3144,,,,1.8586,11.2356,4.5738,6.9287,,23.9359,4.4937,,12.799,35.004,,11.076,,41.9683,,21.3021,6.7813,7.4058,1.094,27.7382,7.001,9.793,6.1738,,10.4719,17.2479,12.708,7.2894,26.1491,9.5032,23.5,,4.8121,16.414,8.125,3.9465,6.4828,38.2042,14.3082,1.3642,2.7336,23.8446,32.4237,1.966,,0.9085,,,,4.5674,38.3281,,4.6811,
1/13/2000,,65.94,,30,16.859,309.78,4.0617,31.453,,,,1.8787,11.5845,4.8525,7.3218,,23.6551,4.4145,,13.0929,34.4783,,10.9916,,42.7037,,21.392,6.7642,7.0779,1,27.9547,6.6899,9.793,6.3154,,10.3612,17.4833,12.7312,7.5988,25.8799,9.2755,24.38,,4.8726,16.4489,8.19,4.1358,6.4828,39.161,14.0434,1.311,2.9302,24.3962,32.6355,1.966,,0.8943,,,,4.5001,38.1357,,4.753,
1/14/2000,,64.25,,29.75,17.4348,341.28,4.0295,31.8053,,,,1.9655,11.8756,4.9176,7.1093,,23.071,4.2891,,12.9932,33.511,,10.6735,,42.5732,,21.8198,6.6471,7.1738,1,29.2341,6.7014,9.8542,6.3383,,10.7073,16.3337,12.6347,7.1512,26.0634,9.3772,25,,5.0002,16.7046,7.14,4.1097,6.3127,40.6728,13.9324,1.3682,2.8556,24.4846,33.1346,1.9851,,0.9227,,,,4.4145,37.9805,,4.6246,
1/18/2000,,64.13,,29.63,17.3553,355.14,3.9577,31.453,,,,1.8679,11.8756,4.8525,7.4122,,24.1856,4.4541,,13.0247,33.511,,10.5891,,41.5834,,22.4023,6.5858,6.9603,1,29.1164,6.5239,9.8542,6.2924,,10.5333,16.3542,12.465,7.013,25.3845,9.3772,24.75,,4.9339,17.3611,7.065,4.0684,6.5966,40.3076,13.6676,1.2859,2.8146,24.0426,32.9682,1.9216,,0.9119,,,,4.4145,36.8136,,4.4884,
1/19/2000,,66.81,,30.13,18.0519,374.64,3.913,31.6103,,,,1.8199,11.6111,4.7692,7.6406,,23.8245,4.4145,,13.1559,33.511,,10.3489,,42.5319,,24.9441,6.5501,7.1924,1,29.3784,6.4877,9.696,6.2426,,10.4601,16.3098,12.5383,6.908,25.9227,9.6678,24.88,,5.1464,17.1403,6.655,3.9051,6.7103,40.4902,13.8811,1.2297,2.7541,24.7285,32.7073,1.8591,,0.871,,,,4.5093,37.0122,,4.3201,
1/20/2000,,64.75,,29.06,17.4571,371.64,3.8932,30.9435,,,,1.8199,10.9444,4.5921,8.2304,,23.2806,4.4145,,12.7622,32.9433,,10.0242,,41.7965,,26.0659,6.4601,7.0191,0.719,29.0671,6.4991,9.4408,6.2924,,10.0387,15.781,12.4187,6.7699,26.0328,9.6434,23.56,,5.0246,17.8317,6.655,3.9465,6.9378,39.9863,13.454,1.308,2.7066,23.933,31.3612,1.8651,,0.8943,,,,4.4803,36.9315,,4.0863,
1/21/2000,,62.06,,28.25,17.193,381,3.887,29.3331,,,,1.8013,10.6533,4.5738,7.9966,,22.487,4.3287,,12.6992,31.6326,,10.0242,,41.2397,,25.6632,6.4159,6.9016,0.7815,28.9722,6.356,9.7266,6.2426,,9.3721,14.9691,12.3685,6.5654,25.1153,9.3629,23.69,,4.9398,18.0119,6.78,4.0009,7.0515,39.2559,13.2404,1.3492,2.6969,22.9147,30.0605,1.7391,,0.8659,,,,4.5001,35.6902,,4.0953,
1/24/2000,,70.13,,27.75,16.4233,359.64,3.8017,27.1314,,,,1.8013,10.1244,4.4618,7.2475,,22.7946,4.21,,12.631,29.8312,,10.2255,,39.8651,,25.6632,6.2545,6.7686,0.7815,27.8825,6.2492,9.5378,6.2426,,9.2475,14.0719,11.6471,6.0791,24.1611,8.9056,23.56,,4.8423,17.7214,6.75,3.892,6.7676,38.1604,12.8646,1.2608,2.6526,22.4515,28.1699,1.6766,,0.8409,,,,4.4803,35.9633,,4.0067,
1/25/2000,,69.25,,27.88,17.0181,377.64,3.7113,26.5778,,,,1.7037,10.3756,4.3316,7.3059,,22.3488,4.2891,,12.4367,31.0578,,9.9463,,38.5798,,27.2128,6.2103,6.7871,0.7815,27.2637,6.2129,9.2163,6.1967,,9.0992,14.6894,11.9364,5.6978,24.3507,8.8425,22.25,,4.7634,17.7562,6.875,3.7005,6.5401,38.2992,12.5998,1.2608,2.8081,23.0243,28.3589,1.7139,,0.8307,,,,4.3947,33.2881,,3.9026,
1/26/2000,,64.81,,27.63,16.4805,397.5,3.6915,27.6409,,,,1.7331,10.3333,4.3134,8.1614,,21.3992,4.2496,,12.1742,31.6326,,10.1476,,39.4389,,26.9216,6.2374,7.0779,0.7815,27.8332,6.2244,9.2827,6.1738,,9.2238,15.3512,12.0097,6.1122,21.8673,8.7673,22.31,,4.8238,17.7969,6.315,3.7963,6.4828,40.1688,12.9244,1.3241,3.1321,24.085,28.998,1.7522,,0.8517,,,,4.4145,37.1674,,3.8615,
1/27/2000,,66.94,,27,16.2642,384.78,3.6135,26.8923,,,,1.7517,9.8889,4.2977,8.1773,,22.2641,4.2496,,12.0745,31.5415,,10.0242,,40.0369,,26.9431,6.2545,6.9603,0.7815,26.9561,6.0698,9.252,6.1967,,9.0616,14.5632,12.056,6.0791,23.0173,8.5254,22.69,,4.6046,18.1571,6.655,3.9051,6.4264,39.2559,13.2404,1.299,3.1192,23.7986,28.3589,1.727,,0.9687,,,,4.251,35.1874,,3.8705,
1/28/2000,,61.69,,26.19,15.9048,357.78,3.5314,27.9932,,,,1.7239,9.9178,4.1024,7.8426,,22.0715,3.9196,,11.9432,30.4901,,10.1022,,38.2361,,25.5266,6.246,6.7469,0.75,26.1247,5.8198,9.1551,6.0283,,8.8143,14.2016,11.8863,6.0128,22.479,8.4482,23.06,,4.5685,17.3204,6.5,3.8638,6.3691,37.525,13.1379,1.2929,3.2196,22.4091,27.3683,1.6443,,0.9369,,,,4.0798,35.2246,,3.7099,
1/31/2000,,64.56,,26.25,15.189,348,3.5126,28.3455,,,,1.8013,9.7911,4.1362,7.9754,,22.4093,3.9592,,12.6625,31.3242,,9.7763,,38.9234,,25.2354,6.1575,6.8057,0.7815,26.6258,5.8561,9.1857,6.101,,8.8282,14.2016,11.9827,5.7696,22.8644,8.4116,23.44,,4.434,17.396,6.565,3.7963,6.1416,36.1081,12.7108,1.2799,3.4562,23.293,27.9808,1.6443,,1.022,,,,3.9651,36.1557,,3.6778,
2/1/2000,,67.44,,26.31,15.8061,343.5,3.3883,28.3455,,,,1.7719,10.0689,4.006,8.0179,,22.4364,4.21,,12.106,32.2424,,9.9392,,42.6144,,25.638,6.0761,6.8242,0.844,27.7648,5.9381,9.3133,6.124,,9.3088,14.3721,12.3222,5.7364,22.4056,8.7165,23.56,,4.55,17.2507,6.69,3.7419,6.0279,34.6036,12.4973,1.2739,3.4896,23.8446,27.2964,1.6766,,1.001,,,,3.9942,37.0495,,3.9501,
