Date,AAL,ALK,ALLE,AME,AOS,ARNC,BA,CAT,CHRW,CMI,CPRT,CSX,CTAS,DAL,DE,DOV,EFX,EMR,ETN,EXPD,FAST,FBHS,FDX,FLS,FTV,GD,GE,GWW,HII,HON,INFO,IR,ITW,JBHT,JCI,JEC,KSU,LHX,LMT,LUV,MAS,MMM,NLSN,NOC,NSC,PCAR,PH,PNR,PWR,RHI,ROK,ROL,ROP,RSG,RTN,SNA,SWK,TDG,TXT,UAL,UNP,UPS,URI,UTX,VRSK,WAB,WM,XYL,XLI
1/2/1998,,,,3.3564,3.2938,28.8378,31.2332,13.9442,4.0943,9.1581,0.7554,5.8538,20.7466,,18.0877,16.1132,16.9719,15.5691,12.2093,4.038,1.8337,,27.4173,7.1275,,14.1171,12.9255,33.6959,,23.5743,,11.4835,19.4217,3.8353,11.7991,6.2359,0.9513,14.6436,28.9169,6.6286,13.5155,24.5506,,32.7056,18.6512,4.8979,21.2247,8.1621,,15.2051,10.6719,1.3329,12.5045,,30.0801,24.6047,26.3715,,23.6508,,10.4679,,20.06,12.0062,,11.7865,17.5147,,
1/5/1998,,,,3.3488,3.2738,29.3437,31.0735,14.1405,3.9828,9.1489,0.75,5.8875,21.9447,,17.7728,16.1941,16.6739,15.759,12.4104,3.9738,1.921,,27.5615,6.8838,,14.3227,13.1543,33.7373,,23.2759,,11.187,19.3825,3.8477,11.9968,6.2529,0.9304,14.7444,29.1205,6.9374,13.5982,24.5153,,33.0187,19.1136,5.0809,21.0807,8.6624,,14.8885,10.5111,1.3368,11.9656,,29.6138,24.4944,26.2673,,23.4846,,10.478,,18.81,11.9947,,12.1078,17.3473,,
1/6/1998,,,,3.4275,3.26,28.6861,30.5942,14.0324,3.8394,8.9958,0.7475,5.9355,21.203,,17.7129,16.1941,16.7652,15.6049,12.6016,3.9604,1.8449,,28.8014,7.0316,,14.2931,12.9797,33.9306,,23.3893,,11.2569,19.1149,3.86,11.9968,6.3286,0.9437,14.624,29.2119,6.6969,13.4995,24.5888,,33.0757,19.1136,4.9979,21.1643,8.6013,,14.6954,10.6342,1.3166,11.3446,,28.8193,24.4596,25.5785,,23.0126,,10.3738,,19.38,11.8617,,12.0511,17.5464,,
1/7/1998,,,,3.3323,3.2354,28.7366,30.754,13.7848,3.9385,8.9008,0.745,5.9627,21.5246,,17.4957,15.8303,16.4624,15.759,12.6198,3.8703,1.7999,,29.1396,7.0964,,14.3129,13.0897,33.9306,,23.2759,,11.1534,18.8309,3.7695,11.749,6.2969,0.9322,14.1978,30.7168,6.9538,13.6382,24.7888,,34.8689,19.4219,4.7914,21.5127,8.6624,,14.6491,10.3245,1.3126,12.0734,,27.9903,24.5293,25.5785,,22.635,,10.6579,,18.88,11.8207,,11.8148,17.4333,,
1/8/1998,,,,3.3488,3.1832,27.5224,29.6358,13.3209,4.0713,8.5073,0.7396,5.9017,22.6604,,16.9446,15.6641,16.9719,15.7948,12.7329,3.7926,1.7576,,29.2523,7.2078,,14.2109,12.9692,33.9306,,22.9775,,10.9073,18.1781,3.7839,11.7015,6.2969,0.9041,14.5817,29.9791,6.8336,13.6542,24.4947,,34.1573,18.9595,4.6443,22.1259,8.6319,,14.1433,10.1021,1.3615,12.1555,,28.2091,24.1287,25.5437,,22.6576,,10.594,,18.44,11.7189,,11.7865,16.9492,,
1/9/1998,,,,3.2853,3.111,26.8141,28.837,12.9311,3.8943,8.0204,0.7317,5.649,22.1107,,15.9999,15.2959,16.1596,15.6214,12.0166,3.7471,1.5695,,28.2063,7.0316,,13.9838,12.653,32.4016,,22.1957,,10.3312,17.4828,3.6027,11.3376,6.0992,0.8508,14.0936,29.4716,6.5602,13.4213,24.2948,,33.4172,18.497,4.5792,20.6161,8.4557,,13.6104,9.6792,1.3283,11.0752,,26.9138,23.5887,24.8549,,21.9968,,10.1114,,18.25,11.2461,,11.5785,16.6686,,
1/12/1998,,,,3.2218,3.0964,26.7636,28.9968,13.2156,3.7845,8.221,0.7242,5.7383,21.4623,,16.5919,15.3812,16.3999,15.9324,12.2442,3.6239,1.6172,,28.1792,6.902,,14.1796,13.0024,32.9194,,21.6347,,10.4347,17.4012,3.6027,11.6356,6.1602,0.8508,13.8919,29.6545,6.8336,13.3704,24.3477,,33.4172,18.8053,4.5415,21.3408,8.4111,,13.707,9.7169,1.2918,10.9369,,27.524,23.4784,25.4685,,22.2082,,10.3317,,17.81,11.4414,,11.0492,16.275,,
1/13/1998,,,,3.317,3.121,26.7129,28.7923,13.1075,3.85,8.2118,0.7292,5.7863,21.5557,,16.3557,15.2959,16.3422,16.1884,12.4355,3.5855,1.6636,,28.5174,6.9823,,14.303,13.046,32.7226,,21.9331,,10.6808,17.176,3.6542,11.7832,6.3286,0.8774,14.2791,29.5955,6.8691,13.6542,24.7358,,33.4742,18.9595,4.5387,21.8611,8.397,,14.6491,10.0525,1.2918,11.1529,,28.0997,23.0082,25.2891,,22.3744,,10.1955,,19.88,11.6467,,10.8696,16.3293,,
1/14/1998,,,,3.364,3.2308,26.7889,29.5527,13.1986,3.7951,8.3542,0.7267,5.7993,21.2652,,16.6895,15.8303,16.3422,16.739,12.61,3.5659,1.6708,,28.2378,7.226,,14.1549,12.9901,33.4129,,22.6075,,10.8038,18.1552,3.6542,11.8333,6.4506,0.8983,14.3605,29.4893,6.8172,13.6033,24.7153,,33.4742,18.7683,4.6801,21.8332,8.4698,,14.3093,10.114,1.3042,11.9653,,28.4624,23.223,25.399,,22.2573,,10.1114,,20.63,11.8831,,11.0161,16.6686,,
1/15/1998,,,,3.2688,3.2116,26.6877,28.1981,13.0193,3.8058,8.3741,0.7554,5.759,20.8762,,16.2172,15.6057,16.2509,16.9812,12.6631,3.5203,1.7212,,28.6301,7.0627,,14.102,12.6967,32.7468,,21.8555,,10.8374,17.9137,3.6418,11.9652,6.3896,0.8605,14.175,29.3418,6.7133,13.6542,24.2566,,33.3034,18.6142,4.6565,22.5022,8.3829,,14.3595,10.251,1.3003,11.6931,,29.0381,23.2578,25.2138,,21.9968,,10.0374,,21.13,11.6368,,10.9878,17.1211,,
1/16/1998,,,,3.364,3.217,26.9153,27.7572,12.9649,3.9385,8.3542,0.7604,5.7449,21.6542,,16.3557,15.4935,16.3422,17.05,12.9074,3.6239,1.7383,,29.7032,7.2415,,14.0723,12.8155,33.4578,,21.6705,,11.1171,18.1976,3.7056,11.7674,6.5872,0.885,14.5817,29.4155,6.9538,13.6382,24.6388,,33.3888,18.5772,4.8093,22.242,8.3665,,14.2861,10.3245,1.3205,11.7752,,29.1417,23.5481,25.5437,,21.9968,,10.0475,,21.38,11.6975,,11.0776,17.094,,
1/20/1998,,,,3.3564,3.2792,27.6489,27.7955,12.8762,4.0943,8.613,0.7512,5.8124,22.3026,,16.6706,15.8572,16.9719,17.2565,12.3922,3.7274,1.8562,,29.9557,7.2078,,14.102,13.198,33.8685,,21.3004,,10.9605,18.9125,3.718,12.0469,6.7848,0.8907,15.1122,29.5365,7.4158,13.6382,24.6388,,33.5596,19.4219,4.8564,19.5988,8.3383,,14.819,10.4992,1.3166,11.7493,,29.6483,23.7687,26.6609,,21.6191,,10.0795,,21.94,11.7189,,11.3422,16.7229,,
1/21/1998,,,,3.3564,3.2692,27.7755,28.115,13.4142,4.0713,8.1536,0.75,5.6153,22.0432,,16.2581,15.8887,16.3134,17.1353,12.5318,3.715,1.8674,,29.7573,7.0782,,13.9896,13.198,33.3508,,21.6705,,10.8542,18.4229,3.6809,11.7832,6.7238,0.8717,14.7672,30.0676,7.6536,13.6703,24.3813,,34.1288,19.3479,4.7207,20.3235,8.2795,,14.985,10.4357,1.3126,11.7493,,29.9362,23.3681,26.1226,,21.7362,,9.9214,,22.25,11.7599,,11.1957,16.3293,,
1/22/1998,,,,3.4275,3.2738,27.3707,28.9137,13.0365,4.0058,8.2011,0.7396,5.4454,22.1729,,16.1196,15.1836,16.1019,17.1876,12.4885,3.6891,1.8589,,29.6175,7.0627,,14.1748,13.1334,32.8952,,21.9689,,10.6808,18.3184,3.7448,11.6013,6.6335,0.8472,14.5622,30.6873,7.3803,13.6542,23.8989,,34.7266,19.3047,4.715,20.1516,8.2208,,14.9155,10.4357,1.2839,11.7233,,29.2914,23.2056,25.7926,,21.6418,,9.7852,,22.06,12.2525,,11.2241,16.1302,,
1/23/1998,,,,3.4351,3.2262,27.9778,28.3131,13.0193,4.1155,8.2593,0.745,5.4791,22.0432,,16.1983,15.3273,15.4386,17.1023,12.3405,3.4882,1.8985,,28.8555,7.0627,,13.9681,12.936,32.8089,,21.7839,,10.4011,18.2988,3.7695,11.683,6.5725,0.8339,14.7249,30.6283,7.1233,13.2687,24.1386,,34.7266,19.0766,4.6565,20.4675,8.0306,,14.3363,10.4118,1.3081,11.7233,,28.7848,23.0604,25.6479,,21.4794,,9.7532,,21.75,12.2623,,11.3706,15.7909,,
1/26/1998,,,,3.3005,3.303,28.1295,28.3961,13.0565,4.05,8.221,0.7396,5.5205,21.815,,15.981,15.1567,15.8616,16.7747,12.3754,3.365,1.8589,,28.8285,6.9668,,14.3814,13.046,32.9815,,22.1539,,10.5242,18.2988,3.7695,11.5512,6.5872,0.8169,14.5232,30.9824,7.1752,13.2018,24.2689,,35.0966,18.6882,4.6264,20.2074,8.1621,,14.4792,10.4496,1.3042,11.8314,,29.9362,23.0082,25.7926,,21.4794,,9.7953,,21.88,12.8566,,11.3989,15.7094,,
1/27/1998,,,,3.3488,3.2738,28.3066,28.754,13.2711,3.9828,8.2118,0.7346,5.6022,22.0432,,15.5496,14.8198,15.5011,16.9812,12.3056,3.1838,1.9264,,28.9141,6.9486,,14.3401,13.3185,33.2196,,21.9689,,10.4347,18.4033,4.0144,11.4378,6.5872,0.8623,14.7868,31.1004,7.0058,13.2526,23.8427,,35.239,18.8053,4.6443,20.2677,8.1316,,14.4792,10.7474,1.3446,11.8011,,30.5464,23.4436,26.0126,,21.4303,,9.7852,,22.19,12.9601,,11.3422,15.8225,,
1/28/1998,,,,3.3957,3.2347,29.1921,30.0703,13.7718,4.0058,8.4598,0.7346,5.6567,22.4322,,16.0597,14.9591,15.7126,16.9647,12.261,3.2232,1.9912,,29.9557,6.9668,,14.0607,13.3185,33.1782,,23.4609,,10.5745,18.462,4.9162,11.5697,6.6335,0.8699,14.7444,31.1594,7.5525,13.2366,25.0088,,35.4667,19.539,4.7857,20.2074,8.1656,,14.9387,10.7335,1.3733,12.5055,,30.4773,23.1533,25.7579,,21.9024,,9.8794,,23,13.3492,,11.5218,16.3022,,
1/29/1998,,,,3.4199,3.2585,30.6592,30.3514,13.8777,4.05,8.1352,0.7604,5.759,22.1729,,16.4534,15.4665,16.3134,16.6894,12.7148,3.2749,2.0307,,29.5904,6.9979,,14.1136,13.4705,33.1782,,23.6101,,11.0472,18.7069,4.4777,11.7173,6.6482,0.8889,15.0699,31.0709,7.3639,13.2205,25.2485,,35.239,19.7302,4.798,20.1795,8.1656,,15.0584,10.8586,1.3531,12.5314,,30.6213,23.5887,25.8679,,22.4688,,10.1215,,23.63,13.5659,,11.6683,16.4424,,
1/30/1998,,,,3.3082,3.2347,30.9122,30.4345,13.7346,4.05,8.1919,0.745,5.7721,21.6542,,16.6108,15.2959,15.8039,16.6536,12.5318,3.2232,1.9772,,29.3335,6.9668,,14.3202,13.5368,33.2196,,23.2401,,11.1534,18.1552,4.5394,11.7015,6.5725,0.9077,15.4994,30.7168,7.1233,13.1857,24.7128,,34.8974,19.4589,4.7621,20.2956,8.0621,,14.9155,11.0948,1.3329,12.8814,,30.0053,22.7527,25.6132,,22.5859,,10.0896,,23.88,13.3393,,11.6967,16.6098,,
2/2/1998,,,,3.3082,3.3071,31.5951,30.869,14.3784,4.2483,8.3542,0.7137,5.8745,22.3337,,17.2595,15.8887,16.4912,16.9647,13.0038,3.3391,1.9408,,30.4065,7.2078,,14.6194,13.722,34.0618,,24.1711,,11.7827,18.6057,4.9521,11.8492,6.5872,0.9567,15.4571,31.661,7.6372,13.3865,25.7131,,35.8936,19.9645,5.0865,20.644,8.401,,15.8306,11.0571,1.3283,13.3438,,30.9782,22.9675,26.7709,,23.462,,10.1316,,24.5,13.8729,,11.6069,16.6098,,
2/3/1998,,,,3.3716,3.3117,31.1903,30.869,14.45,4.2483,8.4032,0.7346,5.9355,21.8513,,17.0454,15.8572,15.8904,16.8601,13.1434,3.4168,1.9745,,30.5463,7.4359,,14.6095,13.5473,33.8236,,24.207,,12.026,18.5861,5.1853,12.1128,6.8458,0.9246,15.4181,31.7495,7.4841,13.5204,26.1571,,36.0644,20.3837,5.3902,20.2074,8.5022,,15.5178,11.1306,1.3283,13.3697,,31.3754,23.0778,26.3367,,24.0284,,10.0475,,24.31,14.0059,,11.6967,16.275,,
2/4/1998,,,,3.4199,3.3117,30.8616,30.3131,14.2726,4.1828,8.4124,0.7396,6.0313,21.8773,,17.0454,15.8033,15.4723,16.9812,12.9689,3.6114,2.0024,,31.0828,7.5655,,14.4541,13.4268,33.6718,,24.3979,,11.8526,18.3609,5.3648,12.1286,6.8775,0.9304,15.5385,32.4872,7.5525,13.6033,25.9884,,36.9468,20.5872,5.2931,20.4675,8.7094,,16.1935,11.3053,1.3205,13.5858,,31.4848,23.0082,27.1703,,24.7119,,10.3317,,25.5,13.8942,,11.5218,16.3564,,
2/5/1998,,,,3.4199,3.3648,30.6334,29.9105,13.9864,4.1598,8.469,0.7554,6.1054,20.8355,,16.9257,15.745,15.4723,17.1023,13.0904,3.5079,2.0051,,30.0098,7.5007,,14.4541,13.3954,34.0031,,24.4696,,12.026,18.3609,5.4948,12.1445,7.1507,0.9398,15.558,32.1921,7.5525,13.5712,25.8966,,36.6337,20.4693,5.2808,20.8159,9.0907,,16.1202,11.4661,1.3283,13.6376,,31.266,23.2985,26.5567,,24.4513,,10.3939,,24.94,13.8942,,11.5785,16.275,,
2/6/1998,,,,3.4275,3.3548,30.7856,29.6741,14.5215,4.204,8.5563,0.75,6.2687,21.945,,17.1619,15.8033,15.3521,17.6005,13.1352,3.5462,2.0532,,29.8429,7.4514,,14.5269,13.57,33.9166,,24.6188,,12.3225,18.4425,5.1976,12.2288,7.0605,0.9549,15.4994,32.4872,7.67,13.6382,25.9144,,36.9753,20.8167,5.3223,21.0807,8.9448,,16.8461,11.8632,1.3139,14.0697,,31.3754,23.2985,26.7014,,24.9007,,10.594,,25.63,13.9238,,11.7865,16.2433,,
2/9/1998,,,,3.4757,3.341,30.5068,29.6358,15.0223,4.2925,8.5747,0.7475,6.2143,21.4866,,17.5177,16.1132,15.5636,17.84,13.2054,3.7792,2.0982,,30.5192,7.4514,,14.6293,13.46,33.6362,,24.5829,,12.5518,18.2792,5.4679,12.1286,7.1361,0.9398,15.558,32.3987,7.9105,13.6703,25.7871,,36.776,21.0524,5.4609,21.2247,9.0766,,17.1086,11.9625,1.3429,14.3679,,31.0876,23.223,26.8808,,25.6333,,10.3099,,26,13.8532,,11.7581,15.7094,,
2/10/1998,,,,3.4592,3.3694,30.8109,31.0735,14.7733,4.4253,8.5456,0.7475,6.2557,22.4659,,17.6531,16.7868,15.6789,17.5482,13.0469,4.0774,2.1122,,30.6861,7.6303,,14.712,13.5368,34.3076,,25.5916,,12.3924,18.2172,5.4432,12.1946,7.2288,0.9682,16.0266,32.6052,8.0991,13.772,25.4527,,37.4023,20.8973,5.4873,20.9924,9.2084,,17.3017,11.8017,1.3468,14.208,,31.41,23.223,26.9156,,25.9619,,9.9634,,26.5,14.2833,,11.5785,15.7909,,
2/11/1998,,,,3.444,3.3548,30.6842,31.5207,14.7018,4.0713,8.5655,0.75,6.3711,22.6586,,17.5744,16.45,16.2509,17.6005,12.9683,4.3362,2.1486,,30.2081,7.9206,,14.5054,13.701,34.3076,,25.1798,,12.2721,18.2988,5.4432,11.9968,7.2581,0.9927,16.352,32.4872,8.08,13.6382,26.0091,,37.0322,21.3253,5.658,20.9646,9.2249,,17.2322,11.7897,1.3343,14.1,,31.3063,23.223,26.8808,,25.7013,,10.0475,,27.13,14.1914,,11.4367,16.3022,,
2/12/1998,,,,3.4592,3.3263,31.191,31.5592,14.8792,4.1828,8.5073,0.7658,6.4735,22.7263,,17.8515,16.3916,16.4624,17.5648,12.8364,4.3424,2.1545,,30.9115,8.1979,,14.474,13.7115,34.5672,,25.0664,,12.5938,18.6057,5.5587,12.3422,7.1361,1.042,16.1893,32.7528,8.2167,13.6542,26.2488,,37.2599,21.7099,5.6052,21.1364,9.6651,7.4746,17.0391,11.8642,1.3383,13.5858,,31.5194,23.3449,27.205,,25.656,,10.0156,,26.5,14.3244,,11.5833,17.4016,,
2/13/1998,,,,3.444,3.3309,31.1657,32.2833,15.3256,4.204,8.5839,0.7658,6.4255,22.7888,,18.1066,16.3063,16.0442,17.3583,12.7747,4.3103,2.1036,,30.8303,8.1149,,14.5368,13.591,34.2211,,25.329,,12.4535,18.462,5.5711,12.3765,7.2288,1.0172,16.2511,32.6938,8.1839,13.6542,26.0446,,37.3169,21.5548,5.5637,20.8159,9.5474,7.4746,16.8924,11.7147,1.3264,13.5858,,31.2315,23.164,27.1703,,26.3168,,9.8895,,26.06,14.0994,,11.5833,17.1483,,
2/17/1998,,,,3.4122,3.3309,30.7856,33.6418,15.4171,4.1828,8.7569,0.7396,6.4255,23.0493,,17.7129,16.2524,16.3711,17.4794,12.9683,4.4397,2.0501,,30.6049,8.0501,,14.6707,13.6347,33.8508,,25.138,,12.5405,18.5665,5.3132,12.5083,7.1971,1.023,16.557,32.5757,8.2003,13.689,26.0831,,37.0891,21.9022,5.6608,21.0342,9.5921,7.8068,16.8924,11.7147,1.3139,13.0197,,31.1567,23.5258,27.0255,,26.3395,,10.0997,,26.88,14.2111,,12.0277,17.1211,,
2/18/1998,,,,3.4592,3.3117,30.2027,33.1612,15.0938,4.1828,8.7952,0.7317,6.3646,23.4399,,17.5744,16.9261,16.4756,17.5964,12.9501,4.3621,2.0532,,30.3209,8.019,,14.6922,13.701,34.2627,,25.3827,,12.4535,18.6677,5.4163,12.7377,7.1971,1.0205,16.5342,32.7823,7.9953,13.6382,26.1719,,37.0607,22.1007,6.0862,21.1181,9.5615,8.3051,17.0121,11.9519,1.3264,13.5037,,31.2315,23.8935,27.205,,26.1507,,10.1837,,25.81,14.2111,,12.1459,17.2071,,
2/19/1998,,,,3.444,3.3071,29.7973,32.5588,14.8448,4.1385,8.8243,0.7475,6.3025,23.6691,,17.6153,16.9261,16.5961,17.4222,12.9417,4.155,2.0811,,29.6446,7.8402,,14.464,13.591,34.0239,,25.2689,,12.33,18.4229,5.2492,12.8537,7.3191,1.0584,16.6969,32.4872,7.8422,13.4374,26.0587,,37.1461,21.9456,6.2394,21.0016,9.5921,8.139,17.1086,11.8403,1.3468,11.8314,,31.197,23.9635,26.6609,,25.7504,,10.1736,,24.56,14.0776,,12.2357,17.2071,,
2/20/1998,,,,3.444,3.2971,29.2906,32.1231,15.0594,4.0943,8.9192,0.75,6.3297,23.9608,,17.8704,16.7554,16.4756,17.3365,13.0469,4.3486,2.0726,,29.5904,7.8895,,14.3202,13.6574,33.83,,25.227,,12.3468,18.6448,5.2884,12.6059,7.3508,1.0487,16.596,32.9888,7.5853,13.7051,26.1898,,37.6869,22.4108,6.2923,21.1508,9.5332,7.7669,17.1086,11.9639,1.3429,12.2894,,31.9166,24.0044,26.6609,,25.8674,,10.2258,,24.63,14.2012,,11.9994,17.0623,,
2/23/1998,,,,3.4516,3.341,28.6825,32.4819,14.8963,4.05,8.7569,0.745,6.3352,23.7004,,17.6342,16.6162,16.4419,17.3365,13.117,4.329,2.1261,,29.7573,8.1979,,14.2574,13.57,33.484,,25.191,,12.3468,18.6057,5.3648,12.474,7.2727,1.1093,16.5342,33.0183,7.9105,13.772,25.612,,37.573,22.293,6.2158,21.2952,9.3873,7.8931,17.1356,11.94,1.3547,12.2894,,31.9857,24.1094,26.6609,,26.6454,,10.0273,,25.31,14.1386,,11.7299,16.5827,,
2/24/1998,,,,3.444,3.2924,28.7078,32.2384,15.0394,3.8943,8.6421,0.7292,6.2399,22.919,,17.3791,16.5892,16.7455,17.2673,13.1872,4.4263,2.1036,,29.3064,8.2782,,14.1847,13.4058,33.4632,,24.8197,,12.5573,18.6057,5.1853,12.8036,7.2435,1.1039,16.2316,32.5757,7.7739,13.7211,25.2397,,37.1176,21.9022,6.1685,20.8292,9.578,7.6407,17.1086,11.4534,1.3383,12.6956,,31.6287,24.1503,26.5567,,26.1733,,9.7633,,25.19,13.9738,,11.5266,16.9808,,
2/25/1998,,,,3.444,3.3024,29.1132,32.8408,15.2025,3.9615,8.6512,0.7525,6.1852,22.919,,17.3382,16.8834,16.6828,17.6821,13.3808,4.4781,2.1018,,30.3209,8.3923,,14.1334,13.4705,33.702,,25.227,,12.8547,19.0333,5.3256,12.7377,7.2288,1.1245,16.3943,33.579,7.9625,14.0049,25.3886,,38.1708,21.9022,6.1713,21.6168,9.5191,7.6407,17.375,11.94,1.3593,12.6956,,33.0334,24.5472,27.2397,,27.2382,,9.8592,,25.44,14.417,,11.5833,17.3202,,
2/26/1998,,,,3.4592,3.3548,29.2906,34.5645,15.2197,3.873,8.7607,0.75,6.1709,23.117,,17.7539,17.6443,17.078,17.5771,13.5561,4.3486,1.9722,,29.7843,8.3275,,14.1648,13.4495,33.6362,,25.6402,,13.242,19.3401,5.4948,13.0515,7.2435,1.1266,16.9019,34.3757,7.9269,14.4253,25.6865,,39.3663,21.5921,6.1571,21.6448,9.4603,7.933,17.5218,11.8762,1.3632,12.7215,,33.3558,25.1308,27.1703,,28.1559,,8.7544,,25.13,14.8191,,11.8197,18.1075,,
2/27/1998,,,,3.4122,3.3502,29.7467,34.7632,15.6117,4.027,8.9054,0.7525,6.1239,22.1377,,17.6751,17.3922,17.3189,17.6462,13.4762,4.1933,1.9753,,28.7158,8.2134,,14.4227,13.5805,33.5047,,25.4905,,13.3654,19.5653,5.5195,13.3494,7.3044,1.1266,16.5147,34.4347,7.8422,14.5591,25.4065,,39.5656,21.3625,5.9851,21.7334,9.6957,7.933,17.4716,12.0636,1.3547,12.5573,,33.8567,24.804,27.6738,,28.2994,,8.598,,24.69,14.7153,,11.9379,18.8178,,
3/2/1998,,,,3.4516,3.3795,28.7332,33.802,15.3256,3.8288,8.8561,0.745,6.1786,22.5284,,17.9491,17.1941,16.9864,17.8204,13.4242,4.1809,1.9722,,28.6887,8.3586,,14.2161,13.3727,33.9166,,25.3827,,13.1887,19.8297,5.5463,13.3811,7.3654,1.1341,16.2902,34.0806,7.9433,14.6582,26.5054,,39.0247,21.3253,6.0532,21.8172,9.7098,7.933,17.6414,11.7645,1.3593,12.7215,,33.8221,24.658,28.0038,,28.1332,,8.5341,,24.94,14.8504,,11.7015,18.759,,
3/3/1998,,,,3.4516,3.3117,29.3159,33.5649,15.0394,3.8058,8.8377,0.7242,6.2399,23.4399,,17.7728,17.1941,17.2274,17.7679,13.4242,4.2192,1.9528,,29.3064,8.6696,,14.1136,13.4932,33.9616,,25.3827,,13.3823,20.4826,5.5711,13.8108,7.4118,1.1302,16.3129,33.7265,8.1319,14.5591,26.431,,38.5978,21.2819,6.1571,21.5562,9.6509,8.3051,17.9079,11.5412,1.3632,12.5573,,34.0351,25.2067,28.2179,,27.8726,,8.3138,,25.5,14.8603,,11.9994,18.3337,,
3/4/1998,,,,3.444,3.3309,29.0626,34.1608,14.8963,3.8288,8.8177,0.7242,6.1983,23.7681,,17.99,17.3066,17.2563,17.5439,13.5645,4.1995,1.9416,,28.9683,8.5082,,14.3616,13.329,33.6362,,25.2689,,13.2251,20.0125,5.5463,13.9585,7.3947,1.1341,16.3715,33.638,7.9816,14.6261,26.7675,,38.3985,21.2447,6.1335,21.9944,9.5474,8.139,18.1974,11.7406,1.3593,12.4234,,34.1848,25.0607,28.1485,,27.7556,,8.5341,,26.38,14.7054,,11.8764,18.2206,,
3/5/1998,,,,3.3957,3.2639,28.7078,33.4816,14.6474,3.8288,8.6838,0.7033,6.0757,24.2212,,17.9113,17.2481,17.29,17.5964,13.4158,4.155,1.9303,,28.8555,8.5577,,14.3616,13.3919,33.6362,,24.8556,,12.9782,19.6861,5.4432,13.8266,7.3508,1.1208,16.0884,33.7265,7.8777,14.7599,26.4876,,38.3131,21.0524,6.0295,21.7613,9.7686,8.0127,17.9774,11.6648,1.3429,12.3715,,33.9661,24.9148,28.0096,,27.2609,,8.5139,,25.56,14.623,,12.2925,17.9129,,
3/6/1998,,,,3.4122,3.3648,29.0373,33.6033,15.254,3.85,8.8561,0.7083,6.1304,25.5235,,18.264,17.7568,17.8297,18.2878,13.4158,4.2451,1.9582,,29.5318,8.5082,,14.5566,13.7215,34.2627,,24.9694,,13.1887,20.2377,5.7898,13.9743,7.3508,1.1475,16.3422,34.1114,8.1703,15.0598,26.6722,,39.1671,21.9828,6.1099,21.9058,10.0629,8.0592,18.0739,11.8901,1.3468,12.3153,,34.5418,24.7339,28.9512,,27.6612,,8.5139,,25.56,14.8092,,12.5289,17.4605,,
3/9/1998,,,,3.4351,3.3694,28.9612,33.6802,15.1653,3.85,8.7607,0.7346,6.1512,24.5807,,17.9113,17.4192,17.531,18.0112,13.3625,4.1674,1.9623,,29.9286,8.1334,,14.4326,13.7654,34.0688,,25.227,,13.1185,20.1137,5.6866,13.7766,7.3191,1.1569,16.1396,34.3483,8.2879,15.3115,26.7675,,33.4457,22.293,6.1449,21.3232,9.9146,7.8931,17.9542,11.5651,1.3632,12.3413,,34.5072,24.839,28.7012,,27.8047,,8.4836,,25.56,14.9212,,12.4721,17.741,,
3/10/1998,,,,3.4833,3.3648,29.696,33.5649,15.4515,3.8164,8.7515,0.7137,6.1852,25.0703,,17.8893,17.5587,17.6466,17.9061,13.5379,4.1933,2.0033,,30.6049,8.1491,,14.5054,13.8092,34.3699,,25.2689,,13.1017,20.1366,5.5711,13.9084,7.3654,1.1587,16.6691,33.2823,8.2714,15.6622,26.842,,32.5633,22.7582,6.1449,21.9058,10.0181,7.8931,17.9542,11.5272,1.3796,12.5055,,34.5418,25.0257,28.6605,,27.5441,,8.7369,,25.13,14.9328,,12.5289,17.6867,,
3/11/1998,,,,3.5227,3.3841,29.3159,33.4431,15.4686,3.9158,8.6361,0.7242,6.1786,25.7839,,18.1475,17.3336,17.8008,17.9753,13.4509,4.2451,2.0793,,30.154,8.2974,,14.5682,13.8531,35.0587,,25.227,,13.2588,20.0941,5.6743,13.9084,7.5484,1.1569,16.8129,34.3779,8.2031,15.7961,26.97,,32.9346,22.5659,6.0626,22.4325,9.9593,7.933,18.1009,11.8762,1.3757,12.7475,,34.5763,24.9849,28.8465,,27.2741,,8.769,,25.13,14.9015,,12.8551,19.4377,,
3/12/1998,,,,3.5709,3.3502,28.9359,33.001,16.0237,3.9282,9.0207,0.7371,6.1512,26.2423,,17.99,16.8834,17.4683,17.837,13.4944,4.1674,2.0609,,30.4922,8.3625,,14.5153,13.8864,34.8164,,24.9275,,13.416,20.1561,5.7011,14.1404,7.4874,1.1663,16.7116,33.9634,8.3398,15.9808,26.8598,,32.4776,22.6775,5.9615,22.838,9.9452,8.2652,18.1704,11.8403,1.3757,12.6135,,34.5763,25.2417,29.7881,,27.2969,,8.6525,,25.38,14.8092,,13.0017,20.3426,,
3/13/1998,,,,3.689,3.3694,28.3531,33.1996,16.0781,4.0383,9.2223,0.7188,6.206,26.2423,,17.9113,17.1355,17.531,17.613,13.2924,4.1674,2.1158,,31.1099,8.4093,,14.4855,13.7321,34.3942,,24.3286,,13.416,20.3814,5.5979,14.3382,7.5777,1.1547,16.5056,33.9042,8.4437,15.7639,26.7288,,32.5347,22.5659,5.9236,23.043,10.0323,8.6373,18.3171,11.926,1.3796,12.2894,,34.5072,25.4634,29.5731,,27.2021,,8.7369,,25.5,14.8701,,13.0584,20.2838,,
