Date,A,ABBV,ABC,ABMD,ABT,AGN,ALGN,ALXN,AMGN,ANTM,BAX,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,CVS,DGX,DHR,DVA,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,NKTR,PFE,PKI,PRGO,REGN,RMD,SYK,TFX,TMO,UHS,UNH,VAR,VRTX,WAT,WCG,XRAY,ZBH,ZTS,XLV
1/2/1998,,,5.8823,8.125,8.8874,30.9518,,2.97,11.2076,,9.3376,18.052,5.645,22.498,11.5625,18.2739,0.3594,2.7431,16.9247,,19.7053,12.3856,3.4911,5.6282,9.0433,,1.0636,,5.2975,6.9118,19.6148,4.015,,21.375,,,19.4223,4.5232,36.3888,45.0831,18.4874,25.0359,17,8.3046,12.845,12.9295,7.9895,12.6247,8.875,1.5395,7.8592,26.2906,35.7297,11.404,5.3506,5.4751,16.69,9.39,,8.7375,,,
1/5/1998,,,5.8385,8.155,8.9361,32.3312,,2.97,11.1681,,9.4773,18.1423,5.6667,22.7785,11.75,18.5871,0.375,2.9613,16.9149,,19.7639,12.7629,3.4523,5.6507,9,,1.0879,,5.3125,6.6667,19.7262,3.97,,21.125,,,19.4044,4.5232,37.9723,44.6598,18.9268,25.1988,16.75,8.3046,13.94,13.6333,8.3453,12.7319,9,1.5395,7.9246,26.2906,35.0017,11.3327,5.3431,5.6054,16.565,9.14,,8.4086,,,
1/6/1998,,,5.7297,8.25,8.7885,31.9768,,3,11.0393,,9.4419,18.1206,5.8333,22.914,11.5325,18.5273,0.3776,3.0623,16.905,,19.8225,12.2398,3.3892,5.6732,8.9167,,1.0915,,5.36,6.7412,19.2621,3.9375,,20.5,,,19.1058,4.2114,37.3126,43.8131,18.4874,24.8498,16.69,8.2011,15.69,13.196,8.1311,12.4014,8.5,1.5395,7.8992,26.3829,34.7949,11.289,5.3711,5.5167,16.44,9.8125,,8.5554,,,
1/7/1998,,,5.7877,8.53,8.8465,31.3158,,3,11.0518,,9.4885,17.9834,5.7083,22.9283,11.5625,18.348,0.401,2.6733,16.6791,,20.2519,12.3001,3.3382,5.8029,8.6867,,1.0845,,5.2975,6.7647,20.1903,3.97,,20.44,,,19.2939,4.0542,36.5841,43.6015,18.3489,24.4543,16.56,8.3584,15.5,13.3463,7.9895,12.2316,8.25,1.5395,7.8064,26.2481,34.0752,11.289,5.4174,5.4204,16.315,9.515,,8.4086,,,
1/8/1998,,,5.8192,8.69,8.9612,32.0343,,2.9375,11.0912,,9.4997,18.2795,5.875,22.4219,12.3125,17.7503,0.3802,2.697,16.7479,,20.4666,12.1173,3.3382,5.8308,8.4167,,1.1018,,5.0325,6.7157,19.3177,3.72,,20.125,,,19.5178,4.366,36.1566,44.0756,18.0938,24.7102,17.25,8.4619,16,13.2609,8.1081,12.3388,8.25,1.5533,7.8064,25.6734,33.2479,11.2614,5.4378,5.3864,16.565,10.2975,,8.3528,,,
1/9/1998,,,5.635,8.125,8.8623,30.1183,,3.0325,10.9354,,9.3134,17.8932,5.99,21.352,11.8275,16.959,0.3646,2.5174,16.7086,,19.6126,12.0939,3.2608,5.4931,8.1667,,1.0706,,5.0325,6.3725,18.2224,3.345,,19.69,,,19.2939,4.2114,35.1695,42.8649,17.5836,23.9424,16.88,8.2798,15.405,12.6306,7.5341,11.9546,8.688,1.5395,7.5828,25.0492,33.0411,11.19,5.3301,5.2014,16.405,10.0475,,7.9475,,,
1/12/1998,,,5.4692,8.125,9.1667,29.5148,,3,10.9998,,9.0694,17.8715,5.8333,21.9916,11.47,17.2435,0.3698,2.4788,16.8559,,19.4613,12.2514,3.273,5.431,7.9167,,1.0321,,4.9375,5.9078,18.5658,3.22,,18,,,19.685,3.8995,36.0246,42.2807,17.2619,24.7102,17,8.0479,14.625,13.0576,7.8211,11.2845,8.375,1.567,7.6355,25.3613,32.6771,11.2752,5.2354,5.3109,15.94,10.14,,7.9298,,,
1/13/1998,,,5.5587,7.875,9.2077,29.4573,,3.25,10.792,,9.0694,17.9184,6.23,21.8869,11.0625,17.167,0.3594,2.6496,16.907,,20.1933,12.2514,3.273,5.4256,8.1267,,1.0739,,5.3125,6.0549,18.3338,3.39,,19,,,19.8163,3.8995,35.861,42.9157,17.1214,24.7335,18.75,8.1514,15.345,13.2062,7.8211,11.5615,8.375,1.567,7.6883,25.2265,33.4548,11.4915,5.1686,5.4269,16.5,10.11,,8.0767,,,
1/14/1998,,,5.6666,8.125,9.2327,30.4728,,3.25,10.3889,,9.291,18.2795,6.5,21.8727,10.8125,16.9877,0.3672,2.6346,16.9542,,20.4666,12.6404,3.2873,5.3977,8.2933,,1.053,,5.4075,6.0294,18.9186,3.47,,20.065,,,19.8522,4.366,36.0933,44.0756,17.3544,25.5711,18.25,8.4619,14.875,13.2916,8.089,11.3917,8.563,1.567,8.0448,25.2265,33.5044,11.3902,5.2634,5.4543,17.25,10.1875,,8.1883,,,
1/15/1998,,,5.806,8.19,9.1589,30.4728,,3.375,10.1812,,9.3488,18.886,6.5417,21.8727,10.765,16.959,0.3516,2.6184,16.7577,,20.5886,12.5431,3.3239,5.3697,8.2933,,1.0706,,5.22,6.0784,18.5101,3.4525,,20.5,,,19.6103,4.0542,35.3648,44.7106,16.87,25.2919,18,8.4371,14.97,12.95,8.0659,11.5079,8.375,1.567,7.952,25.0492,33.2976,11.1325,5.0609,5.3317,17.815,10.2025,,8.3146,,,
1/16/1998,,,5.8955,8.375,9.2406,31.9768,,3.375,10.1812,,9.6859,19.8572,6.4583,22.215,11.64,16.9734,0.3594,2.6571,16.7577,,21.4426,12.7629,3.3504,5.3634,8.3133,,1.0915,,5.2825,6.4216,18.7422,3.595,,21.625,,,20.2253,4.2114,35.3648,43.8131,17.5836,25.5478,17.75,8.0728,15.44,13.1533,8.1621,11.5079,8.125,1.5808,7.9246,25.2691,33.5044,11.0888,5.1815,5.4543,18.25,10.25,,8.4438,,,
1/20/1998,,,5.7744,8,9.4227,31.7373,,3.3125,10.3765,,9.5704,19.9258,7.2083,22.9877,11.8125,17.0929,0.375,2.7431,17.2783,,22.4772,13.0779,3.3239,5.3472,8.3333,,1.1141,,5.25,6.7412,18.5658,3.5325,,22.515,,,20.691,4.9898,36.753,43.3898,18.2084,26.8741,18,8.0231,15.375,13.8041,8.6436,11.4453,8.5,1.6154,7.9393,25.2265,33.918,11.1026,5.1622,5.3798,18.25,10.3125,,8.8109,,,
1/21/1998,,,5.921,8,9.3237,31.6127,,3.595,10.2975,,9.3954,20.3988,7.0633,22.467,12.125,16.8849,0.3646,2.7743,17.2096,,23.1799,12.796,3.2873,5.3301,8.3133,,1.06,,5.125,6.6667,18.5101,3.61,,22.125,,,20.3388,5.4588,36.5841,43.3898,17.8609,26.5251,18.12,7.8658,14.625,13.4949,8.8362,11.1148,7.875,1.6083,7.7811,25.2691,33.554,11.0013,5.1622,5.2495,17.875,10.5475,,8.6288,,,
1/22/1998,,,5.9016,7.875,9.2657,31.9097,,3.25,9.7926,,9.3376,21.1209,7,22.7357,12.1725,16.7343,0.362,2.6807,17.3471,,22.3259,12.7219,3.3239,5.313,8.2933,,1.0669,,5.0625,6.7412,18.3895,3.625,,21.75,,,20.076,5.3016,35.8293,44.0756,17.9792,26.1993,17.75,8.0231,14.655,13.4317,8.763,11.0612,7.938,1.6083,7.7283,25.0066,33.1404,10.9024,5.1686,5.3317,17.875,10.5,,8.5907,,,
1/23/1998,,,5.7683,8.19,9.2169,33.7107,,3.25,10.0773,,9.3488,21.7527,7,23.166,12.3275,17.0331,0.3516,2.5635,17.1408,,22.2966,12.5895,3.2873,5.3634,8.27,,1.0722,,5.1875,6.7902,18.1017,3.6875,,21.75,,,19.9656,5.1469,35.3015,42.6533,17.7241,26.2691,18.12,7.5553,14.905,13.3343,8.8825,10.945,7.938,1.6561,7.6756,24.9144,32.6275,10.9162,5.0943,5.2627,18.375,10.6575,,8.482,,,
1/26/1998,,,5.864,8.22,9.1259,33.5861,,3.14,10.1168,,9.5351,21.3014,6.8333,23.1066,12.235,17.3033,0.3281,2.5411,17.2194,,22.4772,12.5408,3.2995,5.3634,8,,1.0686,,5.1875,6.6549,18.3338,3.72,,21.375,,,20.0581,5.1469,35.0006,42.594,17.6095,26.5251,17.88,7.4269,14.845,13.2814,9.0982,10.8378,7.5,1.622,7.5954,25.0066,32.3131,10.7873,5.0405,5.2353,18.25,10.735,,8.5554,,,
1/27/1998,,,5.7236,8.25,9.3488,33.7107,,3.2825,10.2082,,9.5108,22.2726,6.9267,23.1803,12.515,17.332,0.3333,2.7194,17.1506,,22.6919,12.6382,3.4014,5.4031,7.75,,1.0932,,5.125,6.4961,18.5101,3.7825,,21.44,,,20.1328,4.6779,35.0376,42.0183,17.7241,26.6414,17.62,7.3731,15.375,13.442,9.1251,11.1148,7.438,1.622,7.6608,24.8293,32.6771,10.6286,5.1686,5.4204,18.625,11.5,,8.7757,,,
1/28/1998,,,5.8569,8.125,9.3567,34.4866,,3.095,10.4534,,9.6748,22.3412,7.125,23.7295,12.75,18.2595,0.349,2.7506,17.1899,,23.3312,12.8934,3.4523,5.5327,7.6267,,1.1682,,5.125,6.5451,18.6215,3.875,,21.875,,,19.9656,4.9898,35.9613,42.6533,18.5559,27.3627,17.75,7.4021,16.375,13.6333,9.414,10.8646,7.125,1.7457,7.7811,24.6093,32.8343,10.7137,5.2494,5.5572,19.125,11.75,,8.8109,,,
1/29/1998,,,5.7999,8.22,9.4807,34.3046,,3.2825,10.2726,,9.9076,22.8358,7.145,24.1313,12.86,18.6468,0.3698,2.7593,17.0229,,23.3019,12.8193,3.4014,5.5724,8.1033,,1.1715,,4.9375,6.6667,18.6865,3.5625,,22,,,19.9656,4.9898,35.861,41.6458,18.7408,27.4325,17.62,7.3483,16.875,13.9117,9.3639,10.8378,7,1.7529,7.8064,25.6238,32.0567,10.7137,5.3301,5.6186,19.5,11.5,,8.8491,,,
1/30/1998,,,5.7612,8.25,9.3396,35.2051,,3.3125,10.3889,,10.3733,22.7925,6.9583,23.701,12.6875,18.5129,0.3568,2.5947,16.6595,,24.2144,12.7706,3.3892,5.6849,8.1267,,1.1297,,4.845,6.4706,18.6215,3.4225,,21.69,,,19.9835,4.9898,35.6974,40.5367,18.8776,27.3162,17.88,7.4518,16.19,13.9647,9.2908,10.3911,7,1.7804,7.7937,25.3613,32.2635,10.7298,5.5186,5.5846,19.625,11.5325,,8.7375,,,
2/2/1998,,,5.9403,8.19,9.3897,36.642,,3.1575,11.2201,,10.7346,23.8503,7.1867,24.3452,13.25,19.0054,0.349,2.697,16.6988,,24.9464,13.1602,3.3117,5.8533,8.6667,,1.0809,,4.6875,6.251,19.1507,3.75,,23.5,,,20.5418,4.9898,36.6211,43.8131,19.5024,27.4092,19,7.4518,16.44,14.115,9.4602,11.2845,7.375,1.8282,8.163,26.2906,33.5044,10.8288,5.6403,5.7357,19.065,11.515,,8.6641,,,
2/3/1998,,,5.8955,8.03,9.2908,36.8815,,3.0625,11.1286,,10.675,23.8503,7.0833,23.7747,12.845,19.2588,0.349,2.9538,17.0327,,24.3413,13.2576,3.3117,5.9659,9.5833,,1.1018,,5.25,6.5196,18.9743,3.9075,,24.5,,,20.7477,5.3016,36.2886,43.7116,19.8943,27.0602,18.81,7.6339,16.125,14.103,9.4602,11.6151,7.5,1.7595,8.1503,26.2481,33.5044,10.9875,5.6123,5.8452,18.75,11.2825,,8.6641,,,
2/4/1998,,,5.9077,8,9.2829,37.303,,3.095,10.9998,,10.4887,23.3088,7.0833,23.7747,13.5625,18.6779,0.3412,2.9613,17.1506,,24.3999,13.355,3.3382,6.0613,9.9167,,1.1018,,5.1725,6.5686,19.03,4.2425,,25.19,,,20.488,5.3016,36.0933,42.7041,19.9202,26.7577,19,7.7126,16,13.9339,9.5835,9.7746,7.5,1.787,8.2031,26.0707,33.0908,11.0888,5.6467,5.9,18.155,11.36,,8.573,,,
2/5/1998,,,5.9779,7.905,9.3158,36.642,,3.1575,10.6487,,10.4198,22.6336,6.9167,23.4323,13.595,18.3934,0.3438,2.5798,17.4649,,24.6146,13.3803,3.3239,6.0838,9.6867,,1.0287,,5.3125,6.7157,20.1346,4.22,,24.375,,,20.5627,5.4588,35.2012,43.7624,19.8943,26.3622,19,7.7871,16,13.6548,9.9186,9.3814,7.125,1.8282,8.163,26.1133,32.7847,11.0888,5.6198,5.9339,17.03,11.5,,8.6465,,,
2/6/1998,,,6.1306,7.94,9.4715,37.3605,,3.25,11.2076,,10.4776,23.3557,6.9583,23.2849,14.0775,18.917,0.3333,2.6259,17.6319,,24.5219,13.7446,3.2995,6.1802,9.7067,,1.1054,,5.86,6.6176,19.4941,4.1875,,25,,,20.8224,5.3016,35.2329,44.8714,19.9202,26.5949,19.38,8.2011,16.94,13.8483,9.8955,8.9347,7.125,1.8431,8.3339,26.2055,33.1404,11.0589,5.6263,5.8792,18.11,11.6875,,8.5554,,,
2/9/1998,,,6.099,8,9.4556,36.0481,,3.0625,10.9998,,10.3379,23.2438,7.23,23.2849,14.2025,18.8118,0.3333,2.6346,17.6909,,24.2486,13.6472,3.2873,6.2135,9.7067,,1.06,,5.9375,6.7902,20.1903,4.2825,,25.065,,,20.5627,5.3016,34.3092,45.1339,19.7094,26.9439,19.25,7.8906,17.125,13.8261,9.9687,9.3278,7.375,1.8695,8.2811,26.2481,32.9915,11.1463,5.8352,5.8244,17.815,12,,8.6641,,,
2/10/1998,,,5.9138,7.845,9.7023,35.4446,,3.095,11.4403,,10.5353,23.5362,7.3133,23.9411,14.5,19.3186,0.3412,2.5947,17.6909,,24.4291,13.7212,3.2873,6.1964,9.6467,,1.0357,,5.97,6.8627,19.7262,4.4075,,24.155,,,20.8224,5.3016,33.5174,45.3456,20.1494,27.3162,20.12,7.8906,16.97,14.3825,10.0611,9.4976,7.5,1.8156,8.4921,27,32.371,11.3051,5.8556,5.9679,18,11.9075,,8.6641,,,
2/11/1998,,,6.0034,7.565,9.6535,35.1476,,3.1575,11.3884,,10.6173,23.399,7.0833,23.6558,14.61,19.4381,0.3255,2.6184,17.6319,,24.3999,14.2316,3.2995,6.2081,9.6667,,1.039,,6.0625,7.0706,20.1903,4.4075,,23.69,,,20.6552,5.3016,35.0112,45.9805,21.3288,27.3394,20,7.7871,16.31,14.3294,10.0149,9.7746,9.5,1.8145,8.5575,26.9149,32.4207,11.4915,5.7813,5.8726,18.065,11.875,,8.9225,,,
2/12/1998,,,6.0604,7.75,9.7445,35.8086,,3.1875,11.4278,,10.4552,23.5362,7.0833,23.5512,14.47,19.5887,0.3281,2.4862,17.6123,,24.0973,14.5004,3.2873,6.2585,9.6667,,1.0427,,6,7.0706,20.8866,4.4375,,23.565,,,20.8313,5.1469,34.2488,46.8272,21.351,27.4092,19.94,7.7374,16.81,14.4356,9.9918,9.7746,8.938,1.8557,8.4794,26.9149,32.6275,11.2314,6.0301,5.9405,18.125,12,,8.8109,,,
2/13/1998,,,6.1051,7.69,9.7682,35.0902,,3.25,11.1556,,10.431,23.2438,7.2917,23.418,14.375,19.4692,0.3203,2.4937,17.6123,,24.1559,14.2316,3.2608,6.2189,9.9367,,1.0321,,6.0625,7.0843,22.6318,4.72,,23.75,,,20.6816,4.9898,33.7194,47.0981,20.8888,27.386,20.06,7.6588,17.06,14.3192,9.9918,9.721,8.563,1.8629,8.5322,27.3973,32.7847,11.3764,6.2659,5.9274,19,11.985,,8.8491,,,
2/17/1998,,,6.2455,7.47,9.9252,34.6686,,3.0625,11.1806,,10.4664,23.2185,7.25,23.6273,14.625,19.2301,0.3177,2.4625,17.5141,,23.5459,14.4147,3.273,6.2865,9.8133,,1.0086,,6.0625,7.1078,22.279,4.235,,23.5,,,20.8134,5.1469,32.6923,46.7764,21.0737,27.8979,20.56,7.7623,17.125,14.4681,10.0149,9.5512,8.813,1.8695,8.4668,28.1989,31.8995,11.6065,6.1173,5.9405,19,11.985,,9.1604,,,
2/18/1998,,,6.2578,7.47,9.8764,35.4446,,3.375,11.4278,,10.5819,23.2438,7.48,23.7295,14.8125,19.4835,0.2943,2.3765,17.4748,,23.8533,14.4517,3.2485,6.3432,9.9167,,1.0025,,6.11,7.2804,22.7431,4.3125,,23.5,,,21.1128,4.9898,31.7658,46.9372,20.704,28.9216,20.19,8.0231,16.94,14.79,10.0149,9.5512,8.688,1.8695,8.5849,28.1067,32.1063,11.8228,6.2928,5.9953,18.75,12.345,,9.2515,,,
2/19/1998,,,6.328,7.25,9.7273,35.2051,,3.2975,11.4278,,10.4664,22.9044,7.48,23.2397,14.9375,19.4548,0.3177,2.4314,17.4355,,23.3946,14.0991,3.2608,6.309,9.8733,,0.9938,,5.97,7.5,22.7431,4.085,,23.125,,,21.1308,4.9898,31.9987,47.9955,19.3175,28.4563,20.12,8.3046,16.97,14.7472,10.0149,9.7746,8.875,1.8695,8.4668,28.3337,32.4207,11.8504,6.3122,6.0566,18.815,12.375,,9.2515,,,
2/20/1998,,,6.1692,7.125,9.7933,34.8507,,3.3125,11.272,,10.3621,23.5579,7.4167,23.418,14.5,19.2899,0.3594,2.5174,17.406,,22.9066,14.5238,3.2485,6.3261,10.3333,,1.0304,,5.9375,7.598,23.4951,4.0325,,23.375,,,20.9811,4.9898,32.6288,46.353,19.6429,29.0147,19.88,8.4868,17.03,14.9493,10.1613,9.4976,8.625,1.8282,8.4921,29.3978,32.4207,11.9379,6.3122,6.0916,18.75,12.3125,,9.2515,,,
2/23/1998,,,6.449,6.905,9.8843,34.5441,,3.1725,11.3115,,10.513,23.4893,7.25,23.8935,13.8275,20.5593,0.3828,2.5012,17.3471,,22.0819,14.4887,3.2608,6.3657,10.3733,,1.0407,,5.7825,7.5863,23.6157,3.9525,,23.44,,,21.562,4.9898,34.3123,47.3605,19.8277,30.3875,20,8.2798,17.06,15.3037,10.1844,9.6048,8.438,1.8145,8.5575,29.0715,32.6275,11.7492,6.4199,6.1321,18.625,12.5,,9.3249,,,
2/24/1998,,,6.1245,7,9.8672,34.6686,,3.235,11.0123,,10.3844,23.1969,6.9683,23.9173,13.9525,19.0795,0.3594,2.5012,17.4453,,21.4719,14.3777,3.1711,6.4837,10.25,,1.0058,,5.625,7.6235,23.56,3.75,,23.19,,,21.9004,4.8351,33.8517,45.0323,19.6651,29.7593,19.5,8.3584,16,14.9818,10.1844,9.721,8.375,1.8156,8.414,28.403,32.6275,11.6341,6.4199,6.1048,18.28,12.375,,8.8843,,,
2/25/1998,,,5.9586,6.78,9.8592,34.7261,,3.3125,11.0767,,10.4776,23.1535,7.25,23.7604,14.7025,19.4548,0.3672,2.5099,18.3195,,22.2039,14.3777,3.1466,6.5629,10.1867,,1.0321,,5.9375,7.6471,23.328,3.985,,23.5,,,22.2359,4.9898,34.6141,45.0831,19.7797,29.5266,19.5,8.3046,15.125,15.1325,10.2537,9.6584,8.5,1.8211,8.6503,29.1568,33.918,11.6341,6.5146,6.2756,18.065,12.39,,9.1046,,,
2/26/1998,,,5.9403,6.78,9.8263,34.2471,,3.25,11.1286,,10.4198,23.2871,7.3333,23.7747,14.8275,19.5576,0.375,2.5561,18.4571,,23.1213,14.366,3.1344,6.5179,10.3733,,1.0078,,5.6875,7.6961,23.6157,4.0325,,23.625,,,22.2748,4.9898,34.6459,44.1306,19.41,29.3172,19.38,8.4371,15.06,15.4527,10.377,9.6584,8.25,1.8354,8.6904,29.0217,34.0752,11.8504,6.5555,6.3172,18.25,12.22,,9.178,,,
2/27/1998,,,5.9525,6.78,9.8672,34.3717,,3.345,11.0393,,10.5484,22.973,7.5633,23.8222,14.9375,19.5744,0.3698,2.5723,18.7616,,22.8139,14.4264,3.1344,6.4783,10.73,,0.9989,,5.72,7.9902,23.6157,3.9225,,22.75,,,22.5743,4.8351,34.8418,44.241,19.6429,29.6895,19.5,8.4371,14.94,15.153,10.377,9.6048,8.125,1.8695,8.6377,28.8439,33.918,12.023,6.5351,6.3511,18.69,12.4225,,9.1046,,,
3/2/1998,,,5.8446,6.69,9.9173,34.9081,,3.3125,10.8897,,10.5707,22.6553,7.1667,24.1313,14.875,19.529,0.349,2.5723,18.8794,,22.9652,14.329,3.1976,6.5458,11.2067,,1.0042,,5.625,7.8922,23.4951,3.5325,,22.625,,,22.3856,4.8351,34.4129,44.1306,19.5504,29.5033,20.12,8.7476,14.125,15.0349,10.5195,9.3814,7.75,1.8354,8.7305,29.2422,32.9915,12.3106,6.5889,6.3577,18.315,12.22,,9.4365,,,
3/3/1998,,,5.7744,6.595,9.9001,34.4866,,3.5,11.1037,,10.5707,22.5867,6.855,24.3215,14.9075,18.8859,0.375,2.8603,18.8598,,22.3259,14.2686,3.1976,6.5566,11.5433,,1.0078,,5.6575,7.9529,23.8478,4.125,,22.875,,,22.3107,4.9898,34.0847,45.1915,19.5726,29.5033,20.12,8.6441,15.44,14.8962,10.4463,9.4976,7.625,1.8557,8.8086,29.3346,33.0908,12.5545,6.7569,6.3303,18.375,12.095,,9.8036,,,
3/4/1998,,,5.8701,6.655,9.7933,35.6266,,3.47,10.9603,,10.3956,22.8448,6.5417,24.0362,14.72,19.0795,0.3854,2.7817,18.6928,,22.3893,14.1965,3.1466,6.4386,10.8967,,1.0042,,5.6875,7.9294,23.4394,4.095,,22.815,,,21.9543,4.8351,33.2217,45.828,19.0624,29.1659,20.25,8.3584,15.25,14.5435,10.4001,9.4976,7.5,1.8557,8.7833,29.6475,33.2479,12.4119,6.9184,6.2394,18.065,11.735,,9.6186,,,
3/5/1998,,,5.921,6.875,9.8592,35.0902,,3.5325,10.8959,,10.187,22.8195,6.875,23.7747,14.5,18.7807,0.3802,2.7506,18.5749,,22.2966,14.3777,3.1079,6.3711,10.77,,1.0078,,5.7825,7.8059,23.328,3.97,,22.515,,,21.6369,4.8351,34.0847,46.6257,19.0181,28.8857,20.44,8.4371,14.875,14.6496,10.3269,9.4976,7.516,1.8145,8.836,29.5551,32.9336,12.283,6.8247,6.1089,17.5,11.7025,,9.5452,,,
3/6/1998,,,6.0481,7.095,10.0083,35.2626,,3.75,10.9873,,10.3155,23.6337,7.2083,24.369,14.5325,19.1249,0.3802,2.7817,18.7517,,22.4772,14.4751,3.1854,6.3882,10.77,,1.0496,,5.72,7.8059,23.263,4.095,,23.78,,,22.125,4.9898,35.0112,47.3131,19.2251,29.7497,20.38,8.7724,15.06,14.7678,10.5696,9.6048,7.625,1.8211,9.1651,30.3587,32.9915,12.5983,6.8915,6.212,17.44,11.8275,,9.6744,,,
3/9/1998,,,6.0736,7.22,9.9753,36.1056,,3.5625,11.299,,10.4776,23.6337,7,24.9634,14.9075,19.364,0.375,2.7905,18.791,,22.9944,14.9504,3.2485,6.3378,10.9567,,1.0547,,5.96,7.7451,23.3837,4.265,,23,,,22.2179,4.8351,34.2171,47.4744,18.8554,30.0533,21.38,8.7476,15,14.8756,10.5927,9.4976,7.563,1.7804,9.6799,29.868,32.5199,12.7708,6.9518,6.1297,17.375,11.515,,9.6362,,,
3/10/1998,,,6.0288,7.69,10.1402,36.3451,,3.515,11.299,,10.5895,23.8834,7.3333,25.5102,15.4525,19.8565,0.3698,2.8441,19.1054,,22.7212,14.7556,3.2485,6.5062,11,,1.0566,,6.2825,7.7941,24.0799,4.1725,,22.47,,,22.4605,4.8351,35.1753,49.4857,19.41,30.5437,21.75,8.8759,14.75,15.0469,10.5465,9.8282,7.563,1.787,9.6124,29.9107,32.4703,12.7846,7.1198,6.1495,17.5,12.095,,9.7478,,,
3/11/1998,,,6.0736,7.655,10.2391,37.4851,,3.6575,11.4278,,10.8835,24.1765,7.48,25.4389,15.2825,20.141,0.3698,2.9925,18.9836,,22.9359,14.5861,3.2485,6.6304,11.02,,1.0706,,6.1725,7.8196,24.4883,4.2975,,21.5,,,22.742,4.6779,35.1436,49.5451,19.3878,30.3102,22.38,8.9794,14.25,14.9818,10.6389,9.9443,7.813,1.787,9.3888,30.1809,31.8995,12.9158,7.0799,6.1297,16.97,12.1725,,9.877,,,
3/12/1998,,,6.1692,7.375,10.2958,38.3185,,3.5625,12.1301,,10.8011,25.0595,7.5733,25.5102,16.345,20.545,0.3802,2.9463,19.2105,,22.6919,14.4887,3.2363,6.7142,11.7067,,1.0965,,6.3125,7.7216,24.1913,4.375,,21.625,,,22.7599,4.8351,34.7094,50.7078,19.2029,30.1467,22.25,8.6441,14.31,14.7575,10.6158,10.1051,8.5,1.8145,9.469,30.5791,31.8002,13.0447,7.1941,6.1429,17.25,12.4525,,10.2794,,,
3/13/1998,,,6.0543,8.125,10.2721,38.558,,3.5325,12.1426,,10.6719,25.1282,7.5417,25.4151,17.0325,20.4541,0.3594,2.8915,19.3486,,21.9599,14.3913,3.2608,6.6755,11.8333,,1.0792,,7.11,7.7216,24.4883,4.3275,,22.315,,,22.4994,4.9898,34.6777,52.3033,19.2732,29.9599,22.12,8.4868,14.28,14.7044,10.6659,10.3285,8.875,1.8079,9.6124,30.0031,31.6927,12.8997,7.0595,6.0946,17.5,12.345,,10.0239,,,
3/16/1998,,,6.0929,7.69,10.28,38.9795,,3.515,12.3899,,10.7187,25.15,7.4167,25.6529,17.515,20.545,0.375,2.884,19.9209,,20.5252,14.2686,3.2485,6.7817,11.8967,,1.0706,,7.375,7.8196,24.0242,4.25,,22.5,,,22.4245,4.8351,35.7048,51.6668,19.5024,30.2401,21.75,8.8759,14,15.0674,10.7853,10.4983,8.625,1.8145,9.6652,30.4938,31.1301,13.0723,7.0196,6.0881,17.53,12.265,,10.1707,,,
3/17/1998,,,6.0797,7.875,10.305,39.3339,,3.4375,12.5124,,10.8591,25.3526,7.5317,25.6291,17.4375,20.4995,0.375,2.8291,19.8913,,20.4666,14.1965,3.2485,6.861,11.52,,1.1157,,6.5625,7.8196,23.9592,4.1575,,22.03,,,22.4784,4.9898,35.0112,50.1222,19.3656,30.8472,21.5,8.7186,13.5,15.3037,10.7853,11.0612,8.5,1.8145,9.8382,30.7142,30.8158,13.2034,6.9992,6.0332,17.5,12.25,,10.2236,,,
3/18/1998,,,5.9973,7.75,10.189,40.1195,,3.4075,12.7015,,11.1044,25.4431,7.5833,25.4627,17.515,20.172,0.3724,2.8291,20.1084,,20.7984,14.1108,3.2485,6.7786,11.1267,,1.1054,,6.9375,7.8431,23.9592,4.4075,,22.345,,,22.4036,4.6779,34.7094,50.2835,19.6651,30.7071,21.88,8.9007,12.625,15.1102,10.7622,10.9986,8.563,1.7804,10.0492,30.5791,30.8654,13.1459,7.0595,6.0058,17.315,12.36,,10.253,,,
3/19/1998,,,6.0736,7.94,10.156,40.2344,,3.4375,12.6745,,11.1287,25.6711,7.5833,25.4151,17.735,19.9927,0.3854,2.8366,19.9209,,20.2519,14.1108,3.2608,6.8407,11.3333,,1.1124,,7,7.8196,23.7271,4.375,,22.19,,,22.3107,4.8351,35.043,50.5466,20.1716,30.5904,21.88,9.2361,13.25,15.4098,10.7853,10.945,8.5,1.8145,10.0871,30.6645,31.8002,13.376,6.9787,6.0541,16.78,12.5625,,9.9857,,,
3/20/1998,,,6.0034,7.875,10.2549,39.0944,,3.4375,12.6226,,11.5032,25.624,7.5833,25.7955,17.75,20.3513,0.4221,2.7044,20.4241,,20.0079,13.9277,3.222,6.7903,11.1267,,1.1054,,6.985,7.6471,23.56,4.39,,23.065,,,22.6851,4.8351,34.5453,50.606,20.2899,30.8005,21.5,9.2899,13.94,15.7745,10.5927,10.9986,8.25,1.787,9.969,30.5791,31.7506,13.3461,6.9044,6.0332,16.375,12.7025,,9.9123,,,
