,A,ABBV,ABC,ABMD,ABT,AGN,ALGN,ALXN,AMGN,ANTM,BAX,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,CVS,DGX,DHR,DVA,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,NKTR,PFE,PKI,PRGO,REGN,RMD,SYK,TFX,TMO,UHS,UNH,VAR,VRTX,WAT,WCG,XRAY,ZBH,ZTS,XLV
3/18/1998,,,6.0281,7.75,10.189,40.3393,,3.4075,12.8099,,11.1362,25.5259,7.5833,25.4627,17.515,20.3781,0.3724,2.8363,20.1084,,20.7984,14.1108,3.2485,6.7867,11.1267,,1.1158,,6.9375,7.8431,24.009,4.4075,,22.345,,,22.5568,4.6779,34.9012,50.444,19.6651,30.9112,21.88,8.9007,12.625,15.2441,10.7622,11.0522,8.563,1.7863,10.075,30.6141,30.8859,13.1569,7.0905,6.0058,17.315,12.36,,10.2685,,,
3/19/1998,,,6.1048,7.94,10.156,40.4549,,3.4375,12.7827,,11.1606,25.7546,7.5833,25.4151,17.735,20.1969,0.3854,2.8438,19.9209,,20.2519,14.1108,3.2608,6.8489,11.3333,,1.1229,,7,7.8196,23.7765,4.375,,22.19,,,22.4634,4.8351,35.2366,50.7079,20.1716,30.7936,21.88,9.2361,13.25,15.5464,10.7853,10.9984,8.5,1.8205,10.113,30.6995,31.8213,13.3872,7.0094,6.0541,16.78,12.5625,,10.0009,,,
3/20/1998,,,6.0343,7.875,10.2549,39.3087,,3.4375,12.7303,,11.5361,25.7074,7.5833,25.7955,17.75,20.5592,0.4221,2.7113,20.4241,,20.0079,13.9277,3.222,6.7984,11.1267,,1.1158,,6.985,7.6471,23.609,4.39,,23.065,,,22.8403,4.8351,34.7362,50.7675,20.2899,31.0052,21.5,9.2899,13.94,15.9143,10.5927,11.0522,8.25,1.7929,9.9946,30.6141,31.7717,13.3573,6.9348,6.0332,16.375,12.7025,,9.9273,,,
3/23/1998,,,6.0281,7.53,10.1811,35.3981,,3.47,12.7952,,11.4066,25.3443,7.5633,25.0585,17.5625,20.9215,0.4271,2.7037,20.0689,,19.8859,14.0621,3.3749,6.8147,11.0833,,1.1138,,7.125,7.6471,23.9532,4.4075,,23.125,,,22.3699,4.6779,33.8046,50.7675,19.9202,30.8171,21.38,9.5217,13.75,16.626,10.5927,10.7739,7.875,1.7863,9.5462,30.3008,30.9438,13.0256,6.9965,5.9849,16.5,12.86,,9.892,,,
3/24/1998,,,6.0343,7.47,10.123,35.5233,,3.47,12.8225,,11.5831,25.5731,7.52,25.3913,17.345,21.0253,0.4325,2.75,20.0886,,19.2173,14.1478,3.3627,6.8092,11.3733,,1.1158,,7.125,7.6961,23.9532,4.5,,22.905,,,22.2764,4.8351,33.2722,50.4951,20.2196,31.0052,21,9.8322,13.81,16.4757,10.5696,10.6662,7.938,1.7653,9.5462,30.5714,32.2849,13.2721,7.1717,6.0541,16.5,12.86,,9.7332,,,
3/25/1998,,,6.0793,7.5,9.8342,35.7641,,3.4375,12.9147,,11.4779,25.5041,7.4367,24.9396,16.9075,20.9215,0.4688,2.8125,20.2465,,19.3979,14.2452,3.3749,6.8092,11.1267,,1.1122,,7,7.6471,23.7206,4.47,,23.875,,,22.0684,4.8351,32.6068,50.2823,20.1974,30.5586,20.81,9.5755,14.25,16.3237,10.6659,10.4417,7.75,1.6826,9.6646,30.2581,32.9554,13.1845,7.2052,6.1429,16.375,12.875,,9.4861,,,
3/26/1998,,,6.0148,7.5,9.9423,35.5233,,3.4075,12.8623,,11.0198,25.3698,7.4067,24.7019,16.6875,21.0712,0.4688,2.7037,20.4537,,19.0905,14.403,3.4014,6.7759,11.02,,1.1192,,7,7.5745,23.1439,4.4375,,23.5,,,21.9176,4.9898,32.2767,49.8055,19.7094,30.206,20.88,9.8571,14,16.3029,10.6158,10.72,7.563,1.724,9.8634,30.1228,33.1127,13.1845,7.2192,6.0749,16.375,12.61,,9.2655,,,
3/27/1998,,,6.0343,7.5,9.9094,35.6389,,3.345,12.6905,,10.8902,24.9159,7.2817,24.0837,16.765,21.0108,0.4583,2.6875,20.1577,,19.2759,14.4751,3.3749,6.7136,10.8333,,1.1138,,7.125,7.5745,22.9113,4.39,,23.5,,,21.5588,4.6779,32.0425,49.167,19.458,30.0414,21.12,9.886,13.75,16.5396,10.689,10.5494,7.531,1.9308,9.7831,29.8167,32.6491,13.1984,7.1252,6.0881,16.25,12.5625,,9.2479,,,
3/30/1998,,,5.9831,7.19,9.7775,34.1941,,3.3125,12.6004,,10.6555,25.0503,7.1667,24.2501,16.625,20.9432,0.4608,2.6725,20.2366,,19.7346,14.4264,3.4014,6.7136,10.73,,1.0947,,6.97,7.6725,23.3113,4.5325,,23.905,,,21.6161,4.6779,31.0097,48.5795,19.6651,29.6888,21.69,9.8239,13.31,16.8954,10.9548,10.4417,7.5,1.9308,9.8106,29.9448,32.4919,13.1707,7.0462,5.9509,16.065,12.3275,,9.3038,,,
3/31/1998,,,6.1488,7.565,9.9331,34.6757,,3.095,12.7575,,10.3513,24.709,7.375,24.797,16.875,21.3056,0.4533,2.68,20.2268,,20.7106,14.7069,3.4258,6.8489,11.1033,,1.0136,,6.9375,8.1373,23.0788,4.5,,23.375,,,22.1438,4.8351,31.7443,49.167,19.1807,30.1354,22.19,9.5378,13.56,17.2202,11.1936,10.9984,7.375,1.9584,9.9163,29.9021,33.4273,13.2997,7.0062,6.0749,15.97,12.485,,9.1743,,,
4/1/1998,,,6.3544,7.25,10.0241,36.4865,,3.125,12.6004,,10.3382,25.1193,7.4367,25.3176,16.97,21.9989,0.4325,2.7188,20.2514,,20.3105,14.8043,3.4523,6.9617,10.8133,,0.9643,,7.375,8.2608,23.3765,4.5475,,23.25,,,22.1257,4.6779,31.6432,53.6367,19.6429,30.5351,22.12,9.77,13.47,17.0682,11.3168,11.3395,7.313,1.9584,10.1004,31.326,34.2551,13.5162,6.9856,6.1089,15.53,12.6725,,9.2479,,,
4/2/1998,,,6.4495,7.5,10.2061,38.4129,,3.095,12.3908,,10.3044,25.5041,7.52,25.4131,16.8125,22.4072,0.4246,2.735,20.5622,,20.9253,14.7322,3.4401,7.0122,11.1267,,1.0083,,7.22,8.6275,23.9532,4.8125,,23.625,,,22.991,4.8351,31.8082,53.6367,19.7797,31.1227,22,9.459,13.125,17.2202,11.2437,11.3934,7.625,2.0549,10.1004,32.1733,35.1326,13.5024,7.4249,6.1703,16,12.72,,9.2655,,,
4/3/1998,,,6.4434,7.53,10.313,38.2877,,3.125,12.2064,,10.7024,25.279,7.1667,25.4847,17.8125,22.6198,0.4221,2.7425,20.2169,,21.3792,15.377,3.4136,6.9896,11.0433,,1.0173,,6.9075,8.4078,24.1858,4.7825,,23.375,,,23.2172,4.8351,31.1747,53.211,20.2418,30.8877,21.5,9.488,13.56,17.6019,11.2437,11.3934,8.125,2.0687,10.0877,32.394,34.0482,13.2997,7.5472,6.0606,16,12.845,,9.2302,,,
4/6/1998,,,6.3728,7.47,10.1811,37.3245,,3.1575,12.0388,,10.4452,25.1628,7.0417,25.604,17.4375,22.6488,0.4221,2.7575,20.7004,,20.4666,15.4627,3.3749,6.8435,10.6667,,1.2177,,7.095,8.4804,23.9532,4.5,,22.72,,,22.9729,4.9898,32.5429,52.7342,20.3823,31.0052,21.5,9.7451,13.28,17.8438,10.9317,11.2228,8.25,2.0897,9.9819,32.2587,33.8412,13.2559,7.4249,5.9027,16.47,12.39,,9.3038,,,
4/7/1998,,,6.3605,7.155,10.1309,36.7851,,3.4225,12.1938,,10.5034,25.21,6.9583,25.6278,17.4525,22.6488,0.4479,2.6725,20.5524,,20.2812,15.1822,3.3382,6.7362,10.5,,1.2107,,6.9075,8.5784,23.5439,4.5325,,22.75,,,22.6895,4.8351,34.0069,53.6367,20.1919,30.7466,21.75,9.6415,12.94,17.4119,10.7622,10.9714,8.375,2.0825,9.9946,31.5467,33.6839,13.0993,7.3708,5.8687,16.44,12.4525,,9.3391,,,
4/8/1998,,,6.3022,7.19,9.9832,37.0259,,3.265,12.0891,,10.526,25.4133,6.8333,24.8404,17.25,22.0907,0.4504,2.735,20.2169,,19.8566,15.1452,3.2873,6.7082,10.3733,,1.2003,,6.625,8.4431,24.6509,4.4075,,22.42,,,22.2191,4.9898,34.6031,52.5214,19.7996,30.0414,21.5,9.6415,12.75,17.0578,10.7121,10.9445,9.5,2.0897,9.9015,31.4115,33.7336,13.1845,7.4325,5.8753,16.405,12.9375,,9.3302,,,
4/9/1998,,,6.2327,7.44,10.0742,36.3035,,3.47,12.0618,,10.4922,25.6166,6.99,24.7927,17.125,22.4531,0.4429,2.695,20.3057,,19.8566,14.8783,3.2995,6.7362,10.6267,,1.1755,,6.6875,8.2353,25.0602,4.5625,,22.53,,,22.4453,4.8351,34.0388,52.1468,19.9624,29.6888,21.38,10.3174,11.75,17.1442,11.2167,11.3395,9.938,2.0825,9.8359,31.3687,34.0978,13.7327,7.5807,5.8138,16.53,12.86,,9.3038,,,
4/13/1998,,,6.2777,7.315,9.8932,36.2457,,3.3125,12.0367,,10.3044,25.2318,6.8233,24.7688,16.9225,22.3613,0.435,2.61,20.3353,,19.7639,14.7322,3.3382,6.7416,10.7933,,1.1825,,6.5325,8.1373,25.0043,4.5,,22.125,,,22.2372,4.8351,33.5437,51.6189,19.7996,29.4538,21.5,10.446,11.56,17.4637,11.001,10.9984,9.5,2.0825,10.0348,31.682,33.9405,13.4724,7.5677,5.759,16.44,12.735,,9.2655,,,
4/14/1998,,,6.2133,7.53,9.9262,35.8219,,3.345,12.154,,10.1035,25.141,6.48,24.6734,17.095,22.1656,0.435,2.61,20.4241,,19.9786,14.4887,3.3239,6.8715,10.7067,,1.2073,,6.6875,8.0392,24.8276,4.515,,21.75,,,21.8784,4.8351,34.2358,49.167,19.4295,29.3832,21.62,10.4957,12.155,17.1113,11.2167,10.9984,9.25,2.0825,10.1532,31.8173,34.5614,13.4724,7.8447,5.8621,16.815,13.125,,9.2302,,,
4/15/1998,,,6.2133,7.5,9.7691,36.6021,,3.22,12.1414,,9.9514,25.3008,6.1867,24.2916,16.7825,21.8032,0.4325,2.6175,20.9964,,19.7639,14.2569,3.3382,6.8372,10.73,,1.1932,,6.7825,8.1373,25.702,4.595,,20.5,,,21.5769,4.8351,34.47,50.6058,19.2926,29.0306,21.62,10.7819,12.625,16.8522,11.4902,11.3934,9.969,2.0825,10.2992,31.6393,34.3048,13.3711,7.6489,5.9169,16.595,12.9225,,9.2302,,,
4/16/1998,,,6.2327,7.405,9.5051,36.7273,,3.375,11.6951,,9.9289,24.9813,6.52,24.3631,16.7975,21.7139,0.4325,2.7037,20.799,,19.3686,14.329,3.4258,6.7019,10.77,,1.1825,,6.47,8.2353,24.7718,4.765,,20.875,,,21.1065,4.8351,33.6715,50.9804,18.6894,28.0669,21.44,10.7031,12.69,17.3946,11.3199,11.3934,9.875,2.1239,9.7704,31.504,33.8909,13.1845,7.5613,5.691,16.03,12.61,,9.1184,,,
4/17/1998,,,6.2255,7.375,9.8853,38.9523,,3.25,12.0765,,10.0697,25.1193,6.5833,25.079,17.515,22.1197,0.4375,2.9063,21.1444,,18.8465,14.3913,3.4911,6.6794,10.77,,1.1721,,6.125,8.2353,25.1718,5.625,,21.69,,,21.8784,4.8351,36.4025,50.5547,19.015,28.3019,21.88,10.7321,13.5,18.172,11.3934,11.5011,9.75,2.1449,9.6773,32.038,34.0978,13.401,7.5537,5.759,16.94,12.61,,8.9714,,,
4/20/1998,,,6.1754,7.5,9.645,39.1353,,3.3125,12.0891,,10.0453,25.2318,6.125,25.3892,17.485,21.7428,0.4271,3.0625,20.7596,,17.6606,14.366,3.5787,6.7642,10.52,,1.1879,,6.25,8.1863,25.1718,5.5325,,20.94,,,21.5226,5.1469,38.4307,53.7474,19.2445,28.7486,21.62,11.0141,13.31,19.5884,11.4631,11.7884,10.13,2.1305,9.506,31.86,33.8412,13.5599,7.5537,5.7864,16.19,12.75,,9.0449,,,
4/21/1998,,,6.022,7.25,9.5961,38.5285,,3.3125,12.0765,,10.0565,25.1628,6.02,25.604,17.4225,21.4119,0.4429,3.5475,20.7004,,18.0266,14.3504,3.6296,6.7921,10.6267,,1.1651,,6.1575,7.8686,25.2369,5.8125,,21,,,21.3327,4.9898,38.4307,52.6831,19.337,28.2314,21.94,11.068,13.06,20.0721,11.9972,11.8423,10.94,2.1515,9.4002,31.326,33.1624,13.6451,7.5537,5.7864,16.19,13.1725,,9.3391,,,
4/22/1998,,,6.066,7.53,9.5381,38.5285,,3.4375,11.9968,,9.9514,26.2302,5.98,25.4608,17.47,22.499,0.4221,3.36,20.9766,,18.7879,14.2529,3.6949,6.894,10.3533,,1.1685,,6.1575,7.9294,25.8695,5.72,,21,,,21.5226,4.9898,38.0315,53.211,19.3851,28.1139,21.56,10.8358,13.19,19.7957,11.9972,11.6179,10.56,2.1515,9.5187,31.326,33.3693,13.7027,7.6154,5.6975,15.875,13.11,,9.3655,,,
4/23/1998,,,6.0476,7.375,9.5222,38.1721,,3.4375,12.0765,,10.0227,26.7058,5.8333,24.912,17.4225,22.4676,0.4115,3.6563,20.5129,,18.6659,14.2412,3.809,6.8038,10.3533,,1.1581,,6.1025,7.6235,24.2416,5.72,,20.75,,,21.3719,5.3016,37.531,53.2621,19.152,28.3019,21.5,11.2214,12.75,19.9339,11.9004,11.4473,9.609,2.1664,9.5588,30.8846,33.3197,13.5162,7.3243,5.4365,15.75,12.89,,9.4126,,,
4/24/1998,,,5.9893,7.375,9.48,37.6231,,3.5325,12.2064,,10.233,26.5932,5.645,24.4109,17.125,22.2574,0.4063,3.6012,20.3156,,18.6659,14.2412,3.8334,6.6568,10.1667,,1.1088,,6.25,7.5608,24.3625,5.375,,20.5,,,21.2965,5.3016,37.2649,54.1135,18.8041,27.3852,21.12,11.1178,12.5,20.4348,11.7572,11.1689,9.625,2.1791,9.5462,31.0128,32.9058,13.3573,7.2366,5.4299,15.78,12.765,,9.642,,,
4/27/1998,,,5.7786,7.25,9.4232,35.5233,,3.4375,11.9046,,9.9289,25.6638,5.4367,23.6688,16.595,21.4409,0.375,3.4688,20.2268,,18.0559,13.7534,3.7968,6.2735,10.2067,,1.0665,,6.0625,7.402,23.2555,5.2825,,19.625,,,20.9196,6.0825,36.0032,53.1088,18.5265,26.5154,20.56,10.5745,12.5,19.5884,11.6102,10.8278,9.313,2.1929,9.1887,29.8594,31.4571,13.127,6.9856,5.3476,15.375,12.5325,,9.5979,,,
4/28/1998,,,5.7407,7.19,9.2661,36.9681,,3.345,11.9046,,10.0565,25.0975,5.52,24.6018,17.125,21.6825,0.3854,3.68,20.2761,,18.3585,13.8022,3.9231,6.3475,10.1033,,1.077,,6.1875,7.402,24.1858,5.5625,,20.405,,,20.805,6.0825,36.6686,54.4881,18.4118,27.1501,20.19,10.9892,12.75,19.5884,11.7069,10.9984,9.438,2.2067,9.5715,29.9876,31.9207,13.3296,7.1144,5.2654,15.375,13.265,,9.5332,,,
4/29/1998,,,5.5996,7.5,9.3242,38.1047,,3.375,12.1666,,9.9045,25.4823,5.7917,24.6972,18.125,22.5884,0.3985,3.7188,19.9998,,18.2072,13.851,3.9109,6.3249,10.27,,1.0877,,5.9075,7.6471,23.8416,5.72,,20.75,,,20.8623,6.5491,36.4663,57.8425,19.3851,27.2676,20.25,11.1468,13.75,19.4502,11.5366,10.9984,9.875,2.1962,9.506,30.8348,32.1856,13.4586,7.2226,5.3202,15.5,13.72,,9.642,,,
4/30/1998,,,5.574,7.315,9.6542,41.4759,,3.375,12.4956,,10.4095,25.279,6,25.2699,18.0775,23.2528,0.4221,3.7262,20.4142,,18.7586,14.3875,3.9231,6.4828,11.0433,,1.0699,,5.875,7.6471,25.116,5.5325,,22.5,,,21.5588,6.2372,37.0306,60.1838,19.6146,28.3254,20.12,11.2505,14,19.6575,11.6566,11.6179,9.813,2.1824,9.5187,30.2581,32.9554,13.2559,7.6013,5.3685,15.565,13.4375,,9.6714,,,
5/1/1998,,,5.6569,7.5,9.6212,41.4759,,3.375,12.3112,,10.4452,25.5041,6.0633,25.2938,18.5,22.8904,0.4115,3.7425,20.9174,,18.9733,14.1202,3.9741,6.4936,10.8967,,1.0699,,6,7.7941,24.7718,5.595,,22.375,,,21.1638,6.2372,35.3005,59.4941,19.522,27.3382,19.62,11.0929,14.5,19.4157,11.6837,11.4473,9.875,2.1653,9.4404,30.4788,33.4273,13.3296,7.5331,5.375,15.44,13.5325,,9.6714,,,
5/4/1998,,,5.6886,7.5,9.5711,41.4181,,3.375,12.1666,,10.2443,25.7328,5.9583,26.0812,18.4525,22.9508,0.4583,3.6412,20.6313,,19.2759,14.1202,4.025,6.6235,11.02,,1.0877,,6,7.8922,24.1858,5.7025,,22.125,,,21.3327,6.2372,35.6678,57.9446,19.1075,27.3147,19.75,11.379,14.19,19.4675,11.6334,11.2767,10.5,2.1791,9.3727,30.2154,33.8412,13.3573,7.5407,5.3202,15.19,13.7825,,9.6891,,,
5/5/1998,,,5.6763,7.69,9.4562,41.4181,,3.375,12.5333,,10.1974,25.4133,5.895,25.8903,18.345,22.9508,0.4375,3.6875,20.73,,19.3686,13.9368,4.1147,6.674,11,,1.0699,,6,7.8686,24.7067,5.6875,,21.315,,,21.2211,6.2372,35.3005,57.0933,18.7375,27.2441,20,11.6112,14.47,19.312,11.6566,11.3395,10,2.1791,9.2014,29.5889,32.9058,13.1408,7.6013,5.3542,15.19,13.735,,9.5861,,,
5/6/1998,,,5.5873,7.94,9.3321,42.1406,,3.3125,12.1813,,10.0697,25.141,5.9483,25.604,18.1875,23.2528,0.4221,3.6325,20.6806,,18.7586,13.535,4.1779,6.5107,10.8533,,1.0525,,6,7.8431,24.4183,5.845,,21.375,,,20.8985,6.0825,35.1674,56.0886,18.6449,27.1501,19.75,11.5864,14.5,18.8094,11.6566,11.1151,9.688,2.1791,8.9772,30.8846,32.0779,13.0993,7.5742,5.3619,14.75,13.5325,,9.7067,,,
5/7/1998,,,5.5618,7.75,9.414,41.4181,,3.125,11.9968,,10.2218,24.5747,5.6767,25.1983,18.0475,22.8759,0.4221,3.5075,20.6806,,18.6659,13.6188,4.1901,6.4936,10.8133,,1.0558,,6,7.6588,24.6509,5.9075,,20.565,,,20.9739,6.0825,35.2047,55.9269,18.2749,27.0326,19.5,11.5615,14.405,18.4979,11.4166,10.8278,9.375,2.1791,8.8312,30.2581,31.7717,13.0418,7.6154,5.3476,15,13.2825,,9.5597,,,
5/8/1998,,,5.4973,8,9.5882,42.5066,,3.1875,12.3908,,10.3382,24.778,5.8133,25.9858,18.0475,22.5135,0.4583,3.57,20.9076,,18.8465,13.375,4.1901,6.5666,10.6267,,1.0595,,6.11,7.8686,24.6509,5.9075,,20.065,,,21.4472,6.2372,35.6678,58.5321,18.0898,27.7143,19.5,11.5864,14.75,19.2247,11.5869,10.4956,9.938,2.162,8.8185,30.4361,32.3925,13.0418,7.8577,5.3816,15.25,13.5,,9.5979,,,
5/11/1998,,,5.5035,7.815,9.5552,41.659,,3.0625,12.5333,,10.4095,25.0721,5.5833,25.9142,17.6875,22.5135,0.4479,3.5,20.8582,,19.0319,13.2053,4.1656,6.674,10.27,,1.0083,,5.97,7.7941,24.1299,5.9525,,16.83,,,21.1457,6.0825,35.2366,59.3835,18.2489,27.7613,19.5,12.0508,14.94,19.19,11.7572,10.6662,9.375,2.2067,8.8312,30.6995,31.1508,13.0993,7.7971,5.2862,14.565,13.86,,9.5979,,,
5/12/1998,,,5.4718,8.625,9.678,42.1406,,3.0625,12.548,,10.3983,25.4133,5.8133,26.2721,17.75,22.7406,0.4479,3.4688,20.8582,,19.4613,13.0219,4.1269,6.646,10.1033,,1.0136,,5.97,7.8686,24.0741,6.11,,17.67,,,21.3719,6.0825,35.4336,59.4346,18.7375,27.5967,19.88,11.8974,15.44,19.3458,11.9739,10.4417,9.625,2.1857,8.7656,30.1727,31.5647,13.0256,7.7701,5.2994,15,13.9075,,9.6244,,,
5/13/1998,,,5.4656,8.375,9.6872,41.7167,,3.095,12.7177,,10.4565,25.7982,6,26.1528,17.9375,22.6947,0.4504,3.6175,21.0556,,19.1832,13.4374,4.1269,6.7191,10.52,,1.0173,,6,7.8686,24.3067,6,,19,,,21.8422,5.9253,36.642,59.5452,18.8522,27.5967,19.62,11.6361,15.125,19.0689,12.2874,10.3789,9.625,2.1857,8.6324,29.9021,31.2005,13.0993,7.8318,5.2654,14.5,13.985,,9.5773,,,
5/14/1998,,,5.4145,8.625,9.5711,41.8998,,3.095,12.7575,,10.4677,25.5731,6.1867,26.5346,17.4525,22.801,0.4375,3.4762,21.0161,,19.0905,13.4003,4.0637,6.7533,10.5433,,0.9995,,6,7.9176,24.7067,6.1875,,18.655,,,21.7669,6.0825,36.3057,59.4941,19.3851,27.7613,19.5,12.5194,15.375,18.6882,12.5544,10.4417,9.25,2.2409,8.6726,29.7668,30.7369,12.869,7.8718,5.1699,14.25,13.86,,9.5773,,,
5/15/1998,,,5.395,8.5,9.8272,42.9208,,3.015,12.9273,,10.3157,25.1628,6.0417,26.2721,17.1575,23.132,0.4325,3.4537,20.9964,,18.8465,13.2911,4.0372,6.8264,10.3333,,1.0488,,5.9375,7.9902,24.8276,5.845,,18.815,,,21.2965,5.9253,36.5406,59.6474,19.2667,27.4557,19.5,12.0508,15.25,18.0999,12.2874,10.2173,9.563,2.2375,8.5795,29.7241,30.7369,12.7539,7.6078,5.1765,14.345,14.39,,9.6155,,,
5/18/1998,,,5.3183,8.5,9.942,43.046,,3.0325,12.9922,,10.5034,24.9813,5.7917,26.0335,17.22,21.7428,0.4221,3.485,20.7379,,18.3585,13.2657,4.241,6.8092,10.2067,,1.0136,,5.9225,8.0882,24.2416,5.595,,18.565,,,21.4841,5.9253,37.24,61.7758,18.8041,28.1139,19.12,12.1296,14.56,19.1554,12.3842,10.1005,9.625,2.2342,8.2241,29.5889,29.7518,12.5374,7.4931,5.1897,14.125,14.4225,,9.6508,,,
5/19/1998,,,5.2805,8.375,9.909,42.6222,,3.0625,13.0195,,10.6198,25.2318,5.635,26.5346,17.345,21.7139,0.4167,3.5075,20.8119,,18.6952,13.5096,4.3817,6.7416,10.2933,,1.026,,5.9375,8.3824,23.609,5.64,,18.705,,,21.3903,5.9253,36.0067,63.5382,19.2001,27.9493,19.12,12.648,15.5,19.5361,12.7247,10.4956,9.75,2.1725,8.368,29.9021,29.9587,12.6963,7.2626,5.1973,14.375,14.5625,,9.6597,,,
5/20/1998,,,5.2549,8,10.0912,40.7535,,3.0625,12.9524,,10.8433,26.2302,5.5733,26.63,16.9225,21.2597,0.4117,3.6175,20.8503,,19.0905,13.7534,4.3694,6.7867,10.1867,,1.0119,,5.97,8.4078,23.1997,5.5775,,18,,,21.5416,5.7707,36.4712,62.9507,19.1298,28.3489,19.19,13.1166,15.06,19.5188,13.0382,10.3789,9.438,2.1581,8.4081,29.7668,29.6442,12.5374,7.1349,5.114,14.375,14.595,,9.9097,,,
5/21/1998,,,5.2161,8.125,9.9341,39.1931,,3.0325,12.9524,,10.8902,26.252,5.25,26.3437,17.125,21.1389,0.4141,3.6212,20.7379,,19.1832,13.851,4.4591,6.7921,10.5833,,1.0136,,5.93,8.1922,24.4183,5.79,,18.155,,,21.4659,5.3016,35.8038,63.2657,18.8744,27.9023,20.25,13.2451,17,18.8786,12.4809,10.2981,9.75,2.1101,8.5795,29.8097,29.7021,12.6963,7.3578,5.1765,14.375,14.4375,,10.1009,,,
5/22/1998,,,5.2549,7.94,9.9513,40.1563,,3.0325,13.7382,,10.8433,26.1394,5.3333,26.6778,16.89,21.5013,0.4063,3.5313,20.7201,,19.1539,13.7905,4.4204,6.7245,10.6867,,0.9871,,5.9375,8.0882,24.2416,5.75,,17.545,,,21.3328,5.6135,35.2378,63.5382,19.0594,27.7378,20,13.0875,16.875,18.2383,12.3842,10.325,9.75,2.093,8.5943,29.7169,29.1309,12.6963,7.175,5.1699,14.53,14.5,,9.9832,,,
5/26/1998,,,5.3378,7.44,9.8853,39.6747,,3,12.7051,,10.526,25.9797,5.4167,26.4391,16.86,21.3201,0.4221,3.3512,20.4626,,18.9099,13.4979,4.4326,6.5333,10.5433,,0.961,,5.9225,7.8686,24.4183,5.4225,,17.125,,,21.1452,5.6135,34.2394,63.0018,18.8744,27.3852,19.62,13.1663,16.25,17.8576,11.9972,9.8761,9.375,2.0412,8.6472,29.2313,28.5597,12.6664,7.0332,5.1348,14.155,14.5325,,9.7803,,,
5/27/1998,,,5.2222,7.44,9.8351,39.4339,,2.9375,12.6129,,10.6086,25.7764,5.2917,26.463,16.375,21.064,0.3932,3.25,20.2021,,18.4853,13.4608,4.3429,6.4656,10.3967,,0.9469,,5.625,7.598,24.4183,5.22,,17.205,,,21.012,5.3016,34.6399,63.1636,19.9624,27.9258,18.5,12.9839,15.56,18.6882,11.5366,9.8222,9.25,2.0136,8.6472,29.0029,28.924,12.4798,6.938,5.1074,14.065,14.5325,,9.7803,,,
5/28/1998,,,5.4462,7.94,9.8853,40.8787,,2.97,12.7177,,10.6668,25.7764,5.5833,26.3676,15.8125,21.5327,0.3906,3.2575,20.3146,,18.9733,13.7164,4.3429,6.5215,10.23,,0.9784,,5.625,7.5255,27.795,5.485,,18.125,,,21.1815,5.3016,33.9031,68.4293,20.3103,27.9493,18.62,12.648,15.81,18.446,12.0204,9.8222,9.5,1.9584,8.8185,29.1385,28.7667,12.5812,6.7627,5.2248,15,14.8125,,9.8538,,,
5/29/1998,,,5.5618,7.75,9.7942,42.1406,,2.97,12.6779,,10.7381,25.6856,5.25,25.6517,15.9075,21.5617,0.4141,3.2037,20.2761,,19.2759,13.693,4.4204,6.5215,10.23,,0.9117,,5.25,7.549,28.8927,5.5625,,18.36,,,20.8971,5.3016,32.7712,66.6216,20.5879,27.5027,19,12.4406,16.5,18.1345,12.1907,9.8761,9.344,1.9584,8.6197,28.8743,29.0812,12.6664,6.925,5.2719,14.375,14.5625,,9.9273,,,
6/1/1998,,,5.4585,7.53,9.6714,42.9882,,2.845,12.5207,,10.6555,26.2992,5.145,25.771,15.265,21.3056,0.4167,3.0787,20.2583,,18.5439,13.851,4.3694,6.6397,10.2067,,0.9151,,5.1575,7.3784,28.5485,5.4525,,17.75,,,20.8607,5.3016,32.8032,64.9162,20.2178,27.3852,19,12.7267,15.25,17.9788,12.2874,9.6516,9.625,1.9617,8.5139,29.0957,28.0465,12.7539,6.8439,5.1622,14.125,14.5625,,9.8715,,,
6/2/1998,,,5.4206,7.5,9.6529,42.1406,,2.6575,12.9922,,10.3044,25.9361,5.105,26.0096,15.75,20.9891,0.4115,3.0938,20.4063,,18.8806,14.0831,4.3939,6.5946,10.2067,,0.9398,,5.1875,7.598,27.8508,5.345,,17.39,,,20.7095,5.3016,32.3708,65.1294,20.0069,27.0561,19.38,12.4157,15.56,18.0999,12.2642,9.5978,9.313,1.9998,8.3955,29.0528,27.9885,12.9681,6.7292,5.1831,14,14.875,,10.0009,,,
6/3/1998,,,5.3756,7.75,9.6054,41.9575,,2.6875,12.9147,,10.1974,26.1921,5.105,25.4369,15.985,20.6871,0.4115,3.1563,20.2199,,18.6952,14.0831,4.3694,6.5838,10.4367,,0.9258,,5,7.598,28.0276,5.345,,16.315,,,20.5007,4.9898,32.6377,64.6433,20.562,26.5742,19.75,12.4406,15.25,17.8057,12.0204,9.6516,9.25,1.9926,8.3828,28.8315,27.7319,12.7378,6.7627,5.1666,13.655,14.765,,9.7538,,,
