,Average,bmSPY
AnnRet(%),7.3999999999999995,6.2
AnnRisk(%),10.28028704479123,14.247132986212927
AnnSharpe(2.5%),0.6911235744104719,0.4115348685475944
Avg_DD(%),3.571,5.201
MaxDD(%),25.263,46.322
WinRate(%),59.699999999999996,63.800000000000004
Gain_to_Loss,1.207,0.816
RoMDD,0.294,0.133
Sortino(5%),0.7311373894825235,0.45215982901002183
Sterling_Ratio(over MDD),0.294,0.133
beta,0.493058569703012,0.9999999999999998
ann_alpha,0.003401320254263903,2.1141942363467336e-18
R_squared,0.4618094352865306,1.0
p_value,0.02616314264349146,0.0009290561306448043
tvalue,2.239704952443724,3.359180690918672
1YrReturns,13.551059308036194,16.136712992611415
1YrRisk,9.197452036165874,8.950113720776855
3YrReturns,9.159885348320795,12.388680764416971
3YrRisk,10.536529089749628,10.292786569715563
5YrReturns,10.794307734710905,12.983990842800065
5YrRisk,9.971374755218685,9.73253728284337
Total Return,1.355788975200582,1.2366553540446064
Best_Month,9.50249455499909,10.914713010345256
Worst_Month,-9.704158045931282,-16.518625676257393
Best_Year,29.141607754638333,28.660059746580323
Worst_Year,-26.12410147993386,-42.87458516954188
