Date,BIL,SHY,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2/8/2001,,,94.224915,13.813384,,23.517679,12.405267,22.034624,27.181419,17.636486,,16.753016,22.707779,21.640301
2/9/2001,,,93.318909,13.799988,,23.898123,12.456566,21.513222,25.925671,17.780457,,16.732111,22.341156,21.360798
2/12/2001,,,94.387741,13.799988,,23.581076,12.63183,21.763216,26.148207,17.930973,,16.747789,22.524467,21.959711
2/13/2001,,,93.616203,13.7598,,23.531773,12.559161,21.99177,25.703131,17.688848,,16.888872,22.547379,22.255161
2/14/2001,,,93.474678,13.605719,,23.362675,12.413816,21.763216,26.307165,17.525246,,16.606699,22.302961,22.039568
2/15/2001,,,94.380646,14.128247,,23.059719,12.413816,22.134619,27.101944,17.368181,,16.632826,22.394617,22.031572
2/16/2001,,,92.299637,13.813384,,23.264036,12.418092,21.484659,25.424957,17.427069,,16.726885,22.295324,21.75209
2/20/2001,,,90.876945,13.766494,,23.130178,11.960695,21.563225,24.05794,17.512156,,16.805265,22.272417,22.039568
2/21/2001,,,88.916298,13.532031,,22.975174,11.605898,21.298948,23.445959,17.459801,,16.606699,22.157848,21.0893
2/22/2001,,,89.050751,13.632519,,22.862448,11.687117,21.098961,23.485703,17.328913,,16.784363,21.737747,20.761898
2/23/2001,,,88.449112,13.565523,,22.573587,11.631542,21.070385,23.310856,17.198042,,16.690306,21.676651,21.10527
2/26/2001,,,90.331917,14.067952,,22.820173,11.88803,21.491791,23.684395,17.361641,,16.87842,21.791218,21.75209
2/27/2001,,,89.496681,14.08805,,22.679272,12.016263,21.441797,22.778351,17.374725,,16.89933,22.180752,21.640301
2/28/2001,,,87.734222,14.148343,,22.362226,11.734136,21.06324,22.261745,17.43362,,16.705978,21.890518,21.185129
3/1/2001,,,88.194328,14.161738,,22.615858,11.746961,20.913246,22.889612,17.27002,,16.523094,21.814137,20.841753
3/2/2001,,,87.493584,14.496689,,23.130178,11.764063,21.034678,22.094841,17.43362,,16.56489,21.852329,21.001457
3/5/2001,,,88.293411,14.757949,,23.25699,11.704215,21.298948,22.571707,17.368181,,16.533531,21.730116,20.77787
3/6/2001,,,89.24189,14.724459,,23.376766,11.738416,21.606077,23.525444,17.014793,,16.512638,21.806498,21.304901
3/7/2001,,,89.878937,15.15989,,23.876991,11.986345,21.863201,23.55723,16.903545,,16.434252,21.905796,21.83194
3/8/2001,,,89.97802,15.21349,,24.116541,12.033368,21.998913,23.088322,17.047518,,16.742567,22.027998,22.183298
3/9/2001,,,87.316597,15.086205,,24.003824,11.755511,21.534658,21.578238,17.15222,,16.449928,21.837046,21.959711
3/12/2001,,,83.5793,14.483293,,23.207672,11.178421,20.356138,20.425802,16.622147,,16.638042,20.744814,21.145189
3/13/2001,,,84.952492,14.362707,,22.932898,11.477647,20.384706,21.443119,16.537073,,16.251358,20.752453,21.049372
3/14/2001,,,83.274979,13.994263,,22.587671,10.947587,19.956158,20.91857,16.131336,,15.692234,20.355282,20.594213
3/15/2001,,,83.296204,13.686109,,22.601763,11.276736,19.86331,20.672184,16.150969,,15.969179,20.958675,20.825779
3/16/2001,,,81.625526,13.628225,,22.225103,11.129631,19.346863,20.219162,15.955389,,15.840247,20.679831,20.4041
3/19/2001,,,83.286255,13.951267,,22.507784,11.258292,19.733652,20.847046,16.139151,,16.040228,20.679831,20.644148
3/20/2001,,,81.050621,14.032028,,22.705652,10.94521,19.332537,19.845619,15.751921,,15.808681,20.244396,20.692156
3/21/2001,,,79.673759,13.59458,,22.055498,10.627831,18.831129,19.940996,15.358117,,15.456087,19.709637,20.564137
3/22/2001,,,78.864685,13.163859,,21.405355,10.353346,18.322578,20.854984,15.200607,,15.261369,19.274189,19.923998
3/23/2001,,,81.249352,13.291728,,21.574974,10.790809,18.687885,21.30006,15.561587,,15.235059,19.709637,20.148052
3/26/2001,,,82.285576,13.426332,,21.857632,10.962366,19.02453,21.021891,15.771607,,15.740261,20.053413,20.500113
