Date,APA,APC,BHGE,COG,COP,CVX,CXO,DVN,EOG,FANG,FTI,HAL,HES,HFC,HP,KMI,MPC,MRO,NBL,NOV,OKE,OXY,PSX,PXD,SLB,VLO,WMB,XEC,XOM,XLE
1/2/1998,11.679,12.5855,,1.4194,9.4832,18.6129,,15.8787,4.5631,,,18.6251,13.7069,0.8303,11.3863,,,6.0691,7.3366,12.9893,3.6296,7.1057,,27.3764,28.0985,4.8839,11.403,,17.623,
1/5/1998,11.3601,12.2685,,1.3821,9.3113,18.0755,,15.2829,4.4237,,,17.4412,13.483,0.8285,10.7208,,,5.901,7.3366,12.7006,3.5784,7.0276,,26.1837,27.0329,4.8839,11.6017,,17.4265,
1/6/1998,11.1441,11.6747,,1.3261,8.928,17.6123,,15.6966,4.3419,,,16.7126,13.1014,0.8303,10.2714,,,5.7669,7.1023,11.6422,3.4412,6.769,,26.1837,26.0509,4.7186,11.3513,,16.8028,
1/7/1998,11.0378,11.9515,,1.3679,8.9893,18.2403,,14.6375,4.3817,,,17.463,13.4042,0.8229,10.3365,,,5.8903,7.1293,12.6775,3.3891,6.7398,,23.9126,26.5315,4.6796,11.1049,,17.3382,
1/8/1998,10.9726,11.7149,,1.3447,8.8036,17.5526,,14.0666,4.4237,,,16.4139,13.2134,0.8193,9.8631,,,5.7776,7.1147,11.9309,3.3378,6.5715,,23.5023,25.64,4.6796,10.8545,,16.9623,
1/9/1998,10.7806,11.5818,,1.2984,8.5448,16.9866,,13.8101,4.2158,,,15.4377,12.5138,0.8004,8.683,,,5.6882,6.8306,11.4998,3.0983,6.3422,,22.6626,24.2889,4.4846,10.7074,,16.555,
1/12/1998,10.8458,11.1739,,1.2745,8.606,17.5072,,13.6528,4.2711,,,15.4377,12.7834,0.7893,8.7482,,,5.6775,6.8182,10.5377,3.3662,6.2958,,22.1855,24.2227,4.3192,10.6081,,16.7316,
1/13/1998,10.9315,11.8987,,1.3492,8.8293,17.8224,,13.9135,4.3751,,,16.0752,13.3558,0.7855,9.3691,,,5.5988,7.0111,10.3914,3.3269,6.4788,,23.0825,25.0306,4.3879,10.7829,,17.1047,
1/14/1998,11.1647,12.0974,,1.3918,8.8905,18.0302,,14.1452,4.3884,,,16.301,13.3075,0.7986,9.4789,,,5.7115,7.2184,10.3914,3.3836,6.5397,,23.1397,25.64,4.4159,10.7313,,17.3183,
1/15/1998,11.1441,11.8987,,1.3731,8.7917,18.1639,,14.0417,4.4305,,,16.301,13.4525,0.8211,9.3691,,,5.7669,7.2703,10.2721,3.3378,6.5861,,22.9012,25.9639,4.4269,10.5842,,16.9452,
1/16/1998,12.0013,12.6003,,1.4478,8.8668,18.3287,,14.5837,4.4858,,,16.9385,13.6102,0.8247,9.9489,,,5.8456,7.6332,10.7763,3.315,6.6617,,22.9012,27.1409,4.3879,10.7074,,17.3183,
1/20/1998,12.4505,12.9426,,1.5644,8.9162,18.6129,,15.6966,4.6099,,,17.667,13.8977,0.8211,10.3983,,,6.1138,7.685,11.3305,3.3269,6.6178,,23.5023,27.9035,4.5049,10.7074,,17.3382,
1/21/1998,12.0219,12.8898,,1.4665,8.853,18.3884,,15.2043,4.7074,,,17.5323,13.6433,0.8193,10.0792,,,6.0566,7.4133,11.1612,3.2583,6.6007,,23.197,28.3806,4.8355,10.8545,,17.3895,
1/22/1998,11.3155,11.8459,,1.3679,8.7423,18.0158,,14.7409,4.4991,,,15.8457,13.483,0.8097,9.9077,,,5.7115,7.0505,9.5486,3.2583,6.4178,,22.7199,24.9192,4.7966,11.3274,,16.9623,
1/23/1998,11.4013,11.5289,,1.4008,8.6435,17.672,,14.7409,4.4172,,,15.6854,13.4525,0.7947,9.9489,,,5.6542,7.0774,9.1906,3.2354,6.2202,,21.5939,24.463,4.6016,11.3791,,16.8199,
1/26/1998,11.487,12.0318,,1.4052,8.7186,18.0445,,14.7533,4.4039,,,16.0278,13.8799,0.7986,9.6058,,,5.6328,7.206,9.6217,3.2583,6.2348,,19.924,25.1595,4.7778,11.3513,,17.1588,
1/27/1998,11.2298,12.1776,,1.4008,8.853,18.2547,,14.4017,4.4593,,,15.802,13.913,0.7481,9.3279,,,5.7669,7.2848,9.9103,3.2638,6.2665,,20.6397,25.0306,4.8355,11.3513,,17.1958,
1/28/1998,11.679,12.2558,,1.4897,8.7917,18.1806,,14.5051,4.4438,,,16.5524,13.8341,0.7666,9.1118,,,5.8223,7.3739,9.9835,3.2107,6.1909,,21.1168,25.9012,4.9525,11.3513,,16.8569,
1/29/1998,11.8744,12.52,,1.4941,8.6613,18.3741,,14.8444,4.4858,,,17.2117,14.0885,0.7855,9.1358,,,5.9904,7.855,10.7032,3.2172,6.2348,,20.9355,26.4862,4.8948,11.403,,17.3012,
1/30/1998,11.3601,12.4671,,1.48,8.7609,17.8511,,14.4306,4.4305,,,16.3702,13.913,0.7816,8.7687,,,6.0011,7.544,10.199,3.1535,6.2202,,20.6969,25.6609,4.9229,11.3274,,16.8911,
2/2/1998,11.5075,12.52,,1.4755,8.9222,18.0612,,14.2983,4.2931,,,16.1662,14.0554,0.7744,8.4257,,,5.9904,7.4527,10.4646,3.2458,6.2348,,20.3343,25.5286,4.9619,11.3513,,17.23,
2/3/1998,11.295,12.9426,,1.5128,8.96,18.1352,,14.352,4.3485,,,16.21,14.3734,0.7816,8.8339,,,5.8563,7.4776,10.8494,3.3555,6.2958,,20.5156,25.748,5.0695,11.5262,,17.3183,
2/4/1998,11.487,13.3927,,1.5173,8.9978,18.1496,,14.2238,4.4858,,,17.3938,14.6431,0.778,9.4549,,,6.0906,7.5958,11.4267,3.315,6.3129,,20.3343,26.7265,5.0399,11.3791,,17.5318,
2/5/1998,11.703,13.6167,,1.4897,8.8724,18.4194,,14.0666,4.5412,,,17.7362,14.6609,0.7816,9.6916,,,5.901,7.7368,12.0772,3.3786,6.3129,,20.9927,26.8135,5.1569,11.3513,,17.6401,
2/6/1998,12.0013,13.7096,,1.5128,8.9222,18.5532,,14.2486,4.652,,,17.5541,14.8822,0.7816,9.6916,,,5.9797,7.8156,12.3158,3.3897,6.3739,,21.3553,26.7718,5.16,11.4268,,17.7739,
2/9/1998,11.9807,13.2469,,1.48,8.7609,18.2547,,14.4306,4.6099,,,17.1206,14.6914,0.7855,9.7122,,,6.0566,7.6083,12.0772,3.2799,6.2958,,21.05,26.2494,5.1991,11.6494,,17.7739,
2/10/1998,12.1316,13.3124,,1.5173,8.96,18.0302,,14.7906,4.6099,,,17.4412,14.6609,0.778,9.7122,,,5.9117,7.8281,11.6422,3.326,6.3275,,22.071,26.4862,5.2976,11.6494,,17.7911,
2/11/1998,11.7887,13.2722,,1.4882,9.1093,18.2236,,14.3769,4.5545,,,17.4412,14.437,0.7762,9.7156,,,5.935,7.8799,11.3536,3.3325,6.2958,,21.5271,26.3783,5.2867,11.9236,,17.9717,
2/12/1998,11.5727,13.325,,1.4972,9.1969,18.4791,,14.352,4.5545,,,17.0077,14.4217,0.7723,9.7362,,,5.8778,7.8364,10.9225,3.3094,6.2812,,21.4603,26.1832,5.3367,12.4443,,18.0778,
2/13/1998,11.7236,13.5237,,1.5069,9.3463,18.5985,,14.3769,4.5545,,,17.3938,14.3734,0.7855,9.9735,,,5.9046,7.6682,11.3305,3.2744,6.2958,,21.336,26.5524,5.3164,12.6192,,18.0979,
2/17/1998,11.5727,13.2997,,1.5204,9.3702,18.4935,,13.9135,4.4172,,,16.5742,14.2615,0.7855,9.5436,,,5.8596,7.7201,10.6801,3.2974,6.3422,,21.1638,25.6609,5.1803,13.1677,,17.8112,
2/18/1998,11.7887,13.6948,,1.5346,9.408,18.952,,13.9631,4.5146,,,16.8474,14.5006,0.7816,9.9529,,,5.9946,7.8239,10.8725,3.3205,6.3739,,20.9821,26.0753,5.3461,13.0405,,18.2928,
2/19/1998,11.679,13.5892,,1.5301,9.3582,18.8629,,14.0666,4.4593,,,16.3921,14.5337,0.7816,9.8016,,,5.8038,7.7201,11.088,3.2283,6.1299,,21.0395,26.3149,5.4336,13.116,,18.2412,
2/20/1998,11.6584,13.6167,,1.5765,9.3961,19.0579,,14.0666,4.4858,,,16.3484,14.4853,0.7893,9.695,,,5.838,7.7845,10.9225,3.2283,6.1739,,21.0395,26.0077,5.4821,13.6128,,18.4361,
2/23/1998,11.3361,13.194,,1.5069,9.185,18.5308,,13.9383,4.4172,,,15.8457,14.4217,0.8004,9.5436,,,5.7804,7.5001,10.0797,3.2744,6.1129,,20.9247,25.1559,5.4821,13.2909,,17.9173,
2/24/1998,11.3361,13.1666,,1.4972,9.1093,18.9664,,13.9135,4.4858,,,15.6417,14.6609,0.7965,9.3923,,,5.7696,7.5375,10.1259,3.2569,6.1299,,20.8578,24.7195,5.4821,13.1677,,17.9889,
2/25/1998,11.3155,13.1137,,1.4972,9.2845,19.1325,,13.8845,4.4858,,,16.0278,14.5973,0.8079,9.523,,,5.7588,7.6288,10.1028,3.1877,6.069,,21.0969,25.704,5.5118,13.0683,,18.0061,
2/26/1998,11.6584,13.511,,1.5488,9.5334,19.313,,14.352,4.6941,,,16.9385,14.8975,0.8043,10.2762,,,6.0738,7.9402,10.3914,3.2864,6.1299,,21.9385,26.4894,5.6291,13.0683,,18.0778,
2/27/1998,11.6584,13.6293,,1.572,9.7564,19.4646,,14.1203,4.7362,,,16.9604,15.0247,0.8097,9.9529,,,6.2195,8.0959,10.7763,3.2283,6.2348,,22.6557,26.4022,5.5509,13.0405,,18.2756,
3/2/1998,11.703,13.8808,,1.5862,9.6828,19.8689,,14.3769,4.8469,,,17.4394,15.1519,0.8154,10.2762,,,6.4229,8.0564,11.0188,3.2403,6.2202,,22.7705,27.1632,5.6979,12.8934,,18.2039,
3/3/1998,12.087,14.0519,,1.605,9.9436,20.1553,,14.6623,4.9023,,,18.2611,15.2638,0.8211,10.5754,,,6.5453,8.1228,11.954,3.2744,6.3129,,23.0096,27.5577,5.6291,12.9689,,18.4189,
3/4/1998,11.8504,13.8935,,1.6237,9.9675,20.0951,,14.5837,4.8735,,,17.7352,15.2002,0.8079,10.3174,,,6.4103,7.9921,12.1002,3.2799,6.3739,,23.0765,26.9258,5.4821,12.9411,,18.1867,
3/5/1998,11.7236,13.8808,,1.5952,9.9317,20.3502,,14.2734,4.8314,,,17.8959,15.2155,0.8004,10.5547,,,6.3095,7.9921,12.0502,3.2688,6.4031,,22.9522,26.5313,5.4039,12.8179,,18.0434,
3/6/1998,11.487,13.6822,,1.6192,9.8679,20.3213,,14.1452,4.7074,,,17.5781,15.1849,0.8004,10.0595,,,6.3779,7.772,11.7154,3.303,6.3568,,22.6557,25.7912,5.3367,12.8696,,17.9889,
3/9/1998,11.2092,13.3684,,1.5952,9.6569,19.7197,,14.352,4.5966,,,16.8002,14.5337,0.8154,10.1249,,,6.1403,7.9402,11.088,3.3721,6.2337,,21.7568,24.8068,5.307,12.8934,,17.9173,
3/10/1998,11.3807,13.4339,,1.6192,9.9058,20.1096,,14.9974,4.7207,,,17.1654,14.6431,0.8193,10.0182,,,6.4445,8.1228,11.3074,3.4072,6.4036,,21.4029,25.3095,5.3852,13.2154,,18.1867,
3/11/1998,11.679,13.3938,,1.5817,9.9058,20.2154,,15.1009,4.8048,,,17.0741,14.9611,0.8303,10.1042,,,6.4445,8.1602,11.6923,3.4247,6.4972,,21.4029,24.9604,5.454,13.3386,,18.3301,
3/12/1998,11.5727,13.288,,1.5765,9.7823,19.9146,,15.225,4.8868,,,16.7564,14.9356,0.8193,10.1249,,,6.5003,8.1083,11.6422,3.5105,6.6499,,21.7568,24.7439,5.4821,13.3743,,18.3129,
3/13/1998,11.679,13.2224,,1.572,9.7564,19.9459,,15.3037,4.9577,,,16.6651,15.0478,0.8229,10.1455,,,6.3887,8.3678,11.2805,3.5686,6.6967,,21.9958,25.0058,5.4727,13.3743,,18.4361,
3/16/1998,11.8299,12.9706,,1.5862,9.8441,19.9459,,14.993,4.7074,,,16.2305,15.1116,0.8378,9.9942,,,6.5453,8.3304,11.115,3.6719,6.8494,,22.474,24.3704,5.443,12.9991,,18.4017,
3/17/1998,11.5316,12.6935,,1.4972,9.5952,19.7486,,14.5538,4.6653,,,15.774,14.6015,0.8387,9.8463,,,6.4553,8.2515,10.3914,3.695,6.8198,,22.5983,23.4348,5.2382,13.1747,,18.0434,
3/18/1998,11.8299,13.1568,,1.5578,9.7684,20.1264,,14.7858,4.8181,,,16.4131,14.7775,0.8351,10.2315,,,6.5453,8.6792,10.5608,3.5336,6.9578,,22.8948,24.5903,5.3367,13.1508,,18.525,
3/19/1998,12.1728,13.3684,,1.5675,9.8938,20.1697,,14.6574,4.8868,,,16.7089,14.9841,0.8333,10.4034,,,6.6136,8.9262,10.5608,3.707,6.9578,,23.8511,25.0058,5.3945,12.7994,,18.5795,
3/20/1998,12.4505,13.8169,,1.5817,10.2164,20.9085,,15.0717,4.9422,,,17.5781,15.1754,0.8276,10.682,,,6.7702,9.2251,11.1843,3.7642,7.204,,24.9222,25.6795,5.4633,12.7755,,19.2417,
3/23/1998,12.9649,14.6504,,1.6282,10.3916,20.9085,,16.3643,5.2612,,,18.9003,15.4636,0.8276,11.05,,,6.9394,9.2376,12.1734,4.0178,7.3272,,25.4004,27.2749,5.4821,12.8992,,19.494,
3/24/1998,12.7077,14.3331,,1.6237,10.2303,20.562,,16.675,5.0684,,,18.535,15.3182,0.8276,10.8987,,,6.8836,8.9532,12.0772,3.8278,7.342,,25.2857,27.0131,5.2773,12.7276,,19.6,
3/25/1998,12.7077,14.479,,1.572,10.081,20.1697,,16.7537,5.095,,,18.8089,15.382,0.82,11.1119,,,6.6802,8.9781,12.1233,3.932,7.2656,,24.0328,27.4041,5.2773,12.6757,,19.4223,
3/26/1998,12.7934,14.5975,,1.5862,10.1308,20.2901,,16.936,5.095,,,19.1523,15.4636,0.8161,11.1772,,,6.8728,8.8494,13.0855,3.8859,7.2361,,23.7268,27.5367,5.2773,12.4761,,19.5484,
3/27/1998,12.7526,14.4135,,1.5817,10.1308,19.9748,,16.1571,5.0396,,,19.0829,15.2544,0.8125,11.0259,,,6.7486,8.6937,12.9162,3.7475,7.2976,,23.7938,27.2295,5.2679,12.5,,19.385,
3/30/1998,12.8144,14.4917,,1.5907,10.0551,19.9892,,16.211,5.0684,,,18.535,15.0632,0.8143,10.854,,,6.7036,8.7186,12.6275,3.7245,7.2188,,23.9085,26.8804,5.2867,12.5998,,19.4768,
3/31/1998,12.6221,14.5975,,1.694,9.9436,19.3274,,16.1074,5.0817,,,18.3086,14.8719,0.8161,10.768,,,6.7702,8.6418,12.6775,3.7586,7.1893,,23.9085,26.444,5.2194,12.7755,,19.385,
4/1/1998,13.0308,15.1264,,1.7217,9.9675,19.8545,,16.0287,5.2191,,,19.061,14.8897,0.82,11.4352,,,6.8386,8.8349,13.2318,3.7872,7.1277,,24.5684,27.1876,5.4931,13.1747,,19.7635,
4/2/1998,12.7938,15.1793,,1.703,10.2044,20.0807,,15.8464,5.1792,,,18.9477,15.0325,0.8125,11.05,,,6.9286,8.7705,13.2048,3.8398,7.1425,,24.1476,26.9677,5.4931,14.2726,,20.0301,
4/3/1998,12.6873,15.1539,,1.6985,10.1427,19.7197,,15.8216,5.1792,,,19.0135,14.8081,0.8182,11.1119,,,6.8602,8.7975,13.0624,3.8278,7.0957,,23.9085,26.4231,5.454,13.7736,,19.8351,
4/6/1998,12.495,15.2322,,1.7172,10.0312,19.2841,,15.3824,5.1083,,,18.9696,14.5862,0.8219,11.0053,,,6.8602,8.7186,12.9162,3.73,7.1129,,23.3156,26.0949,5.4243,13.4981,,19.6201,
4/7/1998,12.4297,15.2449,,1.6701,10.0432,19.4333,,15.2788,5.2058,,,18.3999,14.2674,0.8182,10.9193,,,6.8602,8.7186,12.9162,3.6719,7.1425,,23.5547,25.704,5.3461,13.2745,,19.4223,
4/8/1998,12.495,15.2449,,1.6843,9.8819,19.0266,,15.6144,5.1083,,,18.4218,14.0914,0.805,10.7473,,,6.6928,8.7062,13.0855,3.7125,7.1129,,23.4304,25.8785,5.2867,13.3743,,18.955,
4/9/1998,12.7526,15.4311,,1.694,9.9317,19.3274,,15.5357,5.2745,,,18.2173,14.1552,0.82,10.682,,,6.6802,8.7062,13.4704,3.707,7.1425,,23.1913,25.9658,5.2976,13.4502,,19.1356,
4/13/1998,12.4297,15.3507,,1.6753,9.8819,18.9833,,15.1214,5.1438,,,17.8959,13.997,0.8125,10.7267,,,6.6136,8.7062,13.6397,3.6784,7.1129,,23.1339,25.484,5.2976,13.3264,,19.4051,
4/14/1998,12.471,15.4438,,1.703,9.8679,18.9833,,15.3037,5.1859,,,18.0347,14.2674,0.8011,10.8333,,,6.6136,8.8494,14.217,3.8047,7.1425,,23.1339,26.0286,5.2382,13.3743,,19.2618,
4/15/1998,12.7526,15.7484,,1.694,9.9675,19.2672,,15.4321,5.2968,,,18.8089,14.5531,0.9179,11.1566,,,6.7486,8.9137,14.9868,3.7872,7.2361,,23.0765,27.4041,5.2773,13.2266,,19.6918,
4/16/1998,12.5156,15.8669,,1.6611,10.0929,20.1553,,15.3824,5.1149,,,18.4437,14.8413,0.9895,10.9399,,,6.7702,8.8743,14.5788,3.7014,7.2976,,22.8948,27.4041,5.2382,12.8513,,20.1562,
4/17/1998,12.6221,16.0382,,1.7075,10.0671,20.0662,,15.486,5.2125,,,18.6044,14.7775,0.9723,11.0913,,,6.9052,8.9137,15.1061,3.7706,7.2804,,23.3156,27.0759,5.5212,12.9751,,20.6579,
4/20/1998,12.5362,15.814,,1.7262,9.9934,20.1553,,15.6393,5.2125,,,18.5131,14.7775,0.9687,11.0053,,,6.8044,8.9013,15.083,3.7586,7.2361,,22.6557,26.8595,5.4243,13.027,,20.9102,
4/21/1998,12.5362,15.7886,,1.7876,9.9814,20.4417,,15.6931,5.2125,,,19.1048,15.0172,0.9705,11.2632,,,6.8494,8.9656,15.2523,3.7706,7.1129,,23.0096,28.1476,5.4039,12.9751,,21.0162,
4/22/1998,12.3851,15.5897,,1.7592,9.856,20.2299,,15.6931,5.1305,,,19.47,14.8081,0.9365,11.3286,,,6.6802,8.8868,15.083,3.7475,7.0661,,22.7705,27.7113,5.3648,12.9272,,20.9102,
4/23/1998,12.1928,15.4966,,1.7315,9.6947,20.2756,,15.5357,4.9907,,,19.3349,14.8413,0.9404,10.8127,,,6.5687,8.8868,14.8405,3.7937,7.1277,,22.5314,27.5786,5.2976,13.0749,,21.1424,
4/24/1998,11.9798,15.4036,,1.7315,9.5334,19.84,,15.5606,4.9907,,,19.1048,14.6168,0.9329,10.596,,,6.4103,8.9387,14.3594,3.6784,7.1277,,22.5314,27.1422,5.2773,12.8753,,21.0707,
4/27/1998,11.8699,15.192,,1.6611,9.7067,20.0662,,15.1214,4.9774,,,19.1048,14.4587,0.9064,10.3622,,,6.3887,8.9387,13.8552,3.5972,7.0513,,22.474,26.8595,5.16,12.5759,,21.3029,
4/28/1998,11.8081,15.2195,,1.6985,9.5195,19.8087,,15.1214,5.0595,,,19.1303,14.5071,0.9329,10.4894,,,6.3653,8.8868,14.3363,3.5843,7.1277,,22.5983,27.3831,5.1303,12.3004,,21.0334,
4/29/1998,12.0657,15.8669,,1.7449,9.7365,20.035,,16.182,5.1016,,,20.0872,14.6015,0.963,10.5754,,,6.5345,9.1462,14.675,3.5843,7.1573,,23.0096,29.1286,5.0818,12.2525,,20.9102,
4/30/1998,12.1515,15.4564,,1.7547,9.937,19.9002,,16.5217,5.1859,,,19.9959,14.6653,0.9497,10.4894,,,6.4445,8.9532,14.6019,3.7646,7.2508,,22.8948,28.975,5.0631,12.6996,,20.9446,
5/1/1998,12.495,15.7611,,1.7734,10.0874,20.7882,,16.5217,5.1571,,,20.8177,14.9356,0.9516,10.8987,,,6.6802,9.0819,15.0599,3.707,7.3888,,23.1913,29.8687,5.1209,12.7515,,21.6785,
5/4/1998,12.471,15.7357,,1.7734,10.0132,20.7425,,16.6501,5.1305,,,20.4086,14.7928,0.9329,10.682,,,6.5003,9.1213,14.5057,3.6772,7.3124,,22.7705,29.3241,5.0631,12.7994,,21.429,
5/5/1998,12.5156,15.668,,1.7689,9.913,20.7425,,16.6501,5.1016,,,20.4524,14.5378,0.9121,10.8333,,,6.4337,9.0175,15.0098,3.6196,7.2188,,23.3156,29.4986,5.1303,12.7755,,21.214,
5/6/1998,12.2134,15.5495,,1.7404,9.7867,20.6222,,16.3643,4.9486,,,20.1785,14.6015,0.9085,10.4034,,,6.6244,8.8224,14.8674,3.7302,7.204,,22.8374,29.1495,5.2194,12.3763,,21.3402,
5/7/1998,12.1722,15.2195,,1.7315,9.6363,20.3358,,15.9003,4.9353,,,19.7695,14.474,0.9103,10.2315,,,6.5003,8.7664,14.4556,3.7535,7.1893,,22.5314,28.4513,5.2319,12.6517,,20.999,
5/8/1998,12.3233,15.2322,,1.7502,9.6242,20.4272,,16.4678,4.9907,,,19.7439,14.5378,0.9103,10.2108,,,6.4679,8.8058,15.1061,3.7702,7.2188,,22.8948,28.7795,5.3589,12.5998,,20.9818,
5/11/1998,12.2134,15.1264,,1.6985,9.913,20.4561,,16.1323,4.9486,,,19.1742,14.474,0.8914,9.8669,,,6.4787,8.7019,14.8174,3.7414,7.1745,,22.7131,28.6259,5.3495,12.7515,,21.0277,
5/12/1998,11.9146,15.0735,,1.6656,9.9751,20.2901,,15.8713,4.8798,,,18.9916,14.5709,0.8841,9.8463,,,6.4337,8.7144,15.1292,3.747,7.1573,,22.7705,28.7795,5.2899,12.7276,,21.2785,
5/13/1998,11.9798,15.0206,,1.6611,9.9872,20.3502,,16.211,4.8111,,,18.9477,14.6015,0.8763,9.977,,,6.4787,8.7788,15.1792,3.759,7.1425,,22.7131,28.7795,5.2899,12.4521,,21.2237,
5/14/1998,11.8699,14.7964,,1.6326,10.0874,20.6679,,16.2358,4.6314,,,18.9477,14.6168,0.8691,9.9563,,,6.6028,8.6749,15.0329,3.6429,7.1745,,22.6557,28.6713,5.2413,12.4761,,21.2237,
5/15/1998,11.8493,14.4262,,1.6094,10.1375,20.4561,,16.1323,4.658,,,18.4437,14.5862,0.8727,9.3943,,,6.5453,8.571,15.2985,3.7181,7.1745,,22.474,28.5177,5.1034,12.4282,,21.2439,
5/18/1998,11.8287,14.2273,,1.5952,9.9872,20.047,,15.6393,4.6868,,,18.3086,14.3465,0.8691,9.1806,,,6.4031,8.4422,14.3363,3.759,7.0957,,22.2349,27.8858,5.0454,12.4002,,20.9181,
5/19/1998,11.9558,14.2019,,1.6282,10.2639,19.9258,,15.95,4.6159,,,18.4218,14.3949,0.8577,9.0703,,,6.4031,8.4672,13.6859,3.7535,7.0193,,22.1775,27.9277,5.036,12.3763,,20.8461,
5/20/1998,12.0416,14.1617,,1.6124,10.302,19.6227,,15.4321,4.658,,,18.2392,14.0914,0.8351,9.0703,,,6.4375,8.2864,12.9893,3.7702,7.0661,,22.1775,27.4913,5.0156,12.5759,,20.5405,
5/21/1998,12.0416,14.1617,,1.5982,10.2017,19.5767,,15.486,4.5892,,,18.126,14.043,0.8351,8.9841,,,6.3814,8.3383,13.0393,3.7646,7.0513,,22.0532,27.6449,5.3103,12.7515,,20.2868,
5/22/1998,12.2786,14.1342,,1.5794,10.1636,19.6227,,15.3286,4.5892,,,18.0091,13.9001,0.839,8.8979,,,6.28,8.3113,13.2779,3.7414,6.9898,,21.8141,27.6868,5.3291,13.0989,,20.3416,
5/26/1998,12.0416,13.764,,1.5374,10.0132,19.1839,,15.0966,4.4362,,,17.9872,13.8058,0.8541,8.598,,,6.1098,8.1825,12.9893,3.602,6.8494,,21.8811,27.0759,5.2319,13.0749,,20.0533,
5/27/1998,11.7634,13.7788,,1.5097,10.0874,19.3342,,15.0717,4.3674,,,17.7352,13.7241,0.8351,8.6842,,,6.1207,8.0516,12.9431,3.5211,6.8962,,21.4603,26.7512,5.0454,12.7994,,20.2868,
5/28/1998,11.8081,13.8317,,1.5187,10.1135,19.4554,,15.0427,4.4362,,,17.5307,13.8364,0.8351,8.791,,,6.3361,8.116,13.5204,3.602,6.8494,,21.8141,27.055,5.1332,12.7276,,20.4511,
5/29/1998,11.7428,13.9628,,1.5187,10.0012,19.3657,,15.2001,4.505,,,17.3481,13.7879,0.824,8.7049,,,6.3361,8.116,13.4473,3.6308,6.8051,,22.2349,27.3161,5.1144,12.9511,,20.3243,
6/1/1998,11.5505,13.7513,,1.5142,9.8508,19.1524,,15.1463,4.394,,,16.7089,13.6604,0.8258,8.4049,,,6.1207,7.8958,13.3742,3.5499,6.8051,,21.9385,26.2033,5.0548,12.7515,,20.3589,
6/2/1998,11.4646,13.7513,,1.4812,10.0012,19.1233,,14.9681,4.4229,,,16.435,13.5813,0.82,8.5773,,,6.0302,8.0267,13.4473,3.5034,6.7435,,21.642,26.6162,5.0846,12.6517,,20.1628,
6/3/1998,11.4406,13.7111,,1.4909,9.913,19.1379,,14.9681,4.4096,,,16.1611,13.487,0.8312,8.1464,,,6.041,7.9747,13.3742,3.5146,6.6819,,21.642,25.9163,5.163,12.6877,,19.8918,
6/4/1998,11.6982,14.0686,,1.5374,10.0874,19.4263,,15.3286,4.4096,,,16.7308,13.742,0.839,8.6394,,,6.2003,8.0391,13.8321,3.4913,6.6203,,22.0532,26.9032,5.3589,12.4871,,20.2695,
6/5/1998,11.784,14.2929,,1.5607,10.3761,20.0009,,15.718,4.4096,,,17.1216,13.9639,0.8727,8.7255,,,6.3578,8.0786,14.0708,3.5322,6.6499,,21.9958,27.6905,5.4858,12.5874,,20.7019,
6/8/1998,11.5505,14.0369,,1.5472,10.2639,19.6373,,15.1214,4.312,,,17.0741,13.742,0.8953,8.4911,,,6.2673,7.8189,13.4242,3.602,6.5588,,21.8811,26.9032,5.4373,12.6596,,20.5232,
6/9/1998,11.3788,13.825,,1.4722,10.1756,19.3948,,14.7858,4.2432,,,16.8221,13.566,0.8914,8.3394,,,6.1442,7.688,13.3511,3.5555,6.5886,,21.7568,26.1788,5.1724,12.459,,20.1628,
6/10/1998,11.0765,13.6915,,1.4482,10.0253,19.2591,,14.6284,4.1301,,,16.3674,13.39,0.8878,7.9499,,,6.0537,7.4553,12.6044,3.4216,6.4941,,21.7568,25.7869,5.1034,12.4349,,19.8371,
6/11/1998,10.9254,13.1491,,1.4294,9.7365,18.9245,,14.2638,4.0902,,,15.4738,13.0151,0.8727,7.7361,,,6.041,7.4553,11.546,3.3287,6.417,,21.1638,24.779,4.9467,12.3587,,19.6209,
6/12/1998,10.8395,13.2423,,1.4482,9.7365,19.7294,,14.4962,4.2144,,,16.0708,13.1251,0.8634,7.9085,,,6.0193,7.4802,12.004,3.4281,6.4643,,21.0969,25.4579,4.9858,12.4349,,19.9812,
6/15/1998,10.4343,12.8461,,1.4204,9.7004,19.2591,,13.9236,4.048,,,15.4042,12.8693,0.8541,7.4327,,,5.8274,7.4282,11.0649,3.3751,6.1684,,20.743,24.0792,4.9184,11.5846,,19.7477,
6/16/1998,10.6472,13.0834,,1.4249,9.8248,19.6979,,14.1311,4.048,,,15.8181,13.0458,0.8426,7.6706,,,5.9849,7.5591,10.5107,3.4105,6.3101,,20.8004,24.758,5.0454,11.6848,,20.0533,
6/17/1998,10.9254,13.7466,,1.4347,10.1135,20.2894,,14.1601,4.1456,,,16.0232,13.4449,0.8294,7.9085,,,6.2221,7.7669,10.7301,3.4978,6.4494,,21.4029,25.4369,5.0156,11.6568,,20.4684,
6/18/1998,10.7125,13.5199,,1.3544,10.0132,19.8652,,14.1062,4.0902,,,15.5214,13.1098,0.805,7.5431,,,6.041,7.7004,10.1759,3.4569,6.5115,,20.9821,24.4746,4.9858,11.9857,,20.3963,
